form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00867010,SB21B.I3856,,,IND,,GAINES,RILEY,,,,469 CHIPMAN ROAD,,BETHPAGE,TN,37022,,,2024-10-16,429.98,,TRAVEL REIMBURSEMENT: SEE ITEMIZED IF REQUIRED,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I3984,SB21B.I3856,SB21B,ORG,AMERICAN AIRLINES,,,,,,4333 AMON CARTER BOULEVARD,,FORT WORTH,TX,76155,,,2024-09-11,102.00,,TRAVEL: AIR,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I3985,SB21B.I3856,SB21B,ORG,DELTA AIRLINES,,,,,,1030 DELTA BOULEVARD,,ATLANTA,GA,30354,,,2024-09-11,327.98,,TRAVEL: AIR,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I3885,,,IND,,PULTZ,JANE,M,,,1320 CASTLETON ROAD NORTH,,COLUMBUS,OH,43220,,,2024-10-11,1966.56,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I3883,,,IND,,SCHAUB,LAUREN,N,,,2888 YOAKAM ROAD,,LIMA,OH,45806,,,2024-10-11,2029.06,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I3888,,,IND,,SCHETTER,SUSAN,,,,16173 FOREST EDGE DR.,,FINDLAY,OH,45840,,,2024-10-16,1100.00,,PHOTOGRAPHY SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I3893,,,IND,,SCHOOLER,CHRIS,,,,126 EAST 6TH ST,,PERRYSBURG,OH,43551,,,2024-10-16,400.00,,PHOTOGRAPHY SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I3857,,,IND,,SOLLMANN,DENNIS,,,,310 E RUSSELL ROAD,,SIDNEY,OH,45365,,,2024-10-16,102.48,,VALET SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I3855,,,IND,,TRUMP,DONALD,,,JR.,725 5TH AVE,25TH FLOOR,NEW YORK,NY,10022,,,2024-10-16,298.41,,TRAVEL REIMBURSEMENT: SEE ITEMIZED IF REQUIRED,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I3981,SB21B.I3855,SB21B,ORG,SUNNY'S WORLDWIDE CHAUFFEURED TRANSPORTATION,,,,,,23765 PEBBLE RUN PL,STE 100,STERLING,VA,20166,,,2024-09-10,298.41,,TRAVEL: GROUND TRANSPORTATION,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I3884,,,IND,,WRIGHT,ABBY,L,,,P.O. BOX 340797,,COLUMBUS,OH,43234,,,2024-10-11,2622.45,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I3870,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY STREET,,NEW YORK,NY,102851270,,,2024-10-07,94806.73,,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I3977,SB21B.I3870,SB21B,IND,,MARTINEZ,ANGELICA,,,,876 PARKER RD,,AURORA,OH,44202,,,2024-09-04,400.00,,PHOTOGRAPHY SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4018,SB21B.I3870,SB21B,ORG,AMAZON,,,,,,410 TERRY AVE N,,SEATTLE,WA,981095210,,,2024-09-27,36.54,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I3997,SB21B.I3870,SB21B,ORG,AMY BURKE PHOTOGRAPHY,,,,,,562 PALMERSTON DR.,,CINCINNATI,OH,45238,,,2024-09-17,150.00,,PHOTOGRAPHY SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4007,SB21B.I3870,SB21B,ORG,AT&T,,,,,,208 S AKARD ST,,DALLAS,TX,75202,,,2024-09-19,108.99,,MOBILE PHONE EXPENSE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4001,SB21B.I3870,SB21B,ORG,BERWICK MANOR RESTAURANT,,,,,,3250 REFUGEE RD,,COLUMBUS,OH,43232,,,2024-09-17,2630.00,,CATERING SERVICES,,,,,,,,,,,,,  ,,,,,,X,
