form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00869024,170736,,,ORG,3RD BASE LIQUORS,,,,,,2029 S FOUNTAIN GREEN RD,,BEL AIR,MD,21015,G2024,,2024-05-28,3070.23,,EVENT FOOD AND BEV,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00869024,170745,,,ORG,ABSOLUTELY PERFECT CATERING,,,,,,7391 WASHINGTON BLVDSTE 103,,ELKRIDGE,MD,21075,G2024,,2024-06-19,2113.06,,EVENT FOOD AND BEV,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00869024,HVQ201,,,ORG,ANEDOT,,,,,,1201 W Peachtree St NW ,,Atlanta,GA,30309,,,2024-06-30,57320.53,,CREDIT CARD PROCESSING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00869024,170712,,,ORG,AXCAPITAL,,,,,,555 METRO PLACE N,,DUBLIN,OH,43017,G2024,,2024-06-26,2300.00,,ACCOUNTING & COMPLIANCE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00869024,170731,,,ORG,BAYSIDE CATERING,,,,,,108 CENTRAL AVE W,,EDGEWATER,MD,21037,G2024,,2024-05-13,19743.31,,EVENT FOOD AND BEV,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00869024,170747,,,ORG,CALHOON MEBA ENGINEERING SCHOOL,,,,,,27050 ST MICHAELS RD,,EASTON,MD,21601,G2024,,2024-06-25,1000.00,,EVENT FOOD AND BEV,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00869024,170730,,,ORG,CANOE BROOK,,,,,,1108 MORRIS TURNPIKE,,SUMMIT,NJ,07901,G2024,,2024-05-13,4271.90,,EVENT FOOD AND BEV,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00869024,170744,,,ORG,CATERING BY UPTOWN,,,,,,PO BOX 2684,,ELLICOTT CITY,MD,21041,G2024,,2024-06-18,1335.60,,EVENT FOOD AND BEV,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00869024,170748,,,ORG,CATERING BY UPTOWN,,,,,,PO BOX 2684,,ELLICOTT CITY,MD,21041,G2024,,2024-06-25,54.00,,EVENT FOOD AND BEV,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00869024,170702,,,ORG,CHAIN BRIDGE BANK,,,,,,1445A Laughlin Ave,,MCLEAN,VA,22101,G2024,,2024-04-30,12.00,,BANK FEES,,,,,,,,,,,,,  ,,,,,,,
