form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00002972,500015406,,,PAC,Electric Power Assoc Of Ms Acre,,,,,,PO Box 3300,,Ridgeland,MS,391583300,,,2023-04-11,43092.89,0.00,,008,C00004952,,,,,,,,,,,,,,,,,,
SB22,C00002972,500015399,,,PAC,Indiana Acre,,,,,,720 N High School Rd,,Indianapolis,IN,462143756,,,2023-04-11,18753.02,0.00,,008,C00103978,,,,,,,,,,,,,,,,,,
SB22,C00002972,500015400,,,PAC,Kansas Acre,,,,,,PO Box 4267,,Topeka,KS,666040267,,,2023-04-11,367.50,0.00,,008,C00010561,,,,,,,,,,,,,,,,,,
SB22,C00002972,500015402,,,PAC,Louisiana Acre,,,,,,10725 Airline Hwy,,Baton Rouge,LA,708164213,,,2023-04-11,5452.55,0.00,,008,C00083337,,,,,,,,,,,,,,,,,,
SB22,C00002972,500015405,,,PAC,Missouri Acre,,,,,,PO Box 1645,,Jefferson City,MO,651021645,,,2023-04-11,759.50,0.00,,008,C00008169,,,,,,,,,,,,,,,,,,
SB22,C00002972,500015407,,,PAC,Montana Acre,,,,,,PO Box 1306,,Great Falls,MT,594031306,,,2023-04-11,3613.75,0.00,,008,C00139360,,,,,,,,,,,,,,,,,,
SB22,C00002972,500015412,,,PAC,Ohio Action Committe For Rural Electrifical,,,,,,6677 Busch Blvd,,Columbus,OH,432291101,,,2023-04-11,27076.20,0.00,,008,C00040881,,,,,,,,,,,,,,,,,,
SB22,C00002972,500015413,,,PAC,Oklahoma Acre,,,,,,PO Box 54309,,Oklahoma City,OK,731541309,,,2023-04-11,5957.91,0.00,,008,C00133561,,,,,,,,,,,,,,,,,,
SB22,C00002972,500015401,,,PAC,Speak Up For Rural Electrification Committee,,,,,,PO Box 32170,,Louisville,KY,402322170,,,2023-04-11,9548.29,0.00,,008,C00007849,,,,,,,,,,,,,,,,,,
SB22,C00002972,500015422,,,PAC,Wyoming Rural Electric Association Acre,,,,,,2312 Carey Ave,,Cheyenne,WY,820013627,,,2023-04-11,12.25,0.00,,008,C00276485,,,,,,,,,,,,,,,,,,
