form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00687574,SB.1,,,ORG,ANEDOT INC.,,,,,,1340 POYDRAS STREET STE 1770,,NEW ORLEANS,LA,70112,O2024,,2023-10-03,686.40,,CREDIT CARD MERCHANT FEES ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00687574,SB.13,,,ORG,INTUIT,,,,,,2632 MARINE WAY,,MOUNTAIN VIEW,CA,94043,O2024,,2023-10-04,65.55,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00687574,SB.22,,,ORG,RIGHTSIDE COMPLIANCE LLC,,,,,,PO BOX 341027,,AUSTIN,TX,78734,O2024,,2023-10-05,770.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00687574,SB.8,,,ORG,CMDI,,,,,,"1593 SPRING HILL RD., STE 400",,TYSONS CORNER,VA,22182,O2024,,2023-10-13,500.00,,Database Management Service,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00687574,SB.2,,,ORG,ANEDOT INC.,,,,,,1340 POYDRAS STREET STE 1770,,NEW ORLEANS,LA,70112,O2024,,2023-10-17,928.30,,CREDIT CARD MERCHANT FEES ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00687574,SB.3,,,ORG,ANEDOT INC.,,,,,,1340 POYDRAS STREET STE 1770,,NEW ORLEANS,LA,70112,O2024,,2023-10-31,264.30,,CREDIT CARD MERCHANT FEES ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00687574,SB.14,,,ORG,INTUIT,,,,,,2632 MARINE WAY,,MOUNTAIN VIEW,CA,94043,O2024,,2023-11-06,65.55,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00687574,SB.23,,,ORG,RIGHTSIDE COMPLIANCE LLC,,,,,,PO BOX 341027,,AUSTIN,TX,78734,O2024,,2023-11-07,1402.50,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00687574,SB.9,,,ORG,CMDI,,,,,,"1593 SPRING HILL RD., STE 400",,TYSONS CORNER,VA,22182,O2024,,2023-11-14,500.00,,Database Management Service,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00687574,SB.11,,,ORG,HOLLOWAY CONSULTING INC,,,,,,1530 WILSON BLVD STE 440,,ARLINGTON,VA,22209,O2024,,2023-11-29,2670.00,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00687574,SB.15,,,ORG,INTUIT,,,,,,2632 MARINE WAY,,MOUNTAIN VIEW,CA,94043,O2024,,2023-12-04,65.55,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00687574,SB.4,,,ORG,ANEDOT INC.,,,,,,1340 POYDRAS STREET STE 1770,,NEW ORLEANS,LA,70112,O2024,,2023-12-05,922.10,,CREDIT CARD MERCHANT FEES ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00687574,SB.12,,,ORG,HOLLOWAY CONSULTING INC,,,,,,1530 WILSON BLVD STE 440,,ARLINGTON,VA,22209,O2024,,2023-12-06,11450.00,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00687574,SB.24,,,ORG,RIGHTSIDE COMPLIANCE LLC,,,,,,PO BOX 341027,,AUSTIN,TX,78734,O2024,,2023-12-08,412.50,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00687574,SB.5,,,ORG,ANEDOT INC.,,,,,,1340 POYDRAS STREET STE 1770,,NEW ORLEANS,LA,70112,O2024,,2023-12-12,264.30,,CREDIT CARD MERCHANT FEES ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00687574,SB.10,,,ORG,CMDI,,,,,,"1593 SPRING HILL RD., STE 400",,TYSONS CORNER,VA,22182,O2024,,2023-12-13,500.00,,Database Management Service,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00687574,SB.21,,,ORG,RACHEL BARRETT & CO LLC,,,,,,PO BOX 331983,,NASHVILLE,TN,37203,O2024,,2023-12-13,7320.00,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00687574,SB.6,,,ORG,ANEDOT INC.,,,,,,1340 POYDRAS STREET STE 1770,,NEW ORLEANS,LA,70112,O2024,,2023-12-19,1013.20,,CREDIT CARD MERCHANT FEES ,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00687574,SB.7,,,ORG,ANEDOT INC.,,,,,,1340 POYDRAS STREET STE 1770,,NEW ORLEANS,LA,70112,O2024,,2023-12-27,928.30,,CREDIT CARD MERCHANT FEES ,,,,,,,,,,,,,  ,,,,,,,
