form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00458000,500473173,,,PAC,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-11-30,210.17,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500473178,,,PAC,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-11-30,2.59,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500473176,,,PAC,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-01,54.65,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500473179,,,PAC,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-01,0.12,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500473177,,,PAC,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-08,278.93,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500473180,,,PAC,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-08,5.30,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500474043,,,PAC,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-15,152.80,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500474045,,,PAC,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-15,0.71,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500477257,,,PAC,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-22,300.60,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500477287,,,PAC,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-22,5.60,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500477258,,,PAC,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-29,394.39,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500477288,,,PAC,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-29,1.40,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500477259,,,PAC,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-31,519.81,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500477289,,,PAC,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-31,0.43,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500478748,,,IND,,Arasi,Jacqueline,,,,105 Vosburgh Rd,,Red Hook,NY,125712254,,,2024-11-27,2126.65,0.00,Salaries & Wages,,,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500478763,,,IND,,Arasi,Jacqueline,,,,105 Vosburgh Rd,,Red Hook,NY,125712254,,,2024-12-12,2126.65,0.00,Salaries & Wages,,,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500478777,,,IND,,Arasi,Jacqueline,,,,105 Vosburgh Rd,,Red Hook,NY,125712254,,,2024-12-30,2311.35,0.00,Salaries & Wages,,,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500478441,,,ORG,Ascensus Trust,,,,,,1655 43Rd St S,Ste 100,Fargo,ND,581033582,,,2024-11-29,1218.75,0.00,Retirement Plan,,,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500478077,,,ORG,Ascensus Trust,,,,,,1655 43Rd St S,Ste 100,Fargo,ND,581033582,,,2024-12-04,4579.83,0.00,Retirement Plan,,,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500478078,,,ORG,Ascensus Trust,,,,,,1655 43Rd St S,Ste 100,Fargo,ND,581033582,,,2024-12-04,4579.83,0.00,Retirement Plan,,,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500478080,,,ORG,Ascensus Trust,,,,,,1655 43Rd St S,Ste 100,Fargo,ND,581033582,,,2024-12-23,8189.33,0.00,Retirement Plan,,,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500478081,,,ORG,Ascensus Trust,,,,,,1655 43Rd St S,Ste 100,Fargo,ND,581033582,,,2024-12-23,4579.83,0.00,Retirement Plan,,,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500478082,,,ORG,Ascensus Trust,,,,,,1655 43Rd St S,Ste 100,Fargo,ND,581033582,,,2024-12-30,17309.25,0.00,Retirement Plan,,,,,,,,,,,,,,,,,,,,
SB21B,C00458000,500478074,,,ORG,Bank Of America,,,,,,3 Dupont Cir NW,,Washington,DC,200361108,,,2024-11-27,5.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
