form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00387464,SB21B.3,,,IND,,PURPURA,SALVATORE,,,,478 STIRLING BRIDGE DR,,ORMOND BEACH,FL,32174,,,2024-10-31,1375.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00387464,SB21B.8,,,ORG,ARISTEIA GROUP INC.,,,,,,C/O BRADLEY PATRICK GROUP,"1020 N. FAIRFAX STREET, SUITE 201",ALEXANDRIA,VA,22314,,,2024-10-23,7000.00,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00387464,SB21B.8_B,,,ORG,ARISTEIA GROUP INC.,,,,,,C/O BRADLEY PATRICK GROUP,"1020 N. FAIRFAX STREET, SUITE 201",ALEXANDRIA,VA,22314,,,2024-11-25,7000.00,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00387464,SB21B.1,,,ORG,ATCHLEY & ASSOCIATES,,,,,,1005 LA POSADA DR,,AUSTIN,TX,78752,,,2024-10-24,2195.50,,ACCOUNTING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00387464,SB21B.15,,,ORG,CITIBANK,,,,,,PO BOX 9001037,,LOUISVILLE,KY,40290,,,2024-11-04,1593.43,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00387464,SB21B.119,SB21B.15,,ORG,AMERICAN AIRLINES,,,,,,4333 AMON CARTER BLVD,,FT WORTH,TX,76155,,,2024-11-04,8.00,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.123,SB21B.15,,ORG,CITIBANK,,,,,,PO BOX 9001037,,LOUISVILLE,KY,40290,,,2024-11-04,588.40,,BANK FEE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.120,SB21B.15,,ORG,CORCORAN CATERERS,,,,,,2401 MONTGOMERY ST,,SILVER SPRING,MD,20910,,,2024-11-04,1529.82,,CATERING,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.122,SB21B.15,,ORG,FTD,,,,,,3113 WOODCREEK DR,,DOWNERS GROVE,IL,60515,,,2024-11-04,192.37,,FLORAL EXPENSE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.118,SB21B.15,,ORG,SOUTHWEST AIRLINES,,,,,,PO BOX 36647,,DALLAS,TX,75235,,,2024-11-04,-761.96,,CREDIT-TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.121,SB21B.15,,ORG,US SENATE STATIONERY,,,,,,B-43 DIRKSEN OFFICE BUILDING,,WASHINGTON,DC,20510,,,2024-11-04,36.80,,PRINTING,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00387464,SB21B.16,,,ORG,CITIBANK,,,,,,PO BOX 9001037,,LOUISVILLE,KY,40290,,,2024-11-04,2248.78,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00387464,SB21B.105,SB21B.16,,ORG,AMAZON.COM,,,,,,410 TERRY ST,,SEATTLE,WA,98109,,,2024-11-04,60.50,,TONER,,,,,,,,,,,,,  ,,,,,,X,
