form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00680132,500428097,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,G2024,,2024-10-06,142.21,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00680132,500428099,,,ORG,Bank Of America,,,,,,201 Pennsylvania Ave SE,,Washington,DC,200031107,G2024,,2024-10-07,15.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00680132,500428100,,,ORG,Bank Of America,,,,,,201 Pennsylvania Ave SE,,Washington,DC,200031107,G2024,,2024-10-15,6.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00680132,500428101,,,ORG,Blue Wave Political Partners,,,,,,401 2Nd Ave S,Ste 303,Seattle,WA,981042862,G2024,,2024-10-09,229.10,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00680132,500428104,,,ORG,"Molly Allen Associates, LLC",,,,,,10402 Parkwood Dr,,Kensington,MD,208954042,G2024,,2024-10-14,11800.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00680132,500428105,,,ORG,"NGP VAN, Inc.",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,G2024,,2024-10-15,100.00,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00680132,500428096,,,ORG,Ramp Business Corporation,,,,,,28 W 23Rd St,Fl 2,New York,NY,100105260,G2024,,2024-10-01,2408.96,0.00,Credit Card Payment - See Below if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00680132,500428255,500428096,SB21B,ORG,American Airlines,,,,,,4255 Amon Carter Blvd,,Fort Worth,TX,761552603,G2024,,2024-10-01,283.47,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00680132,500428256,500428096,SB21B,ORG,American Airlines,,,,,,4255 Amon Carter Blvd,,Fort Worth,TX,761552603,G2024,,2024-10-01,441.97,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00680132,500428253,500428096,SB21B,ORG,Capital Grille,,,,,,601 Pennsylvania Ave NW,,Washington,DC,200042601,G2024,,2024-10-01,393.35,0.00,Event Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00680132,500428257,500428096,SB21B,ORG,United Airlines,,,,,,77 W Wacker Dr,,Chicago,IL,606011604,G2024,,2024-10-01,470.80,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00680132,500428258,500428096,SB21B,ORG,United Airlines,,,,,,77 W Wacker Dr,,Chicago,IL,606011604,G2024,,2024-10-01,602.75,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
