form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00625988,500189321,,,ORG,"Bank Of America, N.A.",,,,,,PO Box 25118,,Tampa,FL,336225118,G2024,,2024-10-02,5.00,0.00,Bank fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500189541,,,ORG,"Bank Of America, N.A.",,,,,,PO Box 25118,,Tampa,FL,336225118,G2024,,2024-10-04,5.00,0.00,Bank fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500191791,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-16,0.16,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500189322,,,ORG,"Bank Of America, N.A.",,,,,,PO Box 25118,,Tampa,FL,336225118,G2024,,2024-10-03,5.00,0.00,Bank fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500189903,,,ORG,"Winpisinger & Associates, Inc.",,,,,,315 Inspiration Ln,,Gaithersburg,MD,208785808,G2024,,2024-10-05,2020.44,0.00,Compliance consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500189323,,,ORG,"Bank Of America, N.A.",,,,,,PO Box 25118,,Tampa,FL,336225118,G2024,,2024-10-03,5.00,0.00,Bank fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500190993,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-13,0.12,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500189964,,,ORG,Corcoran Street Group LLC,,,,,,3526 Park Pl NW,,Washington,DC,200103079,G2024,,2024-10-01,1000.00,0.00,Communications strategy,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500189965,,,ORG,"Bank Of America, N.A.",,,,,,PO Box 25118,,Tampa,FL,336225118,G2024,,2024-10-01,1.00,0.00,Bank fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500189317,,,ORG,Molly Allen Associates LLC,,,,,,10402 Parkwood Dr,,Kensington,MD,208954042,G2024,,2024-10-03,16816.19,0.00,Fundraising consulting and expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500189917,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-06,1.59,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00625988,500189979,,,ORG,"Bank Of America, N.A.",,,,,,PO Box 25118,,Tampa,FL,336225118,,,2024-10-09,30.00,0.00,Bank fee,,,,,,,,,,,,,,,,,,,,
