form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21b,C00588509,17602599,,,ORG,"PayPal, Inc.",,,,,,4100 Solutions Center,,Chicago,IL,60677,,,2023-07-05,35.00,0.00,,001,,,,,,,,,,,,,,,,,,,
SB21b,C00588509,17606724,,,ORG,Paya,,,,,,12120 Sunset Hills Road,Suite 500,Reston,VA,20190,,,2023-08-02,60.51,0.00,,001,,,,,,,,,,,,,,,,,,,
SB21b,C00588509,17606725,,,ORG,"PayPal, Inc.",,,,,,4100 Solutions Center,,Chicago,IL,60677,,,2023-08-03,35.00,0.00,,001,,,,,,,,,,,,,,,,,,,
SB21b,C00588509,17680274,,,ORG,Paya,,,,,,12120 Sunset Hills Road,Suite 500,Reston,VA,20190,,,2023-09-05,57.50,0.00,,001,,,,,,,,,,,,,,,,,,,
SB21b,C00588509,17680275,,,ORG,"PayPal, Inc.",,,,,,4100 Solutions Center,,Chicago,IL,60677,,,2023-09-06,35.00,0.00,,001,,,,,,,,,,,,,,,,,,,
SB21b,C00588509,17680276,,,ORG,Truist,,,,,,"1445 New York Avenue, NW",,Washington,DC,20005,,,2023-09-21,25.00,0.00,,001,,,,,,,,,,,,,,,,,,,
SB21b,C00588509,17807066,,,ORG,Paya,,,,,,12120 Sunset Hills Road,Suite 500,Reston,VA,20190,,,2023-10-02,57.50,0.00,,001,,,,,,,,,,,,,,,,,,,
SB21b,C00588509,17807067,,,ORG,"PayPal, Inc.",,,,,,4100 Solutions Center,,Chicago,IL,60677,,,2023-10-03,35.00,0.00,,001,,,,,,,,,,,,,,,,,,,
SB21b,C00588509,17807068,,,ORG,Truist,,,,,,"1445 New York Avenue, NW",,Washington,DC,20005,,,2023-10-23,25.00,0.00,,001,,,,,,,,,,,,,,,,,,,
SB21b,C00588509,17809004,,,ORG,Paya,,,,,,12120 Sunset Hills Road,Suite 500,Reston,VA,20190,,,2023-11-02,57.50,0.00,,001,,,,,,,,,,,,,,,,,,,
SB21b,C00588509,17809005,,,ORG,"PayPal, Inc.",,,,,,4100 Solutions Center,,Chicago,IL,60677,,,2023-11-03,35.00,0.00,,001,,,,,,,,,,,,,,,,,,,
SB21b,C00588509,17809006,,,ORG,Truist,,,,,,"1445 New York Avenue, NW",,Washington,DC,20005,,,2023-11-21,33.00,0.00,,001,,,,,,,,,,,,,,,,,,,
SB21b,C00588509,17860896,,,ORG,Paya,,,,,,12120 Sunset Hills Road,Suite 500,Reston,VA,20190,,,2023-12-02,82.50,0.00,,001,,,,,,,,,,,,,,,,,,,
SB21b,C00588509,17860897,,,ORG,"PayPal, Inc.",,,,,,4100 Solutions Center,,Chicago,IL,60677,,,2023-12-05,35.00,0.00,,001,,,,,,,,,,,,,,,,,,,
SB21b,C00588509,17860898,,,ORG,Truist,,,,,,"1445 New York Avenue, NW",,Washington,DC,20005,,,2023-12-21,25.00,0.00,,001,,,,,,,,,,,,,,,,,,,
