form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00832691,SB21B.4286,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-07-10,987.50,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00832691,SB21B.4287,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-09-01,1975.00,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00832691,SB21B.4288,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-12-14,395.00,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00832691,SB21B.4289,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-12-31,1975.00,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00832691,SB21B.4293,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Frnt 1,Washington,DC,20006,,,2023-09-27,35.75,,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00832691,SB21B.4294,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Frnt 1,Washington,DC,20006,,,2023-10-27,65.00,,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00832691,SB21B.4295,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Frnt 1,Washington,DC,20006,,,2023-11-29,21.00,,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00832691,SB21B.4296,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Frnt 1,Washington,DC,20006,,,2023-12-29,20.75,,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00832691,SB21B.4297,,,ORG,Capital Strategies,,,,,,4712 Admiralty Way,Unit 670,Marina Del Rey,CA,90292,,,2023-07-10,60000.00,,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00832691,SB21B.4298,,,ORG,Capital Strategies,,,,,,4712 Admiralty Way,Unit 670,Marina Del Rey,CA,90292,,,2023-08-22,10000.00,,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00832691,SB21B.4299,,,ORG,Capital Strategies,,,,,,4712 Admiralty Way,Unit 670,Marina Del Rey,CA,90292,,,2023-09-05,10000.00,,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00832691,SB21B.4300,,,ORG,Capital Strategies,,,,,,4712 Admiralty Way,Unit 670,Marina Del Rey,CA,90292,,,2023-10-06,10000.00,,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
