form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00837138,501176963,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-04-26,86.06,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00837138,501176962,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-05-24,86.17,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00837138,501176964,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-06-28,91.84,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00837138,11284990I,11284990,SA11AI,ORG,"Florida Watch, Inc.",,,,,,PO Box 61784,,Jacksonville,FL,322361784,,,2024-04-11,119.26,0.00,Staff Time,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00837138,11284992I,11284992,SA11AI,ORG,"Florida Watch, Inc.",,,,,,PO Box 61784,,Jacksonville,FL,322361784,,,2024-04-25,294.27,0.00,Staff Time,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00837138,11285004I,11285004,SA11AI,ORG,"Florida Watch, Inc.",,,,,,PO Box 61784,,Jacksonville,FL,322361784,,,2024-05-09,101.56,0.00,Staff Time,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00837138,11285005I,11285005,SA11AI,ORG,"Florida Watch, Inc.",,,,,,PO Box 61784,,Jacksonville,FL,322361784,,,2024-05-23,256.65,0.00,Staff Time,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00837138,11285006I,11285006,SA11AI,ORG,"Florida Watch, Inc.",,,,,,PO Box 61784,,Jacksonville,FL,322361784,,,2024-06-13,76.74,0.00,Staff Time,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00837138,11285007I,11285007,SA11AI,ORG,"Florida Watch, Inc.",,,,,,PO Box 61784,,Jacksonville,FL,322361784,,,2024-06-27,72.82,0.00,Staff Time,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00837138,501176959,,,ORG,Intuit,,,,,,2632 Marine Way,,Mountain View,CA,940431126,,,2024-04-15,90.00,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00837138,501176960,,,ORG,Intuit,,,,,,2632 Marine Way,,Mountain View,CA,940431126,,,2024-05-14,90.00,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00837138,501176961,,,ORG,Intuit,,,,,,2632 Marine Way,,Mountain View,CA,940431126,,,2024-06-14,90.00,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00837138,501176965,,,ORG,"Lebin Yates Consulting, LLC",,,,,,PO Box 41112,,Austin,TX,787040019,,,2024-05-02,320.78,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
