form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00785899,SB29.6261,,,ORG,"AKT Entertainment, Inc.",,,,,,3 Walden Ct,,New Hampton,NY,10958,,,2024-11-27,37500.00,,Non-Contribution Account: Event Entertainment,,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.6262,,,ORG,"AKT Entertainment, Inc.",,,,,,3 Walden Ct,,New Hampton,NY,10958,,,2024-12-11,37500.00,,Non-Contribution Account: Event Entertainment,,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.6258,,,ORG,Bank of America,,,,,,100 N Tryon St,,Charlotte,NC,28255,,,2024-11-27,30.00,,Non-Contribution Account: Bank Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.6289,,,ORG,Bank of America,,,,,,100 N Tryon St,,Charlotte,NC,28255,,,2024-12-12,5.00,,Non-Contribution Account: Bank Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.6290,,,ORG,Bank of America,,,,,,100 N Tryon St,,Charlotte,NC,28255,,,2024-12-30,30.00,,Non-Contribution Account: Bank Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.6263,,,ORG,"Rolla Group, LLC",,,,,,"211 S St, NW",,Washington,DC,20001,,,2024-12-03,2362.50,,Non-Contribution Account: Reimbursement (Vendors that aggregate over $200 listed below),,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.6263.0,SB29.6263,SB29,ORG,District Winery,,,,,,385 Water St SE,,Washington,DC,20003,,,2024-12-03,2362.50,,Event Space & Catering,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.6268,,,ORG,"Rolla Group, LLC",,,,,,"211 S St, NW",,Washington,DC,20001,,,2024-12-10,8319.50,,Non-Contribution Account: Reimbursement (Vendors that aggregate over $200 listed below),,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.6268.0,SB29.6268,SB29,ORG,B.Lin Catering,,,,,,2410 T St NE,,Washington,DC,20002,,,2024-12-10,8319.50,,Event Catering,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.6292,,,ORG,"Rolla Group, LLC",,,,,,"211 S St, NW",,Washington,DC,20001,,,2024-12-16,1364.22,,Non-Contribution Account: Reimbursement (Vendors that aggregate over $200 listed below),,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.6292.0,SB29.6292,SB29,ORG,Amazon,,,,,,440 Terry Ave N,,Seattle,WA,98109,,,2024-12-16,1364.22,,Event Decor,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.6296,,,ORG,"Rolla Group, LLC",,,,,,"211 S St, NW",,Washington,DC,20001,,,2024-12-20,1436.36,,Non-Contribution Account: Reimbursement (Vendors that aggregate over $200 listed below),,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.6296.0,SB29.6296,SB29,ORG,Cask Cartel,,,,,,1836 Mallard Lake Dr,,Marietta,GA,30068,,,2024-12-20,686.36,,Donor Gifts,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.6296.1,SB29.6296,SB29,ORG,RPM Italian,,,,,,"650 K St, NW",,Washington,DC,20001,,,2024-12-20,750.00,,Event Catering,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.6291,,,ORG,"Rolla Group, LLC",,,,,,"211 S St, NW",,Washington,DC,20001,,,2024-12-23,7500.00,,Non-Contribution Account: Consultant - Fundraising/Management,,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.6294,,,ORG,"Rolla Group, LLC",,,,,,"211 S St, NW",,Washington,DC,20001,,,2024-12-30,55653.99,,Non-Contribution Account: Reimbursement (Vendors that aggregate over $200 listed below),,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.6294.0,SB29.6294,SB29,ORG,District Winery,,,,,,385 Water St SE,,Washington,DC,20003,,,2024-12-30,55653.99,,Event Space & Catering,,,,,,,,,,,,,,,,,,,X,
