form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00867937,SB22.1030697,,,PTY,ALABAMA REPUBLICAN PARTY,,,,,,3505 LORNA ROAD,,HOOVER,AL,35216,,,2024-10-17,88357.50,,TRANSFER OF NET PROCEEDS,,C00044776
SB22,C00867937,SB22.1032935,,,PTY,ALABAMA REPUBLICAN PARTY,,,,,,3505 LORNA ROAD,,HOOVER,AL,35216,,,2024-10-24,143190.00,,TRANSFER OF NET PROCEEDS,,C00044776
SB22,C00867937,SB22.1037655,,,PTY,ALABAMA REPUBLICAN PARTY,,,,,,3505 LORNA ROAD,,HOOVER,AL,35216,,,2024-11-08,101188.39,,TRANSFER OF NET PROCEEDS,,C00044776
SB22,C00867937,SB22.1030695,,,PTY,ALASKA REPUBLICAN PARTY,,,,,,PO BOX 201049,,ANCHORAGE,AK,99520,,,2024-10-17,350100.00,,TRANSFER OF NET PROCEEDS,,C00253260
SB22,C00867937,SB22.1030694,,,PTY,CALIFORNIA REPUBLICAN PARTY FEDERAL ACCT,,,,,,1001 K ST. FLOOR 4,,SACRAMENTO,CA,95814,,,2024-10-17,99000.00,,TRANSFER OF NET PROCEEDS,,C00140590
SB22,C00867937,SB22.1037826,,,PTY,COLORADO REPUBLICAN COMMITTEE,,,,,,5950 S WILLOW DRIVE,SUITE 210,GREENWOOD VILLAGE,CO,80111,,,2024-11-14,589102.23,,TRANSFER OF NET PROCEEDS,,C00033134
SB22,C00867937,SB22.1030658,,,PTY,"CONNECTICUT REPUBLICAN STATE CENTRAL COMMITTEE, INC.",,,,,,98 WASHINGTON ST,STE 203,MIDDLETOWN,CT,64572,,,2024-10-17,128970.00,,TRANSFER OF NET PROCEEDS,,C00023838
SB22,C00867937,SB22.1037810,,,PTY,"CONNECTICUT REPUBLICAN STATE CENTRAL COMMITTEE, INC.",,,,,,98 WASHINGTON ST,STE 203,MIDDLETOWN,CT,64572,,,2024-11-14,262504.24,,TRANSFER OF NET PROCEEDS,,C00023838
SB22,C00867937,SB22.1030659,,,PTY,DC REPUBLICAN PARTY FEDERAL ACCOUNT,,,,,,P.O. BOX 75153,,WASHINGTON,DC,20013,,,2024-10-17,161010.00,,TRANSFER OF NET PROCEEDS,,C00191288
SB22,C00867937,SB22.1037811,,,PTY,DC REPUBLICAN PARTY FEDERAL ACCOUNT,,,,,,P.O. BOX 75153,,WASHINGTON,DC,20013,,,2024-11-14,226925.14,,TRANSFER OF NET PROCEEDS,,C00191288
SB22,C00867937,SB22.1034293,,,CCM,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",,,,,,P.O. BOX 509,,ARLINGTON,VA,22216,G2024,,2024-10-30,1196772.51,,TRANSFER OF NET PROCEEDS,,C00828541,,P80001571,TRUMP,DONALD,J.,,,P,,00,,,,,,
SB22,C00867937,SB22.1030660,,,PTY,"GEORGIA REPUBLICAN PARTY, INC.",,,,,,P.O. BOX 550008,,ATLANTA,GA,30355,,,2024-10-17,161370.00,,TRANSFER OF NET PROCEEDS,,C00150672
SB22,C00867937,SB22.1037812,,,PTY,"GEORGIA REPUBLICAN PARTY, INC.",,,,,,P.O. BOX 550008,,ATLANTA,GA,30355,,,2024-11-14,233487.88,,TRANSFER OF NET PROCEEDS,,C00150672
SB22,C00867937,SB22.1030698,,,PTY,IDAHO REPUBLICAN PARTY,,,,,,P.O. BOX 2267,,BOISE,ID,83701,,,2024-10-17,419490.00,,TRANSFER OF NET PROCEEDS,,C00170175
SB22,C00867937,SB22.1030676,,,PTY,ILLINOIS REPUBLICAN PARTY - FEDERAL,,,,,,PO BOX 64897,,CHICAGO,IL,60664,,,2024-10-17,110700.00,,TRANSFER OF NET PROCEEDS,,C00005926
SB22,C00867937,SB22.1037656,,,PTY,ILLINOIS REPUBLICAN PARTY - FEDERAL,,,,,,PO BOX 64897,,CHICAGO,IL,60664,,,2024-11-08,143103.14,,TRANSFER OF NET PROCEEDS,,C00005926
SB22,C00867937,SB22.1030681,,,PTY,"INDIANA REPUBLICAN STATE COMMITTEE, INC.",,,,,,101 WEST OHIO STREET,SUITE 2200,INDIANAPOLIS,IN,46204,,,2024-10-17,108000.00,,TRANSFER OF NET PROCEEDS,,C00006486
SB22,C00867937,SB22.1037813,,,PTY,"INDIANA REPUBLICAN STATE COMMITTEE, INC.",,,,,,101 WEST OHIO STREET,SUITE 2200,INDIANAPOLIS,IN,46204,,,2024-11-14,160235.40,,TRANSFER OF NET PROCEEDS,,C00006486
SB22,C00867937,SB22.1030691,,,PTY,KANSAS REPUBLICAN PARTY,,,,,,PO BOX 14004,,LENEXA,KS,66285,,,2024-10-17,99000.00,,TRANSFER OF NET PROCEEDS,,C00004606
