form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00432260,SB21B.21043,,,ORG,Authorize.NET,,,,,,808 East Utah Valley Dr.,,American Fork,UT,84003,,,2024-06-04,149.90,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21077,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-06-04,-32.20,,pull from advance for I.E.Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.18198,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-06-07,-32.20,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21063,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-06-07,-32.20,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21064,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-06-07,-32.20,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21072,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-06-07,-32.20,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21076,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-06-07,-32.20,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21085,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-06-07,-32.20,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21089,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-06-07,-32.20,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21059,,,ORG,"FatLab, LLC",,,,,,1732 1st Ave.,#24150,New York,NY,10128,,,2024-06-30,390.00,,website maintenance,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21044,,,ORG,FedEx,,,,,,PO Box 371461,,Pittsburgh,PA,152507461,,,2024-06-11,240.07,,express mail,,,,,,,,,,,,,,,,,,,,
