form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00839191,500214510,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-05-29,124.24,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00839191,500214511,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-05-31,42.81,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00839191,500214512,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-06-05,29.45,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00839191,500214513,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-06-12,89.30,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00839191,500200745,,,ORG,"Network NOVA, LLC",,,,,,7920 Jones Branch Dr,,Mc Lean,VA,221023302,,,2023-06-30,4347.88,0.00,Non-Contribution Account: Catering and Printing,,,,,,,,,,,,,,,,,,,,
SB29,C00839191,500200675,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2023-06-09,25.42,0.00,Non-Contribution Account: Event Supplies,,,,,,,,,,,,,,,,,,,,
SB29,C00839191,500200676,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2023-06-13,254.20,0.00,Non-Contribution Account: Event Supplies,,,,,,,,,,,,,,,,,,,,
SB29,C00839191,500200747,,,ORG,MBA Consulting Group,,,,,,PO Box 15845,,Washington,DC,200030845,,,2023-06-29,750.00,0.00,Non-Contribution Account: Compliance Services,,,,,,,,,,,,,,,,,,,,
SB29,C00839191,500200677,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2023-06-15,150.75,0.00,Non-Contribution Account: Event Supplies,,,,,,,,,,,,,,,,,,,,
SB29,C00839191,500200697,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2023-06-26,40.68,0.00,Non-Contribution Account: Event Supplies,,,,,,,,,,,,,,,,,,,,
SB29,C00839191,500200678,,,ORG,"Network NOVA, LLC",,,,,,7920 Jones Branch Dr,,Mc Lean,VA,221023302,,,2023-06-16,11000.00,0.00,Non-Contribution Account: Lodging and Venue Rental,,,,,,,,,,,,,,,,,,,,
SB29,C00839191,500214509,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-05-22,78.01,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00839191,500200679,,,ORG,"Network NOVA, LLC",,,,,,7920 Jones Branch Dr,,Mc Lean,VA,221023302,,,2023-06-16,8960.63,0.00,Non-Contribution Account: Equipment Rental,,,,,,,,,,,,,,,,,,,,
