form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00684530,500190446,,,ORG,Blueprint Interactive,,,,,,1730 Rhode Island Ave NW,Ste 1014,Washington,DC,200363112,,,2024-09-04,310000.00,0.00,Advance Payment for IE Digital Ads,,,,,,,,,,,,,,,,,,,,
SB21B,C00684530,500190453,,,ORG,"Hustle, Inc.",,,,,,548 Market St,Pmb 19,San Francisco,CA,941045401,,,2024-09-17,375.15,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00684530,500189905,,,ORG,"Lebin Yates Consulting, LLC",,,,,,PO Box 41112,,Austin,TX,787040019,,,2024-07-02,249.90,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00684530,500189906,,,ORG,"Lebin Yates Consulting, LLC",,,,,,PO Box 41112,,Austin,TX,787040019,,,2024-08-06,675.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00684530,500190448,,,ORG,"Lebin Yates Consulting, LLC",,,,,,PO Box 41112,,Austin,TX,787040019,,,2024-09-10,75.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00684530,500189904,,,ORG,Petersen Professionals PC,,,,,,4915 W 35th St,,Minneapolis,MN,554162643,,,2024-07-02,150.00,0.00,Accounting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00684530,500189907,,,ORG,Petersen Professionals PC,,,,,,4915 W 35th St,,Minneapolis,MN,554162643,,,2024-08-06,345.00,0.00,Accounting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00684530,500190450,,,ORG,Petersen Professionals PC,,,,,,4915 W 35th St,,Minneapolis,MN,554162643,,,2024-09-10,195.00,0.00,Accounting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00684530,500190452,,,ORG,"Pivot Group, Inc.",,,,,,1100 15th St NW,Fl 4,Washington,DC,200051707,,,2024-09-13,2070.00,0.00,"Shipping, Non-IE",,,,,,,,,,,,,,,,,,,,
SB21B,C00684530,500190456,,,ORG,Planned Parenthood MN ND SD Action Fund,,,,,,671 Vandalia St,,Saint Paul,MN,551141312,,,2024-07-30,13901.21,0.00,"Admin Expenses, Occupancy",,,,,,,,,,,,,,,,,,,,
SB21B,C00684530,500189911,,,ORG,Planned Parenthood MN ND SD Action Fund,,,,,,671 Vandalia St,,Saint Paul,MN,551141312,,,2024-08-13,1311.24,0.00,Admin Staff Time,,,,,,,,,,,,,,,,,,,,
SB21B,C00684530,500190444,,,ORG,Planned Parenthood MN ND SD Action Fund,,,,,,671 Vandalia St,,Saint Paul,MN,551141312,,,2024-09-03,13802.12,0.00,"Admin Expenses, Occupancy",,,,,,,,,,,,,,,,,,,,
SB21B,C00684530,500190454,,,ORG,Planned Parenthood MN ND SD Action Fund,,,,,,671 Vandalia St,,Saint Paul,MN,551141312,,,2024-09-24,30312.59,0.00,"Admin Expenses, Occupancy",,,,,,,,,,,,,,,,,,,,
SB21B,C00684530,27847859I,27847859,SA11C,PAC,Planned Parenthood Votes,,,,,,123 William St,,New York,NY,100383804,,,2024-08-31,4318.39,0.00,Staff Time,,C00489799,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00684530,27981225I,27981225,SA11C,PAC,Planned Parenthood Votes,,,,,,123 William St,,New York,NY,100383804,,,2024-09-20,106.77,0.00,Research,,C00489799,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00684530,27981234I,27981234,SA11C,PAC,Planned Parenthood Votes,,,,,,123 William St,,New York,NY,100383804,,,2024-09-30,2056.49,0.00,Staff Time,,C00489799,,,,,,,,,,,,,,,,,,* In-Kind Received
