form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00876409,SB23.7,,,PAC,HEARTLAND RESURGENCE,,,,,,PO BOX 627,,CHESTERFIELD,MO,63006,,,2024-07-25,100000.00,,CONTRIBUTION,,C00544551,,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.13,,,PAC,"MORE JOBS, LESS GOVERNMENT",,,,,,138 CONANT STREET STE 401,,BEVERLY,MA,,,,2024-08-20,500000.00,,CONTRIBUTION,,C00693838,,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.14,,,PAC,REPUBLICAN LEADERSHIP FUND INC.,,,,,,611 PENNSYLVANIA AVE SE,STE 267,WASHINGTON,DC,20003,,,2024-08-20,500000.00,,CONTRIBUTION,,C00838169,,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.3,,,PAC,FIX WASHINGTON PAC,,,,,,421 OFFICE PARK DR,,MOUNTAIN BROOK,AL,35223,,,2024-08-30,250000.00,,CONTRIBUTION,,C00870592,,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.5,,,PAC,"GLCF, INC.",,,,,,PO BOX 218,,PORTAGE,MI,49024,,,2024-08-30,250000.00,,CONTRIBUTION,,C00853861,,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.8,,,PAC,HEARTLAND RESURGENCE,,,,,,PO BOX 627,,CHESTERFIELD,MO,63006,,,2024-09-04,150000.00,,CONTRIBUTION,,C00544551,,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.4,,,PAC,FIX WASHINGTON PAC,,,,,,421 OFFICE PARK DR,,MOUNTAIN BROOK,AL,35223,,,2024-09-11,250000.00,,CONTRIBUTION,,C00870592,,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.9,,,PAC,HEARTLAND RESURGENCE,,,,,,PO BOX 627,,CHESTERFIELD,MO,63006,,,2024-09-18,100000.00,,CONTRIBUTION,,C00544551,,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.15,,,PAC,TRUTH AND COURAGE PAC,,,,,,P.O. BOX 341027,,AUSTIN,TX,78734,,,2024-09-18,250000.00,,CONTRIBUTION,,C00796045,,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.1,,,PAC,AMERICAN LEADERSHIP PAC,,,,,,824 S MILLEDGE AVE STE 101,,ATHENS,GA,30605,,,2024-09-20,150000.00,,CONTRIBUTION,,C00824292,,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.6,,,PAC,"GLCF, INC.",,,,,,PO BOX 218,,PORTAGE,MI,49024,,,2024-09-23,500000.00,,CONTRIBUTION,,C00853861,,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.2,,,PAC,BUCKEYE VALUES PAC,,,,,,11811 SHAKER BLVD,SUITE 204 PMB 366,CLEVELAND,OH,44120,,,2024-09-30,250000.00,,CONTRIBUTION,,C00834630,,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.10,,,PAC,HEARTLAND RESURGENCE,,,,,,PO BOX 627,,CHESTERFIELD,MO,63006,,,2024-09-30,400000.00,,CONTRIBUTION,,C00544551,,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.11,,,PAC,KEYSTONE RENEWAL PAC,,,,,,6375 PENN AVE STE B,#1093,PITTSBURGH,PA,15206,,,2024-09-30,250000.00,,CONTRIBUTION,,C00849489,,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.12,,,PAC,MARYLAND'S FUTURE,,,,,,2631 HOUSLEY RD,#1253,ANNAPOLIS,MD,21401,,,2024-09-30,500000.00,,CONTRIBUTION,,C00870030,,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.16,,,PAC,TRUTH AND COURAGE PAC,,,,,,P.O. BOX 341027,,AUSTIN,TX,78734,,,2024-09-30,300000.00,,CONTRIBUTION,,C00796045,,,,,,,,,,,  ,,,,,,,
