form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00865444,500171199,,,ORG,AL Media LLC,,,,,,222 W Ontario St,Ste 600,Chicago,IL,606543655,G2024,,2024-08-12,18507.00,0.00,Digital Media Production Costs,,,,,,,,,,,,,,,,,,,,
SB21B,C00865444,500171193,,,ORG,AL Media LLC,,,,,,222 W Ontario St,Ste 600,Chicago,IL,606543655,G2024,,2024-08-30,381947.00,0.00,Digital Media Buy,,,,,,,,,,,,,,,,,,,,
SB21B,C00865444,500171190,,,ORG,Alignco LLC,,,,,,3907 Northampton St NW,,Washington,DC,200152950,G2024,,2024-08-01,-9975.00,0.00,"See Schedule E, Digital Media Production Costs",,,,,,,,,,,,,,,,,,,,
SB21B,C00865444,500171229,,,ORG,Alignco LLC,,,,,,3907 Northampton St NW,,Washington,DC,200152950,G2024,,2024-08-06,33875.00,0.00,Media Production Costs,,,,,,,,,,,,,,,,,,,,
SB21B,C00865444,500171197,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,G2024,,2024-08-29,1085.25,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00865444,500171118,,,ORG,C Plus K LLC,,,,,,1640 Rhode Island Ave NW,Ste 600,Washington,DC,200363229,G2024,,2024-08-01,-1300000.00,0.00,"See Schedule E, Digital Media Buy",,,,,,,,,,,,,,,,,,,,
SB21B,C00865444,500171119,,,ORG,C Plus K LLC,,,,,,1640 Rhode Island Ave NW,Ste 600,Washington,DC,200363229,G2024,,2024-08-01,-7202.37,0.00,"See Schedule E, Digital Media Production Costs",,,,,,,,,,,,,,,,,,,,
SB21B,C00865444,500171233,,,ORG,C Plus K LLC,,,,,,1640 Rhode Island Ave NW,Ste 600,Washington,DC,200363229,G2024,,2024-08-30,1000000.00,0.00,Digital Media Buy,,,,,,,,,,,,,,,,,,,,
SB21B,C00865444,500171230,,,ORG,Dixon/Davis Media Group LLC,,,,,,1028 33rd St NW,Ste 300,Washington,DC,200073571,G2024,,2024-08-09,97659.00,0.00,Media Production Costs,,,,,,,,,,,,,,,,,,,,
SB21B,C00865444,500171232,,,ORG,Gambit Strategies,,,,,,2939 Van Ness St NW,Apt 1006,Washington,DC,200084605,G2024,,2024-08-28,21936.00,0.00,Digital Media Production Costs,,,,,,,,,,,,,,,,,,,,
SB21B,C00865444,500171194,,,ORG,Gambit Strategies,,,,,,2939 Van Ness St NW,Apt 1006,Washington,DC,200084605,G2024,,2024-08-30,1072915.44,0.00,Digital Media Buy,,,,,,,,,,,,,,,,,,,,
