form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00819888,B-196300,,,ORG,INTEGRATED SOLUTIONS: POLITICAL,,,,,,4142 ADAMS AVENUE,SUITE 103-550,SAN DIEGO,CA,92116,,,2024-07-02,150.00,,SOFTWARE & SUPPORT,,,,,,,,,,,,,,,,,,,,
SB21B,C00819888,B-196496,,,ORG,GOBER GROUP,,,,,,PO BOX 341016,,AUSTIN,TX,78734,,,2024-07-18,9950.00,,LEGAL CONSUSLTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00819888,B-196497,,,ORG,GOBER GROUP,,,,,,PO BOX 341016,,AUSTIN,TX,78734,,,2024-07-18,90.00,,LEGAL CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00819888,B-196313,,,ORG,IN COMPLIANCE INC.,,,,,,PO BOX 751271,,LAS VEGAS,NV,89136,,,2024-07-18,1500.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00819888,B-196424,,,ORG,SECURITY PUBLIC STORAGE,,,,,,506 EL RANCHO DR,,SPARKS,NV,894314136,,,2024-07-18,185.00,,RENT,,,,,,,,,,,,,,,,,,,,
SB21B,C00819888,B-196408,,,ORG,INTEGRATED SOLUTIONS: POLITICAL,,,,,,4142 ADAMS AVENUE,SUITE 103-550,SAN DIEGO,CA,92116,,,2024-08-02,150.00,,SOFTWARE & SUPPORT,,,,,,,,,,,,,,,,,,,,
SB21B,C00819888,B-196422,,,ORG,SECURITY PUBLIC STORAGE,,,,,,506 EL RANCHO DR,,SPARKS,NV,894314136,,,2024-08-19,12.99,,RENT,,,,,,,,,,,,,,,,,,,,
SB21B,C00819888,B-196423,,,ORG,SECURITY PUBLIC STORAGE,,,,,,506 EL RANCHO DR,,SPARKS,NV,894314136,,,2024-08-19,185.00,,RENT,,,,,,,,,,,,,,,,,,,,
SB21B,C00819888,B-196407,,,ORG,INTEGRATED SOLUTIONS: POLITICAL,,,,,,4142 ADAMS AVENUE,SUITE 103-550,SAN DIEGO,CA,92116,,,2024-09-04,150.00,,SOFTWARE & SUPPORT,,,,,,,,,,,,,,,,,,,,
SB21B,C00819888,B-196406,,,PAC,"TRUMP 47 COMMITTEE, INC.",,,,,,PO BOX 15472,,WASHINGTON,VA,20003,,,2024-09-11,15000.00,,MEETING REGISTRATION FEES,,,"TRUMP 47 COMMITTEE, INC.",,,,,,,,,,,,,,,,,
SB21B,C00819888,B-196421,,,ORG,SECURITY PUBLIC STORAGE,,,,,,506 EL RANCHO DR,,SPARKS,NV,894314136,,,2024-09-18,185.00,,RENT,,,,,,,,,,,,,,,,,,,,
SB21B,C00819888,B-196425,,,ORG,IN COMPLIANCE INC.,,,,,,PO BOX 751271,,LAS VEGAS,NV,89136,,,2024-09-26,2000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00819888,B-196426,,,ORG,IN COMPLIANCE INC.,,,,,,PO BOX 751271,,LAS VEGAS,NV,89136,,,2024-09-26,95.59,,OFFICE SUPPLIES,,,,,,,,,,,,,,,,,,,,
