form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00876409,SB23.1,,,PAC,AMERICAN LEADERSHIP PAC,,,,,,824 S MILLEDGE AVE STE 101,,ATHENS,GA,30605,,,2024-05-29,150000.00,,CONTRIBUTION,,C00824292,AMERICAN LEADERSHIP PAC,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.11,,,PAC,REPUBLICAN LEADERSHIP FUND INC.,,,,,,611 PENNSYLVANIA AVE SE,STE 267,WASHINGTON,DC,20003,,,2024-05-29,250000.00,,CONTRIBUTION,,C00838169,REPUBLICAN LEADERSHIP FUND INC.,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.2,,,PAC,BUCKEYE VALUES PAC,,,,,,11811 SHAKER BLVD,SUITE 204 PMB 366,CLEVELAND,OH,44120,,,2024-06-06,250000.00,,CONTRIBUTION,,C00834630,BUCKEYE VALUES PAC,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.6,,,PAC,KEYSTONE RENEWAL PAC,,,,,,6375 PENN AVE STE B,#1093,PITTSBURGH,PA,15206,,,2024-06-06,250000.00,,CONTRIBUTION,,C00849489,KEYSTONE RENEWAL PAC,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.9,,,PAC,"MORE JOBS, LESS GOVERNMENT",,,,,,138 CONANT STREET STE 401,,BEVERLY,MA,,,,2024-06-06,250000.00,,CONTRIBUTION,,C00693838,"MORE JOBS, LESS GOVERNMENT",,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.13,,,PAC,TRUTH AND COURAGE PAC,,,,,,P.O. BOX 341027,,AUSTIN,TX,78734,,,2024-06-07,250000.00,,CONTRIBUTION,,C00796045,TRUTH AND COURAGE PAC,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.4,,,PAC,CONSERVATIVE VALUES FOR UTAH,,,,,,3556 S 5600 W,,SALT LAKE CITY,UT,84120,,,2024-06-26,150000.00,,CONTRIBUTION,,C00855064,CONSERVATIVE VALUES FOR UTAH,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.3,,,PAC,BUCKEYE VALUES PAC,,,,,,11811 SHAKER BLVD,SUITE 204 PMB 366,CLEVELAND,OH,44120,,,2024-06-28,250000.00,,CONTRIBUTION,,C00834630,BUCKEYE VALUES PAC,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.5,,,PAC,"GLCF, INC.",,,,,,PO BOX 218,,PORTAGE,MI,49024,,,2024-06-28,250000.00,,CONTRIBUTION,,C00853861,"GLCF, INC.",,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.7,,,PAC,KEYSTONE RENEWAL PAC,,,,,,6375 PENN AVE STE B,#1093,PITTSBURGH,PA,15206,,,2024-06-28,250000.00,,CONTRIBUTION,,C00849489,KEYSTONE RENEWAL PAC,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.8,,,PAC,MARYLAND'S FUTURE,,,,,,2631 HOUSLEY RD,#1253,ANNAPOLIS,MD,21401,,,2024-06-28,250000.00,,CONTRIBUTION,,C00870030,MARYLAND'S FUTURE,,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.10,,,PAC,"MORE JOBS, LESS GOVERNMENT",,,,,,138 CONANT STREET STE 401,,BEVERLY,MA,,,,2024-06-28,250000.00,,CONTRIBUTION,,C00693838,"MORE JOBS, LESS GOVERNMENT",,,,,,,,,,  ,,,,,,,
SB23,C00876409,SB23.12,,,PAC,REPUBLICAN LEADERSHIP FUND INC.,,,,,,611 PENNSYLVANIA AVE SE,STE 267,WASHINGTON,DC,20003,,,2024-06-28,250000.00,,CONTRIBUTION,,C00838169,REPUBLICAN LEADERSHIP FUND INC.,,,,,,,,,,  ,,,,,,,
