form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00570416,BF6B91D8B4A4347C7BAA,,,ORG,AMERICAN DATA,,,,,,44679 ENDICOTT DRIVE,,ASHBURN,VA,201475567,,,2024-03-13,7995.46,,DIRECT MAIL,,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,BCE488C4B99AB4278AE7,,,ORG,AMERICAN DATA,,,,,,44679 ENDICOTT DRIVE,,ASHBURN,VA,201475567,,,2024-03-22,1500.00,,DIRECT MAIL,,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B41B9D2B1C3964F3E9BF,,,ORG,"AXCAPITAL, LLC",,,,,,800 W 47TH ST,STE 200,KANSAS CITY,MO,641121244,,,2024-01-05,700.00,,COMPLIANCE CONSULTING,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,BBF10096C5AC94987A6B,,,ORG,"AXCAPITAL, LLC",,,,,,800 W 47TH ST,STE 200,KANSAS CITY,MO,641121244,,,2024-02-15,350.00,,COMPLIANCE CONSULTING,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B1A4051CAC2A2484986C,,,ORG,DOLLAR A DAY WEBSITES & MARKETING,,,,,,112 CANNON RIDGE DR,,BRANDON,MS,390422831,,,2024-01-23,787.99,,WEBSITE,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B7B71C52D999C40DCB45,,,ORG,DOMINION DATA GROUP LLC,,,,,,12 HILSIDE AVENUE,,HARRISONBURG,VA,22801,,,2024-03-13,4148.50,,,,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B0CC1FCBC9C0A4E29AD1,,,ORG,HOSTGATOR.COM,,,,,,2500 RIDGEPOINT DRIVE,,AUSTIN,TX,787545250,,,2024-03-07,263.88,,WEBSITE,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B85387F664B8F44A4919,,,ORG,JMK VICTORY,,,,,,1310 TYLER STREET,,RIVERSIDE,CA,92503,,,2024-03-22,1455.86,,DIRECT MAIL,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B3C60F7EF96C84AD88A4,,,ORG,JMK VICTORY,,,,,,1310 TYLER STREET,,RIVERSIDE,CA,92503,,,2024-03-22,3700.00,,DIRECT MAIL,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B14FD7CDD7165450F9CB,,,ORG,JMK VICTORY,,,,,,1310 TYLER STREET,,RIVERSIDE,CA,92503,,,2024-03-22,754.97,,DIRECT MAIL,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,BEF184D38A3D54D2EBF8,,,ORG,JMK VICTORY,,,,,,1310 TYLER STREET,,RIVERSIDE,CA,92503,,,2024-03-22,755.28,,DIRECT MAIL,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B1EA40BA577DB42F984A,,,IND,,MANESS,ROBERT,,,,PO BOX 53,,MADISONVILLE,LA,704470053,,,2024-03-29,1321.03,,MILEAGE,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B8BAA43BE9A354E0C85E,,,ORG,MBI DIRECT MAIL INC.,,,,,,710 W NEW HAMPSHIRE AVE,,DELAND,FL,327207231,,,2024-03-15,1092.77,,DIRECT MAIL,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B65C69199E49B49CC8B5,,,ORG,MBI DIRECT MAIL INC.,,,,,,710 W NEW HAMPSHIRE AVE,,DELAND,FL,327207231,,,2024-03-21,1658.50,,DIRECT MAIL,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B709CB2EC2CE14A36B8D,,,ORG,PLANET DIRECT,,,,,,11050 CHALLENGER CT,,MANASSAS,VA,201094865,,,2024-03-07,50058.67,,DIRECT MAIL,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,BD6F2B03527E84BFA948,,,ORG,PLANET DIRECT,,,,,,11050 CHALLENGER CT,,MANASSAS,VA,201094865,,,2024-03-13,37200.00,,DIRECT MAIL,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B7D955AEBCCA24401B45,,,ORG,PLANET DIRECT,,,,,,11050 CHALLENGER CT,,MANASSAS,VA,201094865,,,2024-03-13,588.64,,DIRECT MAIL,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B4D5BE2FCE64140C3B43,,,ORG,PLANET DIRECT,,,,,,11050 CHALLENGER CT,,MANASSAS,VA,201094865,,,2024-03-22,58975.00,,DIRECT MAIL,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B2577492E7B014A1EA67,,,ORG,PRESSWIRE,,,,,,1025 CONNECTICUT AVE NW,,WASHINGTON,DC,200365405,,,2024-01-05,999.00,,EMAILS,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,BEA7D0D5D404146E3B58,,,ORG,SQUARESPACE,,,,,,8 CLARKSON ST,,NEW YORK,NY,100144301,,,2024-02-12,276.00,,WEBSITE,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,BD9DAB97E9D0641EA91A,,,ORG,STRIPE,,,,,,3180 18TH STREET,,SAN FRANCISCO,CA,94110,,,2024-03-13,15.00,,CREDIT CARD FEES,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B6C46245E473D42A2B71,,,ORG,STRIPE,,,,,,3180 18TH STREET,,SAN FRANCISCO,CA,94110,,,2024-03-16,4.96,,CREDIT CARD FEES,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B0A1EB6B984114DE09CB,,,ORG,STRIPE,,,,,,3180 18TH STREET,,SAN FRANCISCO,CA,94110,,,2024-03-22,6.22,,CREDIT CARD FEES,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B4C83FA24CF994B168E5,,,ORG,STRIPE,,,,,,3180 18TH STREET,,SAN FRANCISCO,CA,94110,,,2024-03-26,39.88,,CREDIT CARD FEES,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B00E03376FC1B4549A51,,,ORG,STRIPE,,,,,,3180 18TH STREET,,SAN FRANCISCO,CA,94110,,,2024-03-27,2.77,,CREDIT CARD FEES,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B15520AF48FF04A908D2,,,ORG,STRIPE,,,,,,3180 18TH STREET,,SAN FRANCISCO,CA,94110,,,2024-03-27,42.14,,CREDIT CARD FEES,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,BA41B243CD1E04DA1A1B,,,ORG,STRIPE,,,,,,3180 18TH STREET,,SAN FRANCISCO,CA,94110,,,2024-03-29,4.04,,CREDIT CARD FEES,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B70BA4FF4E97E48258A2,,,ORG,VISTAPRINT,,,,,,1004 PARKVIEW AVE,,MCDONALD,OH,44437,,,2024-03-01,164.76,,PRINTING,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,BD63EFC7FEE9C4C4FA48,,,ORG,VISTAPRINT,,,,,,1004 PARKVIEW AVE,,MCDONALD,OH,44437,,,2024-03-01,303.87,,PRINTING,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B59A6BEBD52BD4469BD9,,,ORG,VISTAPRINT,,,,,,1004 PARKVIEW AVE,,MCDONALD,OH,44437,,,2024-03-01,800.72,,PRINTING,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,BA4DF5714727F4807A55,,,ORG,VISTAPRINT,,,,,,1004 PARKVIEW AVE,,MCDONALD,OH,44437,,,2024-03-01,79.59,,PRINTING,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00570416,B0E261B9006204FA3A4C,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,,ARLINGTON,VA,222092515,,,2024-03-01,99.00,,CREDIT CARD FEES,001,,,,,,,,,,,,,,,,,,,,
