form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00493304,23260107,,,PAC,Building America's Republican Representation PAC,,,,,,824 S Milledge Ave,Ste 101,Athens,GA,306051332,,,2024-12-19,1000.00,0.00,Direct Contribution,011,C00572271,,,,,,,,,,,,,,,,,,Direct Contribution
SB23,C00493304,23260108,,,PAC,A New Nation PAC,,,,,,PO Box 3535,,Ballwin,MO,63022,,,2024-12-18,1000.00,0.00,Direct Contribution,011,C00531764,,,,,,,,,,,,,,,,,,Direct Contribution
SB23,C00493304,23260109,,,PAC,Upper Hand Fund,,,,,,PO Box 2485,,Springfield,VA,22152,,,2024-12-18,1000.00,0.00,Direct Contribution,011,C00503151,,,,,,,,,,,,,,,,,,Direct Contribution
SB23,C00493304,23260110,,,PAC,Alabama First PAC,,,,,,PO Box 3723,,Montgomery,AL,36109,,,2024-12-18,1500.00,0.00,Direct Contribution,011,C00821058,,,,,,,,,,,,,,,,,,Direct Contribution
SB23,C00493304,23260111,,,PAC,Forward Together PAC,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,22314,,,2024-12-19,1000.00,0.00,Direct Contribution,011,C00412791,,,,,,,,,,,,,,,,,,Direct Contribution
SB23,C00493304,23260112,,,PAC,Velvet Hammer PAC,,,,,,P.O. Box 14362,,Saint Paul,MN,55114,,,2024-12-19,1000.00,0.00,Direct Contribution,011,C00692111,,,,,,,,,,,,,,,,,,Direct Contribution
SB23,C00493304,23260113,,,PAC,Granite Values PAC,,,,,,105 N State Street,,Concord,NH,03301,,,2024-12-18,1000.00,0.00,Direct Contribution,011,C00629311,,,,,,,,,,,,,,,,,,Direct Contribution
SB23,C00493304,23260114,,,PAC,Fostering Progress PAC,,,,,,PO Box 9104,,Aurora,IL,60598,,,2024-12-18,1000.00,0.00,Direct Contribution,011,C00571943,,,,,,,,,,,,,,,,,,Direct Contribution
SB23,C00493304,23260115,,,PAC,Blue Hen Federal PAC,,,,,,600 Pennsylvania Ave SE,#15180,Washington,DC,20003,,,2024-12-19,1000.00,0.00,Direct Contribution,011,C00493700,,,,,,,,,,,,,,,,,,Direct Contribution
SB23,C00493304,23260116,,,PAC,Motor City PAC,,,,,,611 Pennsylvania Ave SE,Suite 143,Washington,DC,20003,,,2024-12-18,1000.00,0.00,Direct Contribution,011,C00507574,,,,,,,,,,,,,,,,,,Direct Contribution
