form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00720029,500364760,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-03,8.71,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364761,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-10,16.20,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364762,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-17,23.78,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364763,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-24,21.11,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364764,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-31,21.96,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364765,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-08-01,2.18,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364766,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-08-07,16.60,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364767,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-08-14,77.08,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364768,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-08-21,24.11,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364769,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-08-28,22.75,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364770,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-09-01,6.73,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364771,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-09-05,10.10,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364772,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-09-11,16.79,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364773,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-09-18,31.31,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364774,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-09-25,15.37,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364775,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-10-02,2.97,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364776,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-10-02,33.63,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364777,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-10-10,103.31,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364778,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-10-30,20.57,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364779,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-11-01,3.17,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364780,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-11-06,17.98,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364781,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-11-13,15.24,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364782,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-11-20,35.27,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364783,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-11-27,18.13,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364784,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-01,10.10,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364785,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-04,16.03,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364786,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-11,44.25,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364787,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-18,256.64,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364788,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-26,366.75,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500365924,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-31,309.79,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364789,,,ORG,Beaver Legal Corpration,,,,,,220 S Pine St,Ste 210,Sisters,OR,977591679,,,2023-09-29,3808.35,0.00,Legal & Treasury Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364790,,,ORG,Beaver Legal Corpration,,,,,,220 S Pine St,Ste 210,Sisters,OR,977591679,,,2023-12-29,2120.00,0.00,Legal & Treasury Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364791,,,ORG,Intuit Inc,,,,,,2700 Coast Ave,,Mountain View,CA,940431140,,,2023-07-17,85.00,0.00,Software Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364792,,,ORG,Intuit Inc,,,,,,2700 Coast Ave,,Mountain View,CA,940431140,,,2023-08-16,90.00,0.00,Software Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364793,,,ORG,Intuit Inc,,,,,,2700 Coast Ave,,Mountain View,CA,940431140,,,2023-09-18,90.00,0.00,Software Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364794,,,ORG,Intuit Inc,,,,,,2700 Coast Ave,,Mountain View,CA,940431140,,,2023-10-16,90.00,0.00,Software Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364795,,,ORG,Intuit Inc,,,,,,2700 Coast Ave,,Mountain View,CA,940431140,,,2023-11-16,90.00,0.00,Software Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364796,,,ORG,Intuit Inc,,,,,,2700 Coast Ave,,Mountain View,CA,940431140,,,2023-12-18,90.00,0.00,Software Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364800,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2023-07-10,7820.00,0.00,PAC Office Space Rent,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364801,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2023-07-10,198.20,0.00,PAC Office Supplies - No memo itemization,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364797,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2023-08-04,3372.86,0.00,PAC Staff Salary,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500364798,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2023-08-04,337.29,0.00,PAC Professional Administrative Fee,,,,,,,,,,,,,,,,,,,,
