form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00649574,SB21B.7230,,,ORG,Anedot,,,,,,PO Box 84314,,Baton Rouge,LA,70884,,,2023-10-20,70.60,,Online Processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00649574,SB21B.7231,,,ORG,Anedot,,,,,,PO Box 84314,,Baton Rouge,LA,70884,,,2023-12-05,180.60,,Online Processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00649574,SB21B.7232,,,ORG,Anedot,,,,,,PO Box 84314,,Baton Rouge,LA,70884,,,2023-12-31,593.20,,Online Processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00649574,SB21B.7233,,,ORG,Capitol Tax Partners,,,,,,101 Constitution Ave NW,#675E,Washington,DC,20001,,,2023-12-08,250.00,,Event Site Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00649574,SB21B.7234,,,ORG,Charlie Palmer Steakhouse,,,,,,"101 Constitution Ave., NW",,Washington,DC,20001,,,2023-11-13,350.00,,Event Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00649574,SB21B.7235,,,ORG,Charlie Palmer Steakhouse,,,,,,"101 Constitution Ave., NW",,Washington,DC,20001,,,2023-11-15,350.00,,Event Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00649574,SB21B.7236,,,ORG,Charlie Palmer Steakhouse,,,,,,"101 Constitution Ave., NW",,Washington,DC,20001,,,2023-12-01,590.80,,Event Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00649574,SB21B.7241,,,ORG,Gillespies Flowers,,,,,,377 Main st. W,,White Sulphur Springs,WV,24986,,,2023-12-04,465.43,,Flowers,,,,,,,,,,,,,,,,,,,,
SB21B,C00649574,SB21B.7242,,,ORG,Huckaby Davis Lisker Inc.,,,,,,"228 S. Washington St., Ste. 115",,Alexandria,VA,22314,,,2023-12-08,1769.66,,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00649574,SB21B.7245,,,ORG,Kimpton Hotel,,,,,,700 F St NW,,Washington,DC,20004,,,2023-10-20,1816.86,,Event Site Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00649574,SB21B.7248,,,ORG,PGParks.com,,,,,,6600 Kenilworth Avenue,,Riverdale,MD,20737,,,2023-10-17,2684.00,,Event Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00649574,SB21B.7251,,,ORG,Root and Stem Cafe,,,,,,2941 Fairview Park Dr.,,Falls Church,VA,22042,,,2023-10-02,782.14,,Event Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00649574,SB21B.7252,,,ORG,Root and Stem Cafe,,,,,,2941 Fairview Park Dr.,,Falls Church,VA,22042,,,2023-12-04,1082.50,,Event Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00649574,SB21B.7322,,,COM,"SAZERAC COMPANY, INC. PAC (SAZERACPAC)",,,,,,507 C STREET NE,,WASHINGTON,DC,20002,,,2023-11-07,250.00,,In-kind - Event Site Rental,,C00639138,,,,,,,,,,,,,,,,,,
SB21B,C00649574,SB21B.7256,,,ORG,Sinplicity Catering,,,,,,6402 Arlington Blvd.,#B150,Falls Church,VA,22042,,,2023-10-30,873.26,,Event Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00649574,SB21B.7258,,,ORG,Sun Valley Company,,,,,,PO Box 10,,Sun Valley,ID,83353,,,2023-12-08,81450.99,,Event Site Rental/Catering/Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00649574,SB21B.7259,,,ORG,Uber,,,,,,555 Market St.,,San Francisco,CA,94105,,,2023-10-19,56.66,,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00649574,SB21B.7260,,,ORG,Uber,,,,,,555 Market St.,,San Francisco,CA,94105,,,2023-10-27,28.03,,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00649574,SB21B.7261,,,ORG,Uber,,,,,,555 Market St.,,San Francisco,CA,94105,,,2023-10-30,41.30,,Travel,,,,,,,,,,,,,,,,,,,,
