form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00738039,500002120,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-24,199.99,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00738039,500002030,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-30,3.74,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00738039,500002050,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2023-08-25,82.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00738039,500002080,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2023-11-29,100.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00738039,500002090,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-11-05,6.11,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00738039,500002121,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-31,1.98,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00738039,500002031,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-08-06,11.85,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00738039,500002051,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2023-08-25,100.21,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00738039,500002061,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2023-09-27,10.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00738039,500002071,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-09-24,2.49,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
