form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00693382,500680065,,,PAC,AB PAC,,,,,,800 Maine Ave SW,Ste 400,Washington,DC,200242805,,,2024-07-29,350000.00,0.00,Contribution,,C00492140,AB PAC,,,,,,,,,,,,,,,,,
SB23,C00693382,500680066,,,PAC,AB PAC,,,,,,800 Maine Ave SW,Ste 400,Washington,DC,200242805,,,2024-07-30,350000.00,0.00,Contribution,,C00492140,AB PAC,,,,,,,,,,,,,,,,,
SB23,C00693382,500680035,,,PAC,Black Men Vote,,,,,,6301 Chaucer Ln,,Alexandria,VA,223043537,,,2024-07-12,500000.00,0.00,Contribution,,C00528950,Black Men Vote,,,,,,,,,,,,,,,,,
SB23,C00693382,500680038,,,PAC,Black Voters Matter Action PAC,,,,,,3645 Marketplace Blvd,Ste 130 Pmb 232,Atlanta,GA,303445940,,,2024-07-18,300000.00,0.00,Contribution,,C00753277,Black Voters Matter Action PAC,,,,,,,,,,,,,,,,,
SB23,C00693382,500680053,,,PAC,BlackPAC,,,,,,1032 15th St NW,Ste 247,Washington,DC,200051502,,,2024-07-24,2500000.00,0.00,Contribution,,C00609388,BlackPAC,,,,,,,,,,,,,,,,,
SB23,C00693382,500682933,,,PAC,BlackPAC,,,,,,1032 15th St NW,Ste 247,Washington,DC,200051502,,,2024-09-03,2500000.00,0.00,Contribution,,C00609388,BlackPAC,,,,,,,,,,,,,,,,,
SB23,C00693382,500682935,,,PAC,BlackPAC,,,,,,1032 15th St NW,Ste 247,Washington,DC,200051502,,,2024-09-23,5000000.00,0.00,Contribution,,C00609388,BlackPAC,,,,,,,,,,,,,,,,,
SB23,C00693382,500680040,,,PAC,Community Change Voters,,,,,,1536 U St NW,,Washington,DC,200093912,,,2024-07-18,1000000.00,0.00,Contribution,,C00612820,Community Change Voters,,,,,,,,,,,,,,,,,
SB23,C00693382,500680059,,,PAC,Democracy Defenders PAC,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-08-07,250000.00,0.00,Contribution,,C00885491,Democracy Defenders PAC,,,,,,,,,,,,,,,,,
SB23,C00693382,500682932,,,PAC,Fair Fight,,,,,,1270 Caroline St NE,Ste Pm D120,Atlanta,GA,303072954,,,2024-09-03,2400000.00,0.00,Contribution,,C00693515,Fair Fight,,,,,,,,,,,,,,,,,
SB23,C00693382,500680057,,,PAC,JDCA PAC,,,,,,PO Box 14411,,Washington,DC,200444411,,,2024-08-05,75000.00,0.00,Contribution,,C00684969,JDCA PAC,,,,,,,,,,,,,,,,,
SB23,C00693382,500680055,,,PAC,LCV Victory Fund,,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-08-02,500000.00,0.00,Contribution,,C00486845,LCV Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00693382,500680036,,,PAC,Organizing Empowerment PAC,,,,,,PO Box 288,,Mcfarland,WI,535580288,,,2024-07-15,1000000.00,0.00,Contribution,,C00763409,Organizing Empowerment PAC,,,,,,,,,,,,,,,,,
SB23,C00693382,500680060,,,PAC,Reproductive Freedom For All Freedom Fund,,,,,,1725 I St NW,Ste 900,Washington,DC,200062420,,,2024-08-07,1000000.00,0.00,Contribution,,C00738674,Reproductive Freedom For All Freedom Fund,,,,,,,,,,,,,,,,,
SB23,C00693382,500680050,,,PAC,Schlep Labs,,,,,,630 Fort Washington Ave,,New York,NY,100403900,,,2024-07-24,250000.00,0.00,Contribution,,C00452847,Schlep Labs,,,,,,,,,,,,,,,,,
SB23,C00693382,500680056,,,PAC,SMP,,,,,,1032 15th St NW,Ste 247,Washington,DC,200051502,,,2024-08-05,2500000.00,0.00,Contribution,,C00484642,SMP,,,,,,,,,,,,,,,,,
SB23,C00693382,500680051,,,PAC,Women Vote,,,,,,1800 M St NW,Ste 375N,Washington,DC,200365862,,,2024-07-24,375000.00,0.00,Contribution,,C00473918,Women Vote,,,,,,,,,,,,,,,,,
SB23,C00693382,500680052,,,PAC,Women Vote,,,,,,1800 M St NW,Ste 375N,Washington,DC,200365862,,,2024-08-08,625000.00,0.00,Contribution,,C00473918,Women Vote,,,,,,,,,,,,,,,,,
SB23,C00693382,500680054,,,PAC,Working Families Party PAC,,,,,,77 Sands St,,Brooklyn,NY,112011431,,,2024-07-30,1000000.00,0.00,Contribution,,C00606962,Working Families Party PAC,,,,,,,,,,,,,,,,,
