form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00764860,SB29.I1201,,,ORG,CONVERT DIGITAL LLC,,,,,,130 NORTH FAYETTE STREET,,ALEXANDRIA,VA,22314,,,2023-07-13,18178.74,,DIGITAL FUNDRAISING,003,,,,,,,,,,,,  ,,,,,,,NON CONTRIBUTION ACCOUNT
SB29,C00764860,SB29.I1202,,,ORG,CONVERT DIGITAL LLC,,,,,,130 NORTH FAYETTE STREET,,ALEXANDRIA,VA,22314,,,2023-07-13,11659.06,,DIGITAL FUNDRAISING,003,,,,,,,,,,,,  ,,,,,,,NON CONTRIBUTION ACCOUNT
SB29,C00764860,SB29.I1203,,,ORG,CMDI,,,,,,1593 SPRING HILL RD SUITE 400,,TYSONS CORNER,VA,22182,,,2023-07-17,500.00,,DATABASE AND SOFTWARE,001,,,,,,,,,,,,  ,,,,,,,NON CONTRIBUTION ACCOUNT
SB29,C00764860,SB29.I1205,,,ORG,X STRATEGIES,,,,,,340 ROYAL POINCIANA WAY STE 317-16,,PALM BEACH,FL,33480,,,2023-07-25,5000.00,,DIGITAL ADVERTISING CONSULTING,004,,,,,,,,,,,,  ,,,,,,,NON CONTRIBUTION ACCOUNT
SB29,C00764860,SB29.I1194,,,ORG,EUPORIE LLC,,,,,,60-53 72ND STREET,,MASPETH,NY,11378,,,2023-07-28,22000.00,,FUNDRAISING & STRATEGIC CONSULTING,003,,,,,,,,,,,,  ,,,,,,,NON CONTRIBUTION ACCOUNT
SB29,C00764860,SB29.I1329,,,ORG,AD VICTORIAM,,,,,,6525 SHILOH ROAD STE D-300,,ALPHARETTA,GA,30005,,,2023-07-31,1176.69,,"FUNDRAISING CONSULTING LIST EXPENSE, AGENCY FEE ",,,,,,,,,,,,,  ,,,,,,,NON CONTRIBUTION ACCOUNT
SB29,C00764860,SB29.I1341,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,,NEW ORLEANS,LA,70112,,,2023-07-31,1872.18,,ONLINE DONATION PROCESSING,003,,,,,,,,,,,,  ,,,,,,,NON CONTRIBUTION ACCOUNT
SB29,C00764860,SB29.I1346,,,ORG,BASE ENGAGER,,,,,,122 N. VALE ST.,,SMITHLAND,TX,75657,,,2023-07-31,444.81,,"FUNDRAISING CONSULTING LIST EXPENSE, AGENCY FEE ",003,,,,,,,,,,,,  ,,,,,,,NON CONTRIBUTION ACCOUNT
SB29,C00764860,SB29.I1348,,,ORG,BELIEVE MEDIA,,,,,,585 NORTH LARCHMONT BOULEVARD,,LOS ANGELES,CA,90004,,,2023-07-31,222.03,,"FUNDRAISING CONSULTING LIST EXPENSE, AGENCY FEE ",003,,,,,,,,,,,,  ,,,,,,,NON CONTRIBUTION ACCOUNT
SB29,C00764860,SB29.I1318,,,ORG,CONVERGENCE MEDIA,,,,,,103 SCHOOL STREET,,LINDENHURST,NY,11757,,,2023-07-31,24.18,,"FUNDRAISING CONSULTING LIST EXPENSE, AGENCY FEE ",,,,,,,,,,,,,  ,,,,,,,NON CONTRIBUTION ACCOUNT
SB29,C00764860,SB29.I1361,,,ORG,CONVERT DIGITAL LLC,,,,,,130 NORTH FAYETTE STREET,,ALEXANDRIA,VA,22314,,,2023-07-31,106715.39,,"FUNDRAISING CONSULTING LIST EXPENSE, AGENCY FEE ",003,,,,,,,,,,,,  ,,,,,,,NON CONTRIBUTION ACCOUNT
SB29,C00764860,SB29.I1367,,,ORG,DONORBUREAU,,,,,,1900 N CULPEPER ST,,ARLINGTON,VA,22207,,,2023-07-31,1603.26,,"FUNDRAISING CONSULTING LIST EXPENSE, AGENCY FEE ",003,,,,,,,,,,,,  ,,,,,,,NON CONTRIBUTION ACCOUNT
SB29,C00764860,SB29.I1370,,,ORG,EXCELSIOR STRATEGIES ,,,,,,1207 DELAWARE AVENUE,,BUFFALO,NY,14209,,,2023-07-31,96.21,,"FUNDRAISING CONSULTING LIST EXPENSE, AGENCY FEE ",003,,,,,,,,,,,,  ,,,,,,,NON CONTRIBUTION ACCOUNT
