form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00495861,501144600,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,Ste 11,Cambridge,MA,021385106,,,2024-02-05,7.12,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00495861,501146310,,,ORG,Miles Strategies LLC,,,,,,1319 T St NW,,Washington,DC,200094438,,,2024-02-08,22500.00,0.00,Non-Contribution Account: Strategy Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00495861,501138820,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,Ste 11,Cambridge,MA,021385106,,,2024-01-22,17.73,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00495861,501128260,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,Ste 11,Cambridge,MA,021385106,,,2024-01-02,2975.46,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00495861,501154590,,,ORG,"MBA Consulting Group, LLC",,,,,,611 Pennsylvania Ave SE,# 143,Washington,DC,200034303,,,2024-03-13,4250.00,0.00,Non-Contribution Account: Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00495861,501146311,,,ORG,"NGP VAN, Inc.",,,,,,1101 15th St NW,Ste 500,Washington,DC,200055006,,,2024-02-08,10065.79,0.00,Non-Contribution Account: Database,,,,,,,,,,,,,,,,,,,,
SB29,C00495861,501149191,,,ORG,"John Lotas Productions, Inc.",,,,,,1123 Broadway,Ste 1218,New York,NY,100102007,,,2024-02-15,1350.00,0.00,Non-Contribution Account: Ad Production,,,,,,,,,,,,,,,,,,,,
SB29,C00495861,501157702,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-03-27,275.01,0.00,Non-Contribution Account: Bank Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00495861,501146022,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,Ste 11,Cambridge,MA,021385106,,,2024-02-12,216.49,0.00,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00495861,501153842,,,ORG,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,,,2024-03-14,54.83,0.00,Non-Contribution Account: Credit Card Payment - See Below If Itemized,,,,,,,,,,,,,,,,,,,,
