form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00504530,SB.8,,,ORG,Convergence Media LLC,,,,,,1010 N. Fairfax St. ,Suite 250,Alexandria,VA,22314,,,2023-07-03,19.12,,Fundraising consulting,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.7,,,ORG,PCI Payment Solutions,,,,,,902 Chinquapin,,McLean,VA,22102,,,2023-07-03,58211.60,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.9,,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd,Suite 530,Arlington,VA,22209,,,2023-07-03,211.01,,Merchant fee,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.12,,,ORG,Convergence Media LLC,,,,,,1010 N. Fairfax St. ,Suite 250,Alexandria,VA,22314,,,2023-07-05,3.00,,Fundraising consulting,003,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.421,,,ORG,First National Bank,,,,,,P.O. Box 2557,,Omaha,NE,68103,,,2023-07-05,2658.27,,Credit card payment - see memo entries,001,,,,,,,,,,,,  ,,,,,,,Non-contribution account
SB29,C00504530,SB.422,SB.421,,ORG,Cloudflare,,,,,,101 Townsend St,,San Francisco,CA,94107,,,2023-07-05,84.80,,Computer services,001,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.426,SB.421,,ORG,Go Daddy.com,,,,,,14455 North Hayden Road,Suite 219,Scottsdale,AZ,85260,,,2023-07-05,52.33,,Domain name services,001,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.423,SB.421,,ORG,MailChimp,,,,,,675 Ponce De Leon Ave NE,#5000,Atlanta,GA,30308,,,2023-07-05,76.32,,Email marketing,001,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.430,SB.421,,ORG,Marriott,,,,,,7750 Wisconsin Ave,,Bethesda,MD,20814,,,2023-07-05,1092.06,,Lodging,002,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.424,SB.421,,ORG,Microsoft,,,,,,One Microsoft Way,,Redmond,WA,98052,,,2023-07-05,344.14,,Computer services,001,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.427,SB.421,,ORG,Slack,,,,,,500 Howard Street,,San Francisco,CA,94105,,,2023-07-05,27.83,,Computer services,001,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.429,SB.421,,ORG,Stamps.com,,,,,,1990 E Grand Ave,,El Segundo,CA,90245,,,2023-07-05,31.79,,Postage,001,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.428,SB.421,,ORG,WinRed Technical Services,,,,,,1776 Wilson Blvd,Suite 530,Arlington,VA,22209,,,2023-07-05,99.00,,Fundraising consulting,001,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
SB29,C00504530,SB.425,SB.421,,ORG,WP Engine,,,,,,504 Lavaca Street,Suite 1000,Austin,TX,78701,,,2023-07-05,850.00,,Computer services,001,,,,,,,,,,,,  ,,,,,,X,Non-contribution account
