form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00492421,SB21B-4529,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-04-07,5.36,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4534,,,ORG,"Bank of America, N.A. ",,,,,,"1800 K Street, NW",,Washington,DC,20006,,,2024-04-15,226.99,0.00,Generic Cmte. Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4533,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-04-21,3.81,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4538,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-04-28,3.57,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4540,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-04-29,0.20,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4542,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-04-30,0.60,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4546,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-05-05,1.16,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4550,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-05-12,3.37,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4565,,,ORG,"Bank of America, N.A. ",,,,,,"1800 K Street, NW",,Washington,DC,20006,,,2024-05-15,216.03,0.00,Generic Cmte. Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4553,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-05-19,1.83,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4555,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-05-26,1.98,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4559,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-05-30,2.78,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4562,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-05-31,1.01,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4564,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-06-02,0.20,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4569,,,PTY,DCCC ,,,,,,430 S Capitol St SE,2nd Fl,Washington,DC,20003,,,2024-06-04,5325.96,0.00,Offset for In-Kind Legal Services,,C00000935,DCCC ,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4570,,,PAC,Nancy Pelosi for Congress ,,,,,,1032 15th St. NW,Ste. 247,Washington,DC,20005,,,2024-06-04,416.61,0.00,Offset for In-Kind Legal Services,,C00213512,Nancy Pelosi for Congress ,H8CA05035,Pelosi,Nancy,,,,H,CA,12,,,,,,,,
SB21B,C00492421,SB21B-4571,,,PAC,PAC to the Future ,,,,,,1032 15th St. NW,Ste. 247,Washington,DC,20005,,,2024-06-04,377.45,0.00,Offset for In-Kind Legal Services,,C00344234,PAC to the Future ,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4582,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-06-09,43.27,0.00,Cmte Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4572,,,ORG,"Bank of America, N.A. ",,,,,,"1800 K Street, NW",,Washington,DC,20006,,,2024-06-17,222.60,0.00,Generic Cmte. Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4583,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-06-23,4.60,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4585,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-06-27,2.18,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00492421,SB21B-4591,,,ORG,ActBlue Technical Services ,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-06-30,11.87,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
