form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002972,500016901,,,ORG,America's Electric Cooperatives PAC - Oregon,,,,,,8565 SW Salish Ln,Ste 130,Wilsonville,OR,970709674,,,2024-09-10,2440.73,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016878,,,ORG,Arkansas' Electric Cooperatives PAC,,,,,,PO Box 194208,,Little Rock,AR,722194208,,,2024-09-10,10070.70,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016880,,,ORG,Colorado Advocates For Rural Electrification,,,,,,5400 Washington St,,Denver,CO,802161731,,,2024-09-10,1832.97,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016877,,,ORG,Committee For The Advancement Of Rural Electrification,,,,,,703 W Tudor Rd,Ste 200,Anchorage,AK,995036650,,,2024-09-10,245.02,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016905,,,ORG,COmmunity-Owned Power PAC (CO-OP PAC),,,,,,4201 Dominion Blvd,Ste 101,Glen Allen,VA,230606743,,,2024-09-10,1315.79,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016881,,,ORG,"Delaware Electric Co-Op, Inc. ACRE",,,,,,PO Box 600,,Greenwood,DE,199500600,,,2024-09-10,1041.91,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016902,,,ORG,Electric Co-Op Help Organization,,,,,,808 Knox Abbott Dr,,Cayce,SC,290333318,,,2024-09-10,1237.92,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016882,,,ORG,Florida Acre,,,,,,2916 Apalachee Pkwy,,Tallahassee,FL,323013731,,,2024-09-10,18046.79,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016883,,,ORG,Georgia Emc Pac,,,,,,PO Box 1707,,Tucker,GA,300851707,,,2024-09-10,3619.18,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016886,,,ORG,Illinois ACRE,,,,,,PO Box 3787,,Springfield,IL,627083787,,,2024-09-10,16908.93,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016884,,,ORG,Iowa Association Of Rural Electric Cooperatives Acre,,,,,,8525 Douglas Ave,Ste 48,Des Moines,IA,503222925,,,2024-09-10,18146.55,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016891,,,ORG,Michigan's Electric Cooperatives PAC,,,,,,2859 Jolly Rd,,Okemos,MI,488643547,,,2024-09-10,17937.00,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016897,,,ORG,Nebraska Acre,,,,,,PO Box 82048,,Lincoln,NE,685012048,,,2024-09-10,10662.21,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016898,,,ORG,"New York Acre, Inc.",,,,,,PO Box 126,,Hartwick,NY,133480126,,,2024-09-10,189.20,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016895,,,ORG,North Carolina (Acre),,,,,,PO Box 27306,,Raleigh,NC,276117306,,,2024-09-10,6400.00,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016896,,,ORG,North Dakota Repac,,,,,,PO Box 727,,Mandan,ND,585540727,,,2024-09-10,1429.29,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016879,,,ORG,Political Action Committee,,,,,,2210 S Priest Dr,,Tempe,AZ,852821109,,,2024-09-10,2779.77,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016890,,,ORG,SMECO Choptank Electric Cooperative PAC,,,,,,PO Box 1937,,Hughesville,MD,206371937,,,2024-09-10,647.49,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016903,,,ORG,South Dakota Acre,,,,,,PO Box 1138,,Pierre,SD,575011138,,,2024-09-10,2492.82,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016904,,,ORG,Tennessee Acre,,,,,,PO Box 100912,,Nashville,TN,372240912,,,2024-09-10,6311.45,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016906,,,ORG,Washington Electric Cooperatives Pac,,,,,,PO Box 7219,,Olympia,WA,985077219,,,2024-09-10,743.19,0.00,,,,,,,,,,,,,,,,,,,,,
SB29,C00002972,500016907,,,ORG,Wisconsin's Electric Cooperatives PAC,,,,,,131 W Wilson St,Ste 400,Madison,WI,537033269,,,2024-09-10,2765.88,0.00,,,,,,,,,,,,,,,,,,,,,
