form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00612820,B-170,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2024-07-05,2000.00,,Compliance & Reporting Software Subscription,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-173,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2024-07-16,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-174,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2024-07-16,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-175,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2024-07-16,2250.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-176,,,ORG,Harmon Curran Spielberg & Eisenberg LLP,,,,,,1725 Desales Street Northwest,STE 500,Washington,DC,20036,,,2024-07-16,129.00,,Registered Agent Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-214,,,ORG,Amalgamated Bank,,,,,,275 7th Avenue,,New York,NY,10001,,,2024-07-26,150.25,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-216,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2024-08-05,2250.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-217,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2024-08-05,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-218,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2024-08-05,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-234,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2024-08-05,2000.00,,Compliance & Reporting Software Subscription,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-319,,,ORG,Amalgamated Bank,,,,,,275 7th Avenue,,New York,NY,10001,,,2024-08-29,350.75,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-261,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2024-09-05,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-262,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2024-09-05,275.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-263,,,ORG,"CommonCentsConsulting, LLC",,,,,,PO Box 26430,,Tempe,AZ,85285,,,2024-09-05,2250.00,,Compliance & Accounting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-264,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2024-09-05,2000.00,,Compliance & Reporting Software Subscription,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-320,,,ORG,Amalgamated Bank,,,,,,275 7th Avenue,,New York,NY,10001,,,2024-09-26,250.75,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-310,,,ORG,Divvy,,,,,,6220 America Center Drive,STE 100,San Jose,CA,95002,,,2024-09-26,250.00,,Credit Card Payment - See Memos,001,,,,,,,,,,,,,,,,,,,
SB21B,C00612820,B-311,B-310,,ORG,InCorp,,,,,,3773 Howard Hughes Parkway,STE 500S,Las Vegas,NV,89119,,,2024-09-26,250.00,,Registered Agent,001,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Divvy
SB21B,C00612820,B-345,,,ORG,Community Change Action,,,,,,1536 U Street Northwest,,Washington,DC,20009,,,2024-09-30,15728.89,,"IN KIND: Management, accounting, and compliance services",,,,,,,,,,,,,,,,,,,,
