form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00808998,501216130,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-10-29,52.25,0.00,Non-Contribution Account: Bank Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00808998,501219270,,,ORG,MBA Consulting Group,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2024-11-15,3500.00,0.00,Non-Contribution Account: Compliance Services,,,,,,,,,,,,,,,,,,,,
SB29,C00808998,501219262,,,COM,Judy for AZ,,,,,,PO Box 42834,,Phoenix,AZ,850802834,,,2024-11-04,2500.00,0.00,Non-Contribution Account: Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00808998,501216173,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-10-29,12.25,0.00,Non-Contribution Account: Bank Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00808998,501216135,,,COM,Future Freedoms,,,,,,530 E Mcdowell Rd,Ste 107,Phoenix,AZ,850041500,,,2024-10-24,450000.00,0.00,Non-Contribution Account: Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00808998,501216136,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-10-29,30.00,0.00,Non-Contribution Account: Bank Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00808998,501219256,,,COM,Future Freedoms,,,,,,530 E Mcdowell Rd,Ste 107,Phoenix,AZ,850041500,,,2024-11-01,45000.00,0.00,Non-Contribution Account: Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00808998,501219417,,,ORG,GPS Impact,,,,,,112 SE 4th St,Unit 202,Des Moines,IA,503094858,,,2024-11-12,6500.00,0.00,Non-Contribution Account: Video Production,,,,,,,,,,,,,,,,,,,,
SB29,C00808998,501216129,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-10-29,12.00,0.00,Non-Contribution Account: Bank Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00808998,501219259,,,COM,Pennsylvania Senate Democratic Campaign Committee,,,,,,121 Locust St,,Harrisburg,PA,171011411,,,2024-11-04,5000.00,0.00,Non-Contribution Account: Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
