form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00490375,B879780,,,CCM,TargetSmart Communications,,,,,,P.O. Box 719441,,Philadelphia,PA,19171,G2024,,2024-08-02,416.65,,Consulting fees,011,,,,Stein,Josh,,,,,NC, ,,,,,,,,
SB29,C00490375,B881407,,,CCM,Autumn Press,,,,,,945 Camelia St.,,Berkeley,CA,94710,G2024,,2024-08-21,2965.46,,Postcard mailers,011,,,,Stein,Josh,,,,,NC, ,,,,,,,,
SB29,C00490375,B881408,,,CCM,GetThru,,,,,,"9450 SW Gemini Dr., PMB 79340",,Beaverton,OR,97008,G2024,,2024-08-21,9280.00,,Phone and text campaign beginning 8/9/24. Pre-payment reported on 2024 April quarterly report.,011,,,,Stein,Josh,,,,,NC, ,,,,,,,X,
SB29,C00490375,B881408b,,,CCM,GetThru,,,,,,"9450 SW Gemini Dr., PMB 79340",,Beaverton,OR,97008,G2024,,2024-08-21,-9280.00,,"Above IE paid for 3/29/24,reported on April quarterly (Trans ID : B869179)",011,,,,Stein,Josh,,,,,NC, ,,,,,,,X,
SB29,C00490375,B881913,,,CCM,Autumn Press,,,,,,945 Camelia St.,,Berkeley,CA,94710,G2024,,2024-08-28,11312.79,,Postcard mailers starting 9/15/24,011,,,,Stein,Josh,,,,,NC, ,,,,,,,,
SB29,C00490375,B881924,,,CCM,Alliance Graphics,,,,,,1101 8th Street,,Berkeley,CA,94710,G2024,,2024-08-28,4269.73,,Yard signs.,011,,,,Stein,Josh,,,,,NC, ,,,,,,,,
SB29,C00490375,B881925,,,CCM,Alliance Graphics,,,,,,1101 8th Street,,Berkeley,CA,94710,G2024,,2024-08-28,1433.09,,T-shirt printing,011,,,,Stein,Josh,,,,,NC, ,,,,,,,,
SB29,C00490375,B881926,,,CCM,POSTAL SYSTEMS INC.,,,,,,1568 Cherrywood Dr.,,San Mateo,CA,94403,G2024,,2024-08-28,40401.32,,Postage and processing for postcard mailers starting 9/15/24,011,,,,Stein,Josh,,,,,NC, ,,,,,,,,
SB29,C00490375,B882809,,,CCM,Fenton Communications Inc.,,,,,,244 Madison Avenue Suite 307,,New York,NY,10016,G2024,,2024-09-03,2500.00,,Billboard design.,011,,,,Stein,Josh,,,,,NC, ,,,,,,,,
SB29,C00490375,B882818,,,CCM,AdQuick,,,,,,322 Culver Blvd Unit #V356,,Playa Del Ray,CA,90293,G2024,,2024-09-03,6575.00,,Billboard rental.,011,,,,Stein,Josh,,,,,NC, ,,,,,,,,
SB29,C00490375,B883771,,,CCM,AdQuick,,,,,,322 Culver Blvd Unit#V356,,Playa Del Ray,CA,90293,G2024,,2024-09-13,31123.05,,Billboard rental.,011,,,,Stein,Josh,,,,,NC, ,,,,,,,,
SB29,C00490375,B884308,,,CCM,Middle Seat  Consulting LLC,,,,,,PO Box 21600,,Washington,DC,20009,G2024,,2024-09-18,45202.38,,Billboard rental,011,,,,Stein,Josh,,,,,NC, ,,,,,,,,
SB29,C00490375,B885420,,,CCM,Fenton Communications Inc.,,,,,,244 Madison Avenue Suite 307,,New York,NY,10016,G2024,,2024-09-24,666.66,,Billboard design.,011,,,,Stein,Josh,,,,,NC, ,,,,,,,,
SB29,C00490375,B885422,,,CCM,CALIFORNIA NURSES ASSOCIATION,,,,,,155 Grand Avenue,,Oakland,CA,94612,G2024,,2024-09-24,15637.20,,Reimbursement for staff expenses.,011,,,,Stein,Josh,,,,,NC, ,,,,,,,,
SB29,C00490375,B885833,,,CCM,DSPolitical,,,,,,1133 15th St NW Suite 800,,Washington,DC,20005,G2024,,2024-09-26,202412.00,,TV ads,011,,,,Stein,Josh,,,,,NC, ,,,,,,,,
