form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00831222,1270,,,ORG,ELAN FINANCIAL SERVICES,,,,,,PO BOX 6357,,FARGO,ND,58125,,,2023-04-11,699.00,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1028,1270,SB21B,ORG,TATANGO,,,,,,"600 STEWART ST, STE 400",,SEATTLE,WA,98101,,,2023-04-10,699.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00831222,1026,,,ORG,TARGETED VICTORY LLC,,,,,,"2311 WILSON BLVD, STE 200",,ARLINGTON,VA,22201,,,2023-04-20,64825.58,,P2P TEXTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1005,,,ORG,CROSBY OTTENHOFF GROUP,,,,,,611 PENNSYLVANIA  AVE SE #267,,WASHINGTON,DC,20003,,,2023-04-24,3275.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1008,,,ORG,WINRED TECHNICAL SERVICES,,,,,,"1776 WILSON BLVD, STE 530",,ARLINGTON,VA,22209,,,2023-04-24,3677.28,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1010,,,ORG,WINRED TECHNICAL SERVICES,,,,,,"1776 WILSON BLVD, STE 530",,ARLINGTON,VA,22209,,,2023-05-01,1765.00,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1027,,,ORG,TARGETED VICTORY LLC,,,,,,"2311 WILSON BLVD, STE 200",,ARLINGTON,VA,22201,,,2023-05-02,35174.42,,P2P TEXTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1012,,,ORG,WINRED TECHNICAL SERVICES,,,,,,"1776 WILSON BLVD, STE 530",,ARLINGTON,VA,22209,,,2023-05-08,683.70,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1013,,,ORG,WINRED TECHNICAL SERVICES,,,,,,"1776 WILSON BLVD, STE 530",,ARLINGTON,VA,22209,,,2023-05-15,657.99,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1271,,,ORG,ELAN FINANCIAL SERVICES,,,,,,PO BOX 6357,,FARGO,ND,58125,,,2023-05-22,699.00,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1029,1271,SB21B,ORG,TATANGO,,,,,,"600 STEWART ST, STE 400",,SEATTLE,WA,98101,,,2023-05-22,699.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00831222,1014,,,ORG,WINRED TECHNICAL SERVICES,,,,,,"1776 WILSON BLVD, STE 530",,ARLINGTON,VA,22209,,,2023-05-22,989.36,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1015,,,ORG,WINRED TECHNICAL SERVICES,,,,,,"1776 WILSON BLVD, STE 530",,ARLINGTON,VA,22209,,,2023-05-29,689.95,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1022,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2023-05-31,29078.93,,DIGITAL FUNDRAISING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1272,,,ORG,ELAN FINANCIAL SERVICES,,,,,,PO BOX 6357,,FARGO,ND,58125,,,2023-06-03,512.60,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1030,1272,SB21B,ORG,TATANGO,,,,,,"600 STEWART ST, STE 400",,SEATTLE,WA,98101,,,2023-06-03,512.60,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00831222,1016,,,ORG,WINRED TECHNICAL SERVICES,,,,,,"1776 WILSON BLVD, STE 530",,ARLINGTON,VA,22209,,,2023-06-05,1928.30,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1017,,,ORG,WINRED TECHNICAL SERVICES,,,,,,"1776 WILSON BLVD, STE 530",,ARLINGTON,VA,22209,,,2023-06-12,203.77,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1024,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2023-06-15,49911.45,,DIGITAL FUNDRAISING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1023,,,ORG,TAG LLC,,,,,,PO BOX 1243,,ALEXANDRIA,VA,22313,,,2023-06-15,100000.00,,DIGITAL FUNDRAISING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1025,,,ORG,TARGETED VICTORY LLC,,,,,,"2311 WILSON BLVD, STE 200",,ARLINGTON,VA,22201,,,2023-06-15,71144.01,,DIGITAL FUNDRAISING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1018,,,ORG,WINRED TECHNICAL SERVICES,,,,,,"1776 WILSON BLVD, STE 530",,ARLINGTON,VA,22209,,,2023-06-19,565.87,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1019,,,ORG,WINRED TECHNICAL SERVICES,,,,,,"1776 WILSON BLVD, STE 530",,ARLINGTON,VA,22209,,,2023-06-26,837.00,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1006,,,ORG,CROSBY OTTENHOFF GROUP,,,,,,611 PENNSYLVANIA  AVE SE #267,,WASHINGTON,DC,20003,,,2023-06-30,3550.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1020,,,ORG,WINRED TECHNICAL SERVICES,,,,,,"1776 WILSON BLVD, STE 530",,ARLINGTON,VA,22209,,,2023-06-30,449.28,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831222,1021,,,ORG,"YADON-SMITH CONSULTING, LLC",,,,,,"1215 FIRST ST SE, APT 11I",,WASHINGTON,DC,20002,,,2023-06-30,3500.00,,DIGITAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
