form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00238725,51112560,,,CCM,Shreve for Congress,,,,,,3213 Duke Street,Suite 700,Alexandria,VA,22314,O2024,2024 General Electio,2024-12-05,1000.00,0.00,Contribution,011,C00870949,Shreve for Congress,,,,,,,H,IN,06,,,,,,,,Contribution
SB23,C00238725,51112561,,,CCM,Darren Soto For Congress,,,,,,PO Box 421349,,Kissimmee,FL,34742,P2026,,2024-12-05,2000.00,0.00,Contribution,011,C00581074,Darren Soto For Congress,H6FL09179,Soto,Darren,,Rep.,,H,FL,09,,,,,,,,Contribution
SB23,C00238725,51112562,,,CCM,Tim Sheehy For Montana,,,,,,410 1st Street SE,2nd Floor,Washington,DC,20003,P2030,,2024-12-05,2500.00,0.00,Contribution,011,C00844159,Tim Sheehy For Montana,S4MT00183,Sheehy,Tim,,Mr.,,S,MT,,,,,,,,,Contribution
SB23,C00238725,51112563,,,PAC,American Unity PAC,,,,,,PO Box 833,,Annandale,VA,22003,,,2024-12-05,5000.00,0.00,2024 Contribution,011,C00523589,,,,,,,,,,,,,,,,,,2024 Contribution
SB23,C00238725,51140925,,,CCM,Mannion For New York,,,,,,PO Box 11131,,Syracuse,NY,13218,P2026,,2024-12-18,1000.00,0.00,Contribution,011,C00845461,Mannion For New York,H4NY22085,Mannion,John,,Sen.,,H,NY,22,,,,,,,,Contribution
SB23,C00238725,51140935,,,CCM,Lamonica McIver For Congress,,,,,,PO Box 25585,,Newark,NJ,07101,P2026,,2024-12-19,1000.00,0.00,Contribution,011,C00878603,Lamonica McIver For Congress,H4NJ10176,McIver,LaMonica,,Ms.,,H,NJ,10,,,,,,,,Contribution
SB23,C00238725,51140936,,,CCM,Schneider For Congress,,,,,,PO Box 1318,,Deerfield,IL,60015,P2026,,2024-12-19,2500.00,0.00,Contribution,011,C00495952,Schneider For Congress,H2IL10068,Schneider,Brad,,Rep.,,H,IL,10,,,,,,,,Contribution
SB23,C00238725,51140937,,,CCM,Moulton For Congress,,,,,,PO Box 2013,,Salem,MA,01970,P2026,,2024-12-19,2000.00,0.00,Contribution,011,C00547240,Moulton For Congress,H4MA06090,Moulton,Seth,,Rep.,,H,MA,06,,,,,,,,Contribution
SB23,C00238725,51140938,,,CCM,Langworthy For Congress,,,,,,PO Box 120,,Clarence,NY,14031,P2026,,2024-12-19,1000.00,0.00,Contribution,011,C00817932,Langworthy For Congress,H2NY23228,Langworthy,Nick,,Rep.,,H,NY,23,,,,,,,,Contribution
SB23,C00238725,51140939,,,CCM,Mario Diaz-Balart For Congress,,,,,,8724 Sw 72nd St,# 420,Miami,FL,331733512,P2026,,2024-12-19,2500.00,0.00,Contribution,011,C00376087,Mario Diaz-Balart For Congress,H2FL25018,Diaz-Balart,Mario,,Rep.,,H,FL,26,,,,,,,,Contribution
SB23,C00238725,51140981,,,PAC,Forward Together PAC,,,,,,201 North Union Street,Suite 300,Alexandria,VA,22314,,,2024-12-19,5000.00,0.00,2024 Contribution,011,C00412791,,S6VA00093,,,,,,,,,,,,,,,,2024 Contribution
SB23,C00238725,51140982,,,CCM,Hickenlooper For Colorado,,,,,,PO Box 300669,,Denver,CO,80203,P2026,,2024-12-19,1500.00,0.00,Contribution,011,C00716720,Hickenlooper For Colorado,S0CO00575,Hickenlooper,John,,Sen.,,S,CO,,,,,,,,,Contribution
SB23,C00238725,51140983,,,CCM,Bill Foster For Congress,,,,,,PO Box 9104,,Aurora,IL,60598,P2026,,2024-12-19,2000.00,0.00,Contribution,011,C00435099,Bill Foster For Congress,H8IL14067,Foster,Bill,,Rep.,,H,IL,11,,,,,,,,Contribution
SB23,C00238725,51140984,,,CCM,Brittany Pettersen For Colorado,,,,,,PO Box 150887,,Lakewood,CO,80215,P2026,,2024-12-19,2000.00,0.00,Contribution,011,C00637215,Brittany Pettersen For Colorado,H8CO07045,Pettersen,Brittany,,Rep.,,H,CO,07,,,,,,,,Contribution
SB23,C00238725,51140985,,,CCM,Diana Degette For Congress,,,,,,PO Box 61337,,Denver,CO,80206,P2026,,2024-12-19,2000.00,0.00,Contribution,011,C00311639,Diana Degette For Congress,H6CO01141,DeGette,Diana,,Rep.,,H,CO,01,,,,,,,,Contribution
SB23,C00238725,51140986,,,CCM,Jason Crow For Congress,,,,,,8547 E Arapahoe Road,Ste J-543,Greenwood Village,CO,80112,P2026,,2024-12-19,2000.00,0.00,Contribution,011,C00637363,Jason Crow For Congress,H8CO06229,Crow,Jason,,Rep.,,H,CO,06,,,,,,,,Contribution
SB23,C00238725,51141949,,,CCM,Joe Neguse For Congress,,,,,,PO Box 7142,,Boulder,CO,80306,P2026,,2024-12-20,2000.00,0.00,Contribution,011,C00648253,Joe Neguse For Congress,H8CO02160,Neguse,Joe,,Rep.,,H,CO,02,,,,,,,,Contribution
SB23,C00238725,51141987,,,CCM,Mad 4 Pa PAC,,,,,,P.O. Box 444,,Glenside,PA,19038,P2026,,2024-12-20,2000.00,0.00,Contribution,011,C00670844,Mad 4 Pa PAC,H8PA04116,Dean,Madeleine,,Rep.,,H,PA,04,,,,,,,,Contribution
SB23,C00238725,51141988,,,CCM,Marc Veasey Congressional Campaign Committee,,,,,,PO Box 50084,,Fort Worth,TX,76105,P2026,,2024-12-20,2000.00,0.00,Contribution,011,C00506832,Marc Veasey Congressional Campaign Committee,H2TX33073,Veasey,Marc,,Rep.,,H,TX,33,,,,,,,,Contribution
SB23,C00238725,51141999,,,CCM,Salud Carbajal For Congress,,,,,,PO Box 1290,,Santa Barbara,CA,93102,P2026,,2024-12-20,2000.00,0.00,Contribution,011,C00576041,Salud Carbajal For Congress,H6CA24303,Carbajal,Salud,,Rep.,,H,CA,24,,,,,,,,Contribution
SB23,C00238725,51142000,,,CCM,Delbene For Congress,,,,,,PO Box 477,,Kirkland,WA,98083,P2026,,2024-12-20,2000.00,0.00,Contribution,011,C00459099,Delbene For Congress,H0WA08046,DelBene,Suzan,,Rep.,,H,WA,01,,,,,,,,Contribution
SB23,C00238725,51142021,,,CCM,Terri Sewell For Congress,,,,,,PO Box 1964,,Birmingham,AL,35201,P2026,,2024-12-20,2000.00,0.00,Contribution,011,C00458976,Terri Sewell For Congress,H0AL07086,Sewell,Terri,,Rep.,,H,AL,07,,,,,,,,Contribution
SB23,C00238725,51142185,,,CCM,Troy Carter For Congress,,,,,,PO Box 50730,,New Orleans,LA,70150,P2026,,2024-12-20,2000.00,0.00,Contribution,011,C00763649,Troy Carter For Congress,H2LA02149,Carter,Troy,,Rep.,,H,LA,02,,,,,,,,Contribution
SB23,C00238725,51142186,,,PAC,Razor PAC,,,,,,PO Box 508,,Rogers,AR,72757,,,2024-12-20,2500.00,0.00,2024 Contribution,011,,,,,,,,,,,,,,,,,,,2024 Contribution
SB23,C00238725,51142204,,,PAC,IMPACT Committee,,,,,,617 E. Custis Avenue,,Alexandria,VA,22301,,,2024-12-20,2500.00,0.00,2024 Contribution,011,C00525238,,H2OH03067,,,,,,,,,,,,,,,,2024 Contribution
SB23,C00238725,51146993,,,PAC,A Pleasant Peninsula PAC,,,,,,122 C Street NW,Suite 360,Washington,DC,20001,,,2024-12-26,2500.00,0.00,2024 Contribution,011,C00841908,,,,,,,,,,,,,,,,,,2024 Contribution
SB23,C00238725,51146994,,,PAC,Betty PAC,,,,,,PO Box 14141,,St. Paul,MN,55114,,,2024-12-26,5000.00,0.00,2024 Contribution,011,C00405050,,H0MN04049,,,,,,,,,,,,,,,,2024 Contribution
SB23,C00238725,51146996,,,PAC,Blue Nevada PAC,,,,,,4904 Camino Al Norte,#336664,North Las Vegas,NV,89033,,,2024-12-26,2500.00,0.00,2024 Contribution,011,,,,,,,,,,,,,,,,,,,2024 Contribution
SB23,C00238725,51146997,,,PAC,Common Good PAC,,,,,,PO Box 15320,,Washington,DC,20003,,,2024-12-26,2500.00,0.00,2024 Contribution,011,C00669929,,H6NY03247,,,,,,,,,,,,,,,,2024 Contribution
SB23,C00238725,51146998,,,PAC,Common Sense Colorado,,,,,,PO Box 1978,,Denver,CO,80201,,,2024-12-26,2500.00,0.00,2024 Contribution,011,C00491936,,S0CO00211,,,,,,,,,,,,,,,,2024 Contribution
SB23,C00238725,51146999,,,PAC,Community PAC,,,,,,827 Carlisle Road,,Stone Mountain,GA,30083,,,2024-12-26,2500.00,0.00,2024 Contribution,011,C00540989,,H6GA04129,,,,,,,,,,,,,,,,2024 Contribution
