form_type,filer_committee_id_number,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,expenditure_date,expenditure_purpose_descrip,beneficiary_committee_name,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,category_code,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,election_code,election_other_description,expenditure_amount,semi_annual_refunded_bundled_amt,memo_code,memo_text_description,image_number,beneficiary_committee_fec_id
SB29,C00832238,OFFICE DEPOT (ON-LINE PURCHASE),,,,,,6600 N MILITARY TRL,,BOCA RATON,FL,33496,2023-09-26,ADDRESS LABEL STOCK,,OHIO BALLOT ISSUE ONE,,,,,006,,,,G,,477.86,,,,202312150300455896
SB29,C00832238,VISTA PRINT (ON-LINE PURCHASE),,,,,,,,,,,2023-10-07,PRINTING OF CARDS,,OHIO BALLOT ISSUE ONE,,,,,006,,,,G,,7192.18,,,,202312150300455898
SB29,C00832238,PITNEY BOWES,,,,,,235 PEACHTREE ST,,ATLANTA,GA,30303,2023-10-08,MAILING EXPENSE,,OHIO BALLOT ISSUE ONE,,,,,006,,,,G,,900.00,,,,202312150300455897
SB29,C00832238,JP MORGAN CHARC BANK,,,,,,401 SIR FRANCIS DRAKE BLVD,,GREENBRAE,CA,94904,2023-09-26,PURCHASE CHECKS,,OHIO BALLOT ISSUE ONE,,,,,006,,,,G,,6.00,,,,202312150300455895
SB29,C00832238,QUICKBOOKS,,,,,,2601 GARCIA AVE,,MOUNTAIN VIEW,CA,94043,2023-09-26,PURCHASE PAPER CHECKS,,OHIO BALLOT ISSUE ONE,,,,,006,,,,G,,77.91,,,,202312150300455897
SB29,C00832238,STAPLES,,,,,,655 IRWIN ST,,SAN RAFAEL,CA,94901,2023-09-27,,,OHIO BALLOT ISSUE ONE,,,,,006,,,,G,,21.84,,,,202312150300455897
SB29,C00832238,USPS,,,,,,40 BELLAM AVE,,SAN RAFAEL,CA,94901,2023-10-16,MAILING EXPENSES,,OHIO BALLOT ISSUE ONE,,,,,006,,,,G,,9120.30,,,,202312150300455898
SB29,C00832238,FREELANCER.COM (ON-LINE PURCHASE),,,,,,WEBSITE IN AUSTRALIA,,,,,2023-09-19,TECH WORK SORTING DATA FILES,,OHIO BALLOT ISSUE ONE,,,,,006,,,,G,,256.05,,,,202312150300455896
SB29,C00832238,COPY EXPRESS,,,,,,715 - 4TH ST,,SAN RAFAEL,CA,94901,2023-09-28,PRINTING ADDRESS LABELS,,OHIO BALLOT ISSUE ONE,,,,,006,,,,G,,609.13,,,,202312150300455895
SB29,C00832238,GENDER API.COM (ON-LINE PURCHASE),,,,,,WEBSITE IN GERMANY,,PASSAN,,,2023-09-20,IDENTIFY FEMALE VOTERS ON OH VOTER FIL,,OHIO BALLOT ISSUE ONE,,,,,006,,,,G,,198.01,,,,202312150300455896
SB29,C00832238,AMAZON,,,,,,440 TERRY AVE N,,SEATTLE,WA,08109,2023-09-16,ADDRESS LABEL STOCK,,OHIO BALLOT ISSUE ONE,,,,,006,,,,G,,494.49,,,,202312150300455895
