form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00772517,500066250,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-12,1228.91,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00772517,500066180,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2024-11-21,7571.47,0.00,Credit Card Payment - See Below if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00772517,500066200,500066180,SB21B,ORG,"Uber Technologies, Inc.",,,,,,800 Market St,Fl 7,San Francisco,CA,941023034,,,2024-11-21,29.90,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00772517,500066210,500066180,SB21B,ORG,Fine Flowers,,,,,,1105 S Rainbow Blvd,Ste 104,Las Vegas,NV,891461066,,,2024-11-21,110.00,0.00,Thank You Gift,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00772517,500066230,500066180,SB21B,ORG,Marriott International,,,,,,10400 Fernwood Rd,,Bethesda,MD,208171102,,,2024-11-21,371.27,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00772517,500066190,500066180,SB21B,ORG,Southwest Airlines,,,,,,2702 Love Field Dr,,Dallas,TX,752351908,,,2024-11-21,-299.98,0.00,Refund from Vendor,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00772517,500066201,500066180,SB21B,ORG,Starbucks Coffee Company,,,,,,3805 E Flamingo Rd,,Las Vegas,NV,891216258,,,2024-11-21,32.21,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00772517,500066211,500066180,SB21B,ORG,Fine Flowers,,,,,,1105 S Rainbow Blvd,Ste 104,Las Vegas,NV,891461066,,,2024-11-21,118.00,0.00,Thank You Gift,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00772517,500066221,500066180,SB21B,ORG,Fine Flowers,,,,,,1105 S Rainbow Blvd,Ste 104,Las Vegas,NV,891461066,,,2024-11-21,135.78,0.00,Thank You Gift,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00772517,500066231,500066180,SB21B,ORG,Marriott International,,,,,,10400 Fernwood Rd,,Bethesda,MD,208171102,,,2024-11-21,372.27,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00772517,500066191,500066180,SB21B,ORG,Marriott International,,,,,,10400 Fernwood Rd,,Bethesda,MD,208171102,,,2024-11-21,-1.00,0.00,Refund from Vendor,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00772517,500066202,500066180,SB21B,ORG,Starbucks Coffee Company,,,,,,3805 E Flamingo Rd,,Las Vegas,NV,891216258,,,2024-11-21,49.80,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00772517,500066212,500066180,SB21B,ORG,Fine Flowers,,,,,,1105 S Rainbow Blvd,Ste 104,Las Vegas,NV,891461066,,,2024-11-21,120.00,0.00,Thank You Gift,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00772517,500066222,500066180,SB21B,ORG,Fine Flowers,,,,,,1105 S Rainbow Blvd,Ste 104,Las Vegas,NV,891461066,,,2024-11-21,145.00,0.00,Thank You Gift,,,,,,,,,,,,,,,,,,,X,*
