form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00832162,SB29.4214,,,ORG,10Six Consulting LLC,,,,,,PO Box 183,,Hudson,WI,54016,,,2024-05-06,2100.00,,Direct mailpiece to unknown vendor for Non Federal races,,,,,,,,,,,,,,,,,,,,
SB29,C00832162,SB29.4192,,,ORG,10Six Consulting LLC,,,,,,PO Box 183,,Hudson,WI,54016,P2024,,2024-05-17,7250.00,,MEMO ENTRIES: See Below,,,,,,,,,,,,,,,,,,,,
SB29,C00832162,SB29.4192.0,SB29.4192,SB29,ORG,Direct Wins LLC,,,,,,401 NE 46th St.,,Oklahoma City,OK,73105,P2024,,2024-05-17,7250.00,,Texting in support of WVLD13 Pinson opposition Karnes (Non Federal),,,,,,,,,,,,,,,,,,,X,
SB29,C00832162,SB29.4194,,,ORG,10Six Consulting LLC,,,,,,PO Box 183,,Hudson,WI,54016,P2024,,2024-05-17,1690.59,,MEMO ENTRIES: See Below,,,,,,,,,,,,,,,,,,,,
SB29,C00832162,SB29.4194.0,SB29.4194,SB29,ORG,Direct Wins LLC,,,,,,401 NE 46th St.,,Oklahoma City,OK,73105,P2024,,2024-05-17,1690.59,,Direct Mail in Support of WVLD13 Pinson (Non Federal),,,,,,,,,,,,,,,,,,,X,
SB29,C00832162,SB29.4208,,,ORG,10Six Consulting LLC,,,,,,PO Box 183,,Hudson,WI,54016,P2024,,2024-05-17,7776.40,,Comparison Piece - Non Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00832162,SB29.4210,,,ORG,10Six Consulting LLC,,,,,,PO Box 183,,Hudson,WI,54016,P2024,,2024-05-17,7500.00,,Direct mailpiece to unknown vendor for Non Federal races,,,,,,,,,,,,,,,,,,,,
SB29,C00832162,SB29.4212,,,ORG,10Six Consulting LLC,,,,,,PO Box 183,,Hudson,WI,54016,,,2024-05-17,1000.00,,Direct mailpiece to unknown vendor for Non Federal races,,,,,,,,,,,,,,,,,,,,
SB29,C00832162,SB29.4196,,,ORG,Camp Political LLC,,,,,,401 NE 46th St.,,Oklahoma City,OK,73105,P2024,,2024-04-18,5000.00,,"Voter ID for State Governor, SOS, AG & Auditor (Non Federal)",,,,,,,,,,,,,,,,,,,,
SB29,C00832162,SB29.4198,,,ORG,Camp Political LLC,,,,,,401 NE 46th St.,,Oklahoma City,OK,73105,P2024,,2024-04-19,8658.00,,Direct Mail in Support of WVSOS Warner  - Non Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00832162,SB29.4182,,,ORG,Direct Wins LLC,,,,,,401 NE 46th St.,,Oklahoma City,OK,73105,P2024,,2024-04-18,52389.00,,Direct Mail in Support of WVSOS Warner  - Non Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00832162,SB29.4184,,,ORG,Direct Wins LLC,,,,,,401 NE 46th St.,,Oklahoma City,OK,73105,P2024,,2024-04-18,52389.00,,Direct mail contrast piece Support WV SOS Warner oppose Skaff  (Non Federal),,,,,,,,,,,,,,,,,,,,
SB29,C00832162,SB29.4186,,,ORG,Direct Wins LLC,,,,,,401 NE 46th St.,,Oklahoma City,OK,73105,P2024,,2024-05-02,52389.00,,Direct Mail in Opposition WVSOS Skaff (Non Federal),,,,,,,,,,,,,,,,,,,,
SB29,C00832162,SB29.4188,,,ORG,Direct Wins LLC,,,,,,401 NE 46th St.,,Oklahoma City,OK,73105,P2024,,2024-05-07,52389.00,,Direct Mail in Support of WVSOS Warner (Non federal),,,,,,,,,,,,,,,,,,,,
SB29,C00832162,SB29.4190,,,ORG,Direct Wins LLC,,,,,,401 NE 46th St.,,Oklahoma City,OK,73105,P2024,,2024-05-07,8728.32,,Direct Mail in Oppositon to WVSD11 Karnes (Non Federal),,,,,,,,,,,,,,,,,,,,
SB29,C00832162,SB29.4207,,,ORG,Percipient Strategies LLC,,,,,,PO Box 71613,,Washington,DC,20024,P2024,,2024-04-22,4000.00,,Research in Oppositon to WVSD11 Karnes (Non Federal),,,,,,,,,,,,,,,,,,,,
SB29,C00832162,SB29.4200,,,ORG,Win Political,,,,,,1632 S Denver Ave,,Tulsa,OK,74199,,,2024-04-02,12500.00,,Brand Awarness,,,,,,,,,,,,,,,,,,,,
