form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00790790,EB3908,,,ORG,Kherut,,,,,,"1112 North Brookhurst Street, Unit",,Corona Del Mar,CA,92625,,,2024-07-29,1378.00,,Luncheon catering,007,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,XB4EB3908,EB3908,SB21B,ORG,California Department of Tax and Fee Administration (CDTFA),,,,,,450 N Street,,Sacramento,CA,95814,,,2024-07-29,198.19,,Luncheon catering,007,,,,,,,,,,,,Kherut,"1112 North Brookhurst Street, Unit",,Corona Del Mar,CA,92625,X,
SB21B,C00790790,EB4125,,,IND,,Lowe,Rachel,,,,157 Sanctuary,,Irvine,CA,92620,,,2024-07-01,200.00,,Website,001,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,EB4126,,,IND,,Lowe,Rachel,,,,157 Sanctuary,,Irvine,CA,92620,,,2024-08-01,200.00,,Website,001,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,EB4127,,,IND,,Lowe,Rachel,,,,157 Sanctuary,,Irvine,CA,92620,,,2024-09-03,200.00,,Website,001,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,EB3913,,,ORG,S.E. Owens & Company,,,,,,"312 Clay Street, Suite 300",,Oakland,CA,94607,,,2024-07-08,350.00,,Accounting & Compliance Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,EB4128,,,ORG,S.E. Owens & Company,,,,,,"312 Clay Street, Suite 300",,Oakland,CA,94607,,,2024-08-21,350.00,,Accounting & Compliance Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,EB4297,,,ORG,S.E. Owens & Company,,,,,,"312 Clay Street, Suite 300",,Oakland,CA,94607,,,2024-09-15,350.00,,Accounting & Compliance Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,EB3875,,,ORG,Santa Ana Country Club,,,,,,20382 Newport Boulevard,,Santa Ana,CA,92707,,,2024-07-18,3126.48,,Luncheon,007,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,XB3EB3875,EB3875,SB21B,ORG,California Department of Tax and Fee Administration (CDTFA),,,,,,450 N Street,,Sacramento,CA,95814,,,2024-07-18,224.88,,Luncheon,007,,,,,,,,,,,,Santa Ana Country Club,20382 Newport Boulevard,,Santa Ana,CA,92707,X,
SB21B,C00790790,EB4279,,,ORG,Santa Ana Country Club,,,,,,20382 Newport Boulevard,,Santa Ana,CA,92707,,,2024-09-24,2124.00,,Luncheon,007,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,EB4376,,,ORG,Santa Ana Country Club,,,,,,20382 Newport Boulevard,,Santa Ana,CA,92707,,,2024-09-26,684.39,,Luncheon,007,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,EB4059,,,ORG,Savor,,,,,,"1112 N. Brookhurst Street, Unit 6",,Anaheim,CA,92801,,,2024-08-18,1421.61,,Catering services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,XB5EB4059,EB4059,SB21B,ORG,California Department of Tax and Fee Administration (CDTFA),,,,,,450 N Street,,Sacramento,CA,95814,,,2024-08-18,201.36,,Catering services,001,,,,,,,,,,,,Savor,"1112 N. Brookhurst Street, Unit 6",,Anaheim,CA,92801,X,
SB21B,C00790790,EB3822,,,ORG,Stripe,,,,,,354 Oyster Point Blvd,,South San Francisc,CA,94080,,,2024-07-01,20.24,,Credit Card Fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,EB3823,,,ORG,Stripe,,,,,,354 Oyster Point Blvd,,South San Francisc,CA,94080,,,2024-07-03,23.64,,Credit Card Fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,EB3851,,,ORG,Stripe,,,,,,354 Oyster Point Blvd,,South San Francisc,CA,94080,,,2024-07-06,4.38,,Credit Card Fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,EB3852,,,ORG,Stripe,,,,,,354 Oyster Point Blvd,,South San Francisc,CA,94080,,,2024-07-07,3.93,,Credit Card Fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,EB3853,,,ORG,Stripe,,,,,,354 Oyster Point Blvd,,South San Francisc,CA,94080,,,2024-07-08,31.97,,Credit Card Fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,EB3854,,,ORG,Stripe,,,,,,354 Oyster Point Blvd,,South San Francisc,CA,94080,,,2024-07-09,16.31,,Credit Card Fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,EB3869,,,ORG,Stripe,,,,,,354 Oyster Point Blvd,,South San Francisc,CA,94080,,,2024-07-10,12.38,,Credit Card Fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,EB3870,,,ORG,Stripe,,,,,,354 Oyster Point Blvd,,South San Francisc,CA,94080,,,2024-07-13,4.38,,Credit Card Fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,EB3871,,,ORG,Stripe,,,,,,354 Oyster Point Blvd,,South San Francisc,CA,94080,,,2024-07-14,4.38,,Credit Card Fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00790790,EB3872,,,ORG,Stripe,,,,,,354 Oyster Point Blvd,,South San Francisc,CA,94080,,,2024-07-15,37.14,,Credit Card Fees,003,,,,,,,,,,,,,,,,,,,
