form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00028860,SB23.9766,,,CCM,BARBARA LEE FOR US SENATE,,,,,,PO BOX 6787,,OAKLAND,CA,94603,E2024,Recount,2024-10-22,5000.00,,CONTRIBUTION,,C00833608,,,,,,,,S,CA,00,,,,,,,,
SB23,C00028860,SB23.9768,,,CCM,BARBARA LEE FOR US SENATE,,,,,,PO BOX 6787,,OAKLAND,CA,94603,G2024,,2024-10-22,5000.00,,CONTRIBUTION,,C00833608,,,,,,,,S,CA,00,,,,,,,,
SB23,C00028860,SB23.9769,,,CCM,BEATTY FOR CONGRESS,,,,,,222 EAST TOWN STREET,SUITE 2W,COLUMBUS,OH,43215,G2024,,2024-10-22,2500.00,,CONTRIBUTION,,C00507368,,,,,,,,H,OH,03,,,,,,,,
SB23,C00028860,SB23.9770,,,CCM,BUDZINSKI VICTORY FUND,,,,,,PO BOX 5171,,SPRINGFIELD,IL,62705,O2024,,2024-10-22,4000.00,,ANNUAL CONTRIBUTION,,C00819441,,,,,,,,,,,,,,,,,,
SB23,C00028860,SB23.9773,,,CCM,CASTEN FOR CONGRESS,,,,,,PO BOX 132,,DOWNERS GROVE,IL,60515,G2024,,2024-10-23,2500.00,,CONTRIBUTION,,C00648493,,,,,,,,H,IL,06,,,,,,,,
SB23,C00028860,SB23.9774,,,CCM,CHRISTINA BOHANNAN FOR CONGRESS,,,,,,P.O. BOX 722,,IOWA CITY,IA,52244,G2024,,2024-10-23,5000.00,,CONTRIBUTION,,C00787820,,,,,,,,H,IA,01,,,,,,,,
SB23,C00028860,SB23.9775,,,CCM,CITIZENS FOR PETER BARCA,,,,,,PO BOX 1509,,KENOSHA,WI,53141,G2024,,2024-10-23,5000.00,,CONTRIBUTION,,C00876490,,,,,,,,H,WI,01,,,,,,,,
SB23,C00028860,SB23.9777,,,CCM,CLEO FIELDS FOR CONGRESS COMMITTEE,,,,,,7990 SCENIC HIGHWAY-SUITE 201,,BATON ROUGE,LA,70807,G2024,,2024-10-23,5000.00,,CONTRIBUTION,,C00241943,,,,,,,,H,LA,04,,,,,,,,
SB23,C00028860,SB23.9779,,,PAC,COMMITTEE FOR A DEMOCRATIC FUTURE,,,,,,6129 LONGMEADOW RD,,MCLEAN,VA,22101,O2024,,2024-10-23,5000.00,,ANNUAL CONTRIBUTION,,C00370122,,,,,,,,,,,,,,,,,,
SB23,C00028860,SB23.9780,,,CCM,COOKE FOR CONGRESS,,,,,,P.O. BOX 1846,,EAU CLAIRE,WI,54702,G2024,,2024-10-22,5000.00,,CONTRIBUTION,,C00844993,,,,,,,,H,WI,03,,,,,,,,
SB23,C00028860,SB23.9782,,,CCM,Dave Min for Congress,,,,,,PO Box 5959,,Irvine,CA,92616,E2024,Recount,2024-11-21,5000.00,,CONTRIBUTION,,C00831537,,,,,,,,H,CA,47,,,,,,,,
SB23,C00028860,SB23.9783,,,CCM,DEBBIE FOR FLORIDA,,,,,,PO BOX 432250,,SOUTH MIAMI,FL,33243,G2024,,2024-10-22,5000.00,,CONTRIBUTION,,C00848648,,,,,,,,S,FL,00,,,,,,,,
SB23,C00028860,SB23.9785,,,CCM,DEBORAH ROSS FOR CONGRESS,,,,,,PO BOX 28258,,RALEIGH,NC,27611,G2024,,2024-10-22,2500.00,,CONTRIBUTION,,C00729277,,,,,,,,H,NC,05,,,,,,,,
SB23,C00028860,SB23.9788,,,PAC,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,,,,,,15 N. PINCKNEY ST,SUITE 200,MADISON,WI,53703,O2024,,2024-10-24,5000.00,,ANNUAL CONTRIBUTION,,C00019331,,,,,,,,,,,,,,,,,,
SB23,C00028860,SB23.9789,,,CCM,FRIENDS OF JANELLE STELSON,,,,,,PO BOX 41,,LEMOYNE,PA,17043,G2024,,2024-10-23,5000.00,,CONTRIBUTION,,C00852368,,,,,,,,H,PA,10,,,,,,,,
SB23,C00028860,SB23.9791,,,CCM,FRIENDS OF RAJA FOR CONGRESS,,,,,,PO BOX 681202,,SCHAUMBURG,IL,60168,G2024,,2024-10-22,2500.00,,CONTRIBUTION,,C00575092,,,,,,,,H,IL,08,,,,,,,,
SB23,C00028860,SB23.9792,,,PAC,HOUSE MAJORITY PAC,,,,,,1032 15TH STREET NW,SUITE 247,WASHINGTON,DC,20005,O2024,,2024-10-24,250000.00,,CONTRIBUTION,,C00495028,,,,,,,,,,,,,,,,,,
