form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00829721,SB21B.I293,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-07-01,42.12,,MERCHANT FEE,003,,,,,,,,,,,,  ,,,,,,,
SB21B,C00829721,SB21B.I104,,,ORG,INFORMATION CATALOGING STRATEGIES,,,,,,269 BILLINGS HILL RD,,STOWE,VT,05672,,,2024-07-01,14482.23,,DIGITAL ADVERTISING,004,,,,,,,,,,,,  ,,,,,,,
SB21B,C00829721,SB21B.I168,,,ORG,INFORMATION CATALOGING STRATEGIES,,,,,,269 BILLINGS HILL RD,,STOWE,VT,05672,,,2024-07-01,15000.00,,STRATEGY CONSULTING,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00829721,SB21B.I292,,,ORG,INFORMATION CATALOGING STRATEGIES,,,,,,269 BILLINGS HILL RD,,STOWE,VT,05672,,,2024-07-01,10.00,,FUNDRAISING CONSULTING,003,,,,,,,,,,,,  ,,,,,,,
SB21B,C00829721,SB21B.I358,,,ORG,MARRIOTT,,,,,,7750 WISCONSIN AVE,,BETHESDA,MD,20814,,,2024-07-01,182.04,,LODGING,002,,,,,,,,,,,,  ,,,,,,,
SB21B,C00829721,SB21B.I360,,,ORG,MARRIOTT,,,,,,7750 WISCONSIN AVE,,BETHESDA,MD,20814,,,2024-07-01,209.79,,LODGING,002,,,,,,,,,,,,  ,,,,,,,
SB21B,C00829721,SB21B.I361,,,ORG,MARRIOTT,,,,,,7750 WISCONSIN AVE,,BETHESDA,MD,20814,,,2024-07-01,182.04,,LODGING,002,,,,,,,,,,,,  ,,,,,,,
SB21B,C00829721,SB21B.I294,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-07-03,444.16,,MERCHANT FEE,003,,,,,,,,,,,,  ,,,,,,,
SB21B,C00829721,SB21B.I362,,,ORG,UBER,,,,,,1455 MARKET STREET,4TH FLOOR,SAN FRANCISCO,CA,94103,,,2024-07-03,57.29,,GROUND TRANSPORTATION,002,,,,,,,,,,,,  ,,,,,,,
SB21B,C00829721,SB21B.I363,,,ORG,UBER,,,,,,1455 MARKET STREET,4TH FLOOR,SAN FRANCISCO,CA,94103,,,2024-07-03,71.92,,GROUND TRANSPORTATION,002,,,,,,,,,,,,  ,,,,,,,
