form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00540898,SB21B.I6738,,,ORG,AMERICAN EXPRESS,,,,,,WORLD FINANCIAL CENTER,,NEW YORK,NY,10285,,,2024-10-14,8032.55,,SEE MEMO ENTRY,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00540898,SB21B.I6739,SB21B.I6738,SB21B,ORG,UNITED STATES POSTAL SERVICE,,,,,,475 L'ENFANT PLAZA,,WASHINGTON,DC,20590,,,2024-10-14,8032.55,,PAC SHIPPING & POSTAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00540898,SB21B.I6766,,,ORG,"BELIEVE MEDIA, LLC",,,,,,41898 BENINGBROUGH PLACE,,LEESBURG,VA,20176,,,2024-10-14,116.10,,PAC DIGITAL MARKETING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00540898,SB21B.I6759,,,ORG,CAPITAL BANK,,,,,,2275 RESEARCH BOULEVARD,,ROCKVILLE,MD,20850,,,2024-10-16,691.90,,PAC BANK FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00540898,SB21B.I6763,,,ORG,CHAINBRIDGE BANK,,,,,,1445 LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-10-16,50.00,,PAC BANK FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00540898,SB21B.I6765,,,ORG,CHAINBRIDGE BANK,,,,,,1445 LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-10-11,150.00,,PAC BANK FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00540898,SB21B.I6760,,,ORG,"CHEK FINANCIAL, INC.",,,,,,777 BRICKELL AVENUE,,MIAMI,FL,33131,,,2024-10-16,10000.00,,PAC PAYROLL EXPENSE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00540898,SB21B.I6761,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD ,SUITE 400,TYSONS CORNER,VA,22182,,,2024-10-16,750.00,,PAC SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00540898,SB21B.I6752,,,ORG,COMPASS LEGAL GROUP,,,,,,300 INDEPENDENCE AVENUE SOUTHEAST,,WASHINGTON,DC,20003,,,2024-10-16,6071.25,,PAC LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00540898,SB21B.I6730,,,ORG,DIRECT RESPONSE GROUP,,,,,,16845 N 29TH AVE,STE 1-550,PHOENIX,AZ,85053,,,2024-10-04,7470.25,,PAC TELEMARKETING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00540898,SB21B.I6753,,,ORG,DIRECT RESPONSE GROUP,,,,,,16845 N 29TH AVE,STE 1-550,PHOENIX,AZ,85053,,,2024-10-16,4180.07,,PAC TELEMARKETING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00540898,SB21B.I6743,,,ORG,MUSTARD SEED INTERACTIVE,,,,,,PO BOX 488,,GREENWOOD,IN,46142,,,2024-10-14,19.71,,PAC DIGITAL MARKETING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00540898,SB21B.I6747,,,ORG,NUMINAR INC.,,,,,,1201 WILSON BOULEVARD,,ARLINGTON,VA,22209,,,2024-10-11,32000.00,,PAC DATA RESEARCH,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00540898,SB21B.I6748,,,ORG,NUMINAR INC.,,,,,,1201 WILSON BOULEVARD,,ARLINGTON,VA,22209,,,2024-10-14,20000.00,,PAC DATA RESEARCH,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00540898,SB21B.I6754,,,ORG,PEOPLE ENTERPRISES,,,,PEOP,,2633 COOL STONE BEND DRIVE,,AUBURN,AL,36832,,,2024-10-11,2887.29,,PAC FIELD CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00540898,SB21B.I6755,,,ORG,PROFESSIONAL DATA SERVICES INC.,,,,,,824 S MILLEDGE AVE STE 101,,ATHENS,GA,30605,,,2024-10-16,4036.77,,PAC COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
