form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00540229,SB21B.46688,,,ORG,"AMERICAN DATA, LLC",,,,,,11110 SUNSET HILLS ROAD,PO BOX 3823,RESTON,VA,20190,G2024,,2024-05-31,9747.47,,LIST RENTAL- TRUMP MAILER,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46702,,,ORG,"AMERICAN DATA, LLC",,,,,,11110 SUNSET HILLS ROAD,PO BOX 3823,RESTON,VA,20190,G2024,,2024-06-21,32630.15,,LIST RENTAL- TRUMP MAILER,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46665,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,G2024,,2024-05-08,496.87,,ONLINE PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46666,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,G2024,,2024-05-08,168.97,,ONLINE PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46668,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,G2024,,2024-05-10,367.31,,ONLINE PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46671,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,G2024,,2024-05-16,46.66,,ONLINE PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46679,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,G2024,,2024-05-20,55.24,,ONLINE PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46680,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,G2024,,2024-05-22,66.89,,ONLINE PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46683,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,G2024,,2024-05-24,120.22,,ONLINE PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46684,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,G2024,,2024-05-29,185.42,,ONLINE PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46685,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,G2024,,2024-05-30,47.00,,ONLINE PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46686,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,G2024,,2024-05-30,15.00,,ONLINE PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46695,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,G2024,,2024-06-04,276.25,,ONLINE PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46696,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,G2024,,2024-06-07,79.62,,ONLINE PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46697,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,G2024,,2024-06-13,360.07,,ONLINE PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46700,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,G2024,,2024-06-17,44.62,,ONLINE PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46701,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,G2024,,2024-06-18,92.23,,ONLINE PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46706,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,G2024,,2024-06-24,28.00,,ONLINE PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46710,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,G2024,,2024-06-25,210.95,,ONLINE PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46716,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,G2024,,2024-06-27,308.18,,ONLINE PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46694,,,ORG,CAMPAIGN COMPLIANCE CENTER,,,,,,7151 RICHMOND ROAD,SUITE 201A,WILLIAMSBURG,VA,23188,G2024,,2024-06-02,3000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.46703,,,ORG,CAMPAIGN COMPLIANCE CENTER,,,,,,7151 RICHMOND ROAD,SUITE 201A,WILLIAMSBURG,VA,23188,G2024,,2024-06-21,3000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00540229,SB21B.103264,,,ORG,CMDI,,,,,,1593 Spring Hill Rd,#400,Vienna,VA,22182,G2024,,2024-04-23,250.00,,Database Hosting,,C00540229,CONSTITUTIONAL RIGHTS PAC,,,,,,,,,,,,,,,,,
