form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00674093,500119305,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-27,0.40,0.00,Merchant Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00674093,500119876,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-17,0.99,0.00,Merchant Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00674093,500120193,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-24,0.40,0.00,Merchant Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00674093,19613067I,19613067,SA17,ORG,Brady Campaign To Prevent Gun Violence,,,,,,840 1St St NE,Ste 400,Washington,DC,200028040,,,2024-11-01,5000.00,0.00,Non-Contribution Account: Payment For Strategic Consulting,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB29,C00674093,500119429,,,ORG,"Sandler, Reiff, Lamb, Rosenstein & Birkenstock, P.C.",,,,,,1090 Vermont Ave NW,,Washington,DC,200054905,,,2024-10-29,1215.00,0.00,Legal Services - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00674093,500119430,,,ORG,"Sandler, Reiff, Lamb, Rosenstein & Birkenstock, P.C.",,,,,,1090 Vermont Ave NW,,Washington,DC,200054905,,,2024-10-29,202.50,0.00,Legal Services - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00674093,500119431,,,ORG,"Sandler, Reiff, Lamb, Rosenstein & Birkenstock, P.C.",,,,,,1090 Vermont Ave NW,,Washington,DC,200054905,,,2024-10-29,270.00,0.00,Legal Services - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00674093,500119432,,,ORG,"Sandler, Reiff, Lamb, Rosenstein & Birkenstock, P.C.",,,,,,1090 Vermont Ave NW,,Washington,DC,200054905,,,2024-10-29,1282.50,0.00,Legal Services - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00674093,500119433,,,ORG,"Sandler, Reiff, Lamb, Rosenstein & Birkenstock, P.C.",,,,,,1090 Vermont Ave NW,,Washington,DC,200054905,,,2024-10-29,135.00,0.00,Legal Services - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00674093,500119434,,,ORG,"Sandler, Reiff, Lamb, Rosenstein & Birkenstock, P.C.",,,,,,1090 Vermont Ave NW,,Washington,DC,200054905,,,2024-10-29,810.00,0.00,Legal Services - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
