form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00806612,SB21B.I5119,,,ORG,ONMESSAGE INC,,,,,,716 GIDDINGS AVE #41,,ANNAPOLIS,MD,21401,,,2024-01-03,7500.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5171,,,ORG,TARGETED VICTORY,,,,,,"2311 WILSON BLVD, SUITE 200",,ARLINGTON,VA,22201,,,2024-01-03,10960.23,,P2P MESSAGING / EMAIL COMMUNICATION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5026,,,ORG,DONORBUREAU,,,,,,1900 N CULPEPER ST,,ARINGTON,VA,22207,,,2024-01-04,14.00,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5052,,,ORG,IMGE,,,,,,"108 S WASHINGTON STREET, 2ND FLOOR",,ALEXANDRIA,VA,22314,,,2024-01-04,12.00,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5093,,,ORG,ONMESSAGE DIGITAL FUNDRAISING,,,,,,705 MELVIN AVE #105,,ANNAPOLIS,MD,21401,,,2024-01-04,29.47,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5149,,,ORG,RIGHT RAIL LIST CO,,,,,,817 SLATERS LANE,,ALEXANDRIA,VA,22314,,,2024-01-04,52.00,,DIGITAL FUNDRAISING CONSULTING / LIST RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5176,,,ORG,"WIN RED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-01-04,32.37,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5053,,,ORG,IMGE,,,,,,"108 S WASHINGTON STREET, 2ND FLOOR",,ALEXANDRIA,VA,22314,,,2024-01-05,6.64,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5094,,,ORG,ONMESSAGE DIGITAL FUNDRAISING,,,,,,705 MELVIN AVE #105,,ANNAPOLIS,MD,21401,,,2024-01-05,1.40,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5177,,,ORG,"WIN RED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-01-05,33.47,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5095,,,ORG,ONMESSAGE DIGITAL FUNDRAISING,,,,,,705 MELVIN AVE #105,,ANNAPOLIS,MD,21401,,,2024-01-08,-16.24,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5178,,,ORG,"WIN RED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-01-08,79.40,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I4992,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201,ST. THOMAS,VI,00802,,,2024-01-09,128.70,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5027,,,ORG,DONORBUREAU,,,,,,1900 N CULPEPER ST,,ARINGTON,VA,22207,,,2024-01-09,42.00,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5054,,,ORG,IMGE,,,,,,"108 S WASHINGTON STREET, 2ND FLOOR",,ALEXANDRIA,VA,22314,,,2024-01-09,11.36,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5096,,,ORG,ONMESSAGE DIGITAL FUNDRAISING,,,,,,705 MELVIN AVE #105,,ANNAPOLIS,MD,21401,,,2024-01-09,16.97,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5179,,,ORG,"WIN RED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-01-09,399.37,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I4993,,,ORG,BETTER MOUSETRAP DIGITAL,,,,,,6501 RED HOOK PLAZA,SUITE 201,ST. THOMAS,VI,00802,,,2024-01-10,421.83,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5014,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,22812,,,2024-01-10,438.80,,DATABASE MANAGEMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00806612,SB21B.I5055,,,ORG,IMGE,,,,,,"108 S WASHINGTON STREET, 2ND FLOOR",,ALEXANDRIA,VA,22314,,,2024-01-10,9.84,,DIGITAL FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
