form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00002972,500016666,,,PAC,America's Electric Cooperative PAC - Oklahoma,,,,,,PO Box 54309,,Oklahoma City,OK,731541309,,,2024-05-16,8805.87,0.00,,,C00133561,,,,,,,,,,,,,,,,,,
SB22,C00002972,500016660,,,PAC,Electric Power Assoc Of Ms Acre,,,,,,PO Box 3300,,Ridgeland,MS,391583300,,,2024-05-16,5541.90,0.00,,,C00004952,,,,,,,,,,,,,,,,,,
SB22,C00002972,500016652,,,PAC,ICUA PAC,,,,,,1150 N 3400 E,,Ashton,ID,834205624,,,2024-05-16,1291.15,0.00,,,C00215509,,,,,,,,,,,,,,,,,,
SB22,C00002972,500016681,,,PAC,ICUA PAC,,,,,,1150 N 3400 E,,Ashton,ID,834205624,,,2024-05-30,3466.75,0.00,,008,C00215509,,,,,,,,,,,,,,,,,,
SB22,C00002972,500016654,,,PAC,Kansas Acre,,,,,,PO Box 4267,,Topeka,KS,666040267,,,2024-05-16,6762.00,0.00,,,C00010561,,,,,,,,,,,,,,,,,,
SB22,C00002972,500016656,,,PAC,Louisiana Acre,,,,,,10725 Airline Hwy,,Baton Rouge,LA,708164213,,,2024-05-16,5616.65,0.00,,,C00083337,,,,,,,,,,,,,,,,,,
SB22,C00002972,500016659,,,PAC,Missouri Electric Cooperatives PAC,,,,,,PO Box 1645,,Jefferson City,MO,651021645,,,2024-05-16,19092.04,0.00,,,C00008169,,,,,,,,,,,,,,,,,,
SB22,C00002972,500016661,,,PAC,Montana'S Electric Cooperatives PAC,,,,,,PO Box 1306,,Great Falls,MT,594031306,,,2024-05-16,1199.00,0.00,,,C00139360,,,,,,,,,,,,,,,,,,
SB22,C00002972,500016665,,,PAC,Ohio Action Committe For Rural Electrifical,,,,,,6677 Busch Blvd,,Columbus,OH,432291101,,,2024-05-16,31905.52,0.00,,,C00040881,,,,,,,,,,,,,,,,,,
SB22,C00002972,500016655,,,PAC,Speak Up For Rural Electrification Committee,,,,,,PO Box 32170,,Louisville,KY,402322170,,,2024-05-16,4837.71,0.00,,,C00007849,,,,,,,,,,,,,,,,,,
SB22,C00002972,500016674,,,PAC,Wyoming Rural Electric Association Acre,,,,,,2312 Carey Ave,,Cheyenne,WY,820013627,,,2024-05-16,2536.97,0.00,,,C00276485,,,,,,,,,,,,,,,,,,
