form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00802389,500430438,,,ORG,Abundance Strategies,,,,,,5009 Belt Rd NW,,Washington,DC,200164234,,,2023-08-04,28043.75,0.00,Consulting - Project Management,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430443,,,ORG,Abundance Strategies,,,,,,5009 Belt Rd NW,,Washington,DC,200164234,,,2023-08-09,28250.00,0.00,Consulting - Project Management,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430452,,,ORG,Abundance Strategies,,,,,,5009 Belt Rd NW,,Washington,DC,200164234,,,2023-09-27,30518.75,0.00,Consulting - Project Management,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430460,,,ORG,Abundance Strategies,,,,,,5009 Belt Rd NW,,Washington,DC,200164234,,,2023-11-08,31825.00,0.00,Consulting - Project Management,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430469,,,ORG,Abundance Strategies,,,,,,5009 Belt Rd NW,,Washington,DC,200164234,,,2023-11-22,28427.80,0.00,Consulting - Project Management,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430473,,,ORG,Abundance Strategies,,,,,,5009 Belt Rd NW,,Washington,DC,200164234,,,2023-12-14,52.80,0.00,Consulting - Project Management,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430476,,,ORG,Abundance Strategies,,,,,,5009 Belt Rd NW,,Washington,DC,200164234,,,2023-12-20,25062.50,0.00,Consulting - Project Management,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430426,,,ORG,Bill.com,,,,,,1810 Embarcadero Rd,,Palo Alto,CA,943033308,,,2023-07-05,111.87,0.00,Payment Processing Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430433,,,ORG,Bill.com,,,,,,1810 Embarcadero Rd,,Palo Alto,CA,943033308,,,2023-07-20,75.00,0.00,Payment Processing Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430435,,,ORG,Bill.com,,,,,,1810 Embarcadero Rd,,Palo Alto,CA,943033308,,,2023-08-03,137.10,0.00,Payment Processing Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430447,,,ORG,Bill.com,,,,,,1810 Embarcadero Rd,,Palo Alto,CA,943033308,,,2023-09-06,134.71,0.00,Payment Processing Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430454,,,ORG,Bill.com,,,,,,1810 Embarcadero Rd,,Palo Alto,CA,943033308,,,2023-10-03,130.95,0.00,Payment Processing Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430456,,,ORG,Bill.com,,,,,,1810 Embarcadero Rd,,Palo Alto,CA,943033308,,,2023-11-03,121.36,0.00,Payment Processing Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430472,,,ORG,Bill.com,,,,,,1810 Embarcadero Rd,,Palo Alto,CA,943033308,,,2023-12-05,131.65,0.00,Payment Processing Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430502,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,200011801,,,2023-08-04,12500.00,0.00,Website Construction and Integration,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430459,,,ORG,"Democracy Engine, LLC",,,,,,237 Florida Ave NW,,Washington,DC,200011801,,,2023-11-08,12500.00,0.00,Website Construction and Integration,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430427,,,ORG,Grossman Marketing,,,,,,30 Cobble Hill Rd,,Somerville,MA,021434412,,,2023-07-10,3321.42,0.00,Marketing Supplies,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430430,,,ORG,Happy Cog,,,,,,2363 James St,,Syracuse,NY,132062840,,,2023-07-14,21491.45,0.00,Website Development,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430439,,,ORG,Happy Cog,,,,,,2363 James St,,Syracuse,NY,132062840,,,2023-08-04,31420.40,0.00,Website Development,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430449,,,ORG,Happy Cog,,,,,,2363 James St,,Syracuse,NY,132062840,,,2023-09-13,19471.25,0.00,Website Development,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430453,,,ORG,Happy Cog,,,,,,2363 James St,,Syracuse,NY,132062840,,,2023-09-27,36626.30,0.00,Website Development,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430467,,,ORG,Happy Cog,,,,,,2363 James St,,Syracuse,NY,132062840,,,2023-11-15,88106.25,0.00,Website Development,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430477,,,ORG,Happy Cog,,,,,,2363 James St,,Syracuse,NY,132062840,,,2023-12-20,50669.65,0.00,Website Development,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500430429,,,ORG,Igicom,,,,,,108 W 39th St,Rm 1006,New York,NY,100188269,,,2023-07-13,18825.00,0.00,Consulting - Website Construction,,,,,,,,,,,,,,,,,,,,
