form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00488486,500025611,,,PAC,Battleground New York,,,,,,46 New York Ave,Apt 1R,Brooklyn,NY,112164698,,,2024-09-10,250000.00,0.00,Federal Committee Contribution,011,C00859355,Battleground New York,,,,,,,,,,,,,,,,,
SB23,C00488486,500025613,,,PAC,CASA IN ACTION PAC,,,,,,8151 15th Ave,,Hyattsville,MD,207833501,,,2024-09-10,25000.00,0.00,Federal Committee Contribution,011,C00685693,CASA IN ACTION PAC,,,,,,,,,,,,,,,,,
SB23,C00488486,500025612,,,PAC,FF PAC,,,,,,611 Pennsylvania Ave SE,Num 143,Washington,DC,200034303,,,2024-09-10,500000.00,0.00,Federal Committee Contribution,011,C00669259,FF PAC,,,,,,,,,,,,,,,,,
SB23,C00488486,500025618,,,PAC,HOUSE MAJORITY PAC,,,,,,1029 Vermont Ave NW,,Washington,DC,200053517,,,2024-09-16,200000.00,0.00,Federal Committee Contribution,011,C00495028,HOUSE MAJORITY PAC,,,,,,,,,,,,,,,,,
SB23,C00488486,500025624,,,PAC,Keep Arizona Blue PAC,,,,,,PO Box 7346,,Chandler,AZ,852467346,,,2024-09-19,5000.00,0.00,Federal Committee Contribution,011,C00883892,Keep Arizona Blue PAC,,,,,,,,,,,,,,,,,
SB23,C00488486,500025616,,,PAC,PAC for America's Future,,,,,,611 Pennsylvania Ave SE,Num 143,Washington,DC,200034303,,,2024-09-16,100000.00,0.00,Federal Committee Contribution,011,C00654053,PAC for America's Future,,,,,,,,,,,,,,,,,
SB23,C00488486,500025622,,,PAC,SENATE MAJORITY PAC,,,,,,700 13th St NW,Ste 600,Washington,DC,200055998,,,2024-09-27,250000.00,0.00,Federal Committee Contribution,011,C00484642,SENATE MAJORITY PAC,,,,,,,,,,,,,,,,,
SB23,C00488486,500025610,,,PAC,Voices for a Better Future PAC,,,,,,1480 Dublin Rd,,Columbus,OH,432151010,,,2024-09-10,50000.00,0.00,Federal Committee Contribution,011,C00851733,Voices for a Better Future PAC,,,,,,,,,,,,,,,,,
SB23,C00488486,500025609,,,PAC,Way to Lead PAC,,,,,,2828 N Central Ave,Ste 1014,Phoenix,AZ,850041021,,,2024-09-04,400000.00,0.00,Federal Committee Contribution,011,C00686832,Way to Lead PAC,,,,,,,,,,,,,,,,,
SB23,C00488486,500025614,,,PAC,Way to Lead PAC,,,,,,2828 N Central Ave,Ste 1014,Phoenix,AZ,850041021,,,2024-09-10,400000.00,0.00,Federal Committee Contribution,011,C00686832,Way to Lead PAC,,,,,,,,,,,,,,,,,
SB23,C00488486,500025623,,,PAC,Working Families Party PAC,,,,,,77 Sands St,,Brooklyn,NY,112011431,,,2024-09-17,100000.00,0.00,Federal Committee Contribution,011,C00606962,Working Families Party PAC,,,,,,,,,,,,,,,,,
