form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00785774,SB21B.4743,,,ORG,AA Coins & Pins,,,,,,4046 N Goldenrod Rd,,Winbter Park,FL,32792,,,2023-12-18,479.36,,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4715,,,ORG,ActBlue Technical Services,,,,,,322 Summer St,,Somerville,MA,02144,,,2023-12-17,19.75,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4716,,,ORG,ActBlue Technical Services,,,,,,322 Summer St,,Somerville,MA,02144,,,2023-12-31,24.38,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4627,,,ORG,American Express,,,,,,200 Vesey St.,,New York,NY,10281,,,2023-10-02,600.00,,Itemized Transactions Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4627.0,SB21B.4627,SB21B,ORG,Old Ebbitt Grill,,,,,,675 15th St NW,,Washington,DC,20005,,,2023-10-02,211.00,,Food & Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00785774,SB21B.4627.1,SB21B.4627,SB21B,ORG,American Express,,,,,,200 Vesey St.,,New York,NY,10281,,,2023-10-02,67.85,,Credit Card Interest,,,,,,,,,,,,,,,,,,,X,
SB21B,C00785774,SB21B.4628,,,ORG,American Express,,,,,,200 Vesey St.,,New York,NY,10281,,,2023-10-23,500.00,,Itemized Transactions Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4676,,,ORG,American Express,,,,,,200 Vesey St.,,New York,NY,10281,,,2023-11-13,1000.00,,Itemized Transactions Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4676.0,SB21B.4676,SB21B,ORG,Spirit Airlines,,,,,,2800 Executive Way #6542,,Mirimar,FL,33025,,,2023-11-13,187.89,,Travel Expenses,,,,,,,,,,,,,,,,,,,X,
SB21B,C00785774,SB21B.4676.2,SB21B.4676,SB21B,ORG,United Negro College Fund,,,,,,1805 7th St SW,,Washington,DC,20001,,,2023-11-13,250.00,,Event Tickets,,,,,,,,,,,,,,,,,,,X,
SB21B,C00785774,SB21B.4676.4,SB21B.4676,SB21B,ORG,American Express,,,,,,200 Vesey St.,,New York,NY,10281,,,2023-11-13,49.91,,Credit Card Interest,,,,,,,,,,,,,,,,,,,X,
SB21B,C00785774,SB21B.4677,,,ORG,American Express,,,,,,200 Vesey St.,,New York,NY,10281,,,2023-11-22,400.00,,Itemized Transactions Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4717,,,ORG,American Express,,,,,,200 Vesey St.,,New York,NY,10281,,,2023-12-12,1000.00,,Itemized Transactions Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4717.0,SB21B.4717,SB21B,ORG,American Express,,,,,,200 Vesey St.,,New York,NY,10281,,,2023-12-12,295.00,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,X,
SB21B,C00785774,SB21B.4717.1,SB21B.4717,SB21B,ORG,Spirit Airlines,,,,,,2800 Executive Way #6542,,Mirimar,FL,33025,,,2023-12-12,78.80,,Travel Expenses,,,,,,,,,,,,,,,,,,,X,
SB21B,C00785774,SB21B.4717.2,SB21B.4717,SB21B,ORG,Black Box Political Consulting,,,,,,39 Audobon Dr.,,Amherst,VA,14226,,,2023-12-12,2279.92,,Public Relations Consulting & Event Management,,,,,,,,,,,,,,,,,,,X,
SB21B,C00785774,SB21B.4717.3,SB21B.4717,SB21B,ORG,Holiday Inn Express,,,,,,317 K St NW,,Washington,DC,20001,,,2023-12-12,460.27,,Travel Expenses,,,,,,,,,,,,,,,,,,,X,
SB21B,C00785774,SB21B.4717.4,SB21B.4717,SB21B,ORG,American Express,,,,,,200 Vesey St.,,New York,NY,10281,,,2023-12-12,48.78,,Credit Card Interest,,,,,,,,,,,,,,,,,,,X,
SB21B,C00785774,SB21B.4629,,,ORG,Amtrak,,,,,,50 Massachusetts Ave. NE,,Washington,DC,20002,,,2023-10-02,244.00,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4692,,,ORG,Avid Hotel,,,,,,6785 Argonne St,,Denver,CO,80249,,,2023-11-20,147.34,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4644,,,ORG,Barclay Hotel,,,,,,111 E 48th St,,New York,NY,10017,,,2023-10-10,1043.89,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4635,,,ORG,Black Box Political Consulting,,,,,,39 Audobon Dr.,,Amherst,VA,14226,,,2023-10-02,2001.67,,Public Relations Consulting & Event Planning,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4660,,,ORG,Black Box Political Consulting,,,,,,39 Audobon Dr.,,Amherst,VA,14226,,,2023-10-31,1625.00,,Public Relations Consulting & Event Planning,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4735,,,ORG,Black Box Political Consulting,,,,,,39 Audobon Dr.,,Amherst,VA,14226,,,2023-12-12,2500.00,,Public Relations Consulting & Event Planning,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4733,,,ORG,Creed Global Media,,,,,,6363 Richmond Ave.,,Houston,TX,77057,,,2023-12-12,250.00,,Media Production,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4740,,,ORG,Lampe-Farley Communications,,,,,,"235 Ponce de Leon Place, M-103",,Decatur,GA,30030,,,2023-12-18,3000.00,,Website Development,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4729,,,ORG,Park N Fly,,,,,,2060 Mount Paran Road NW #207,,Atlanta,GA,30327,,,2023-12-11,44.57,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4649,,,ORG,Pelican House,,,,,,107 S Cedar Ridge Dr,,"Duncanville,",TX,75116,,,2023-10-12,1510.11,,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4651,,,ORG,Printful,,,,,,11025 Wetlake Dr.,,Charlotte,NC,28273,,,2023-10-13,25.05,,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4653,,,ORG,Printful,,,,,,11025 Wetlake Dr.,,Charlotte,NC,28273,,,2023-10-13,4.50,,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4654,,,ORG,Printful,,,,,,11025 Wetlake Dr.,,Charlotte,NC,28273,,,2023-10-16,30.47,,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4655,,,ORG,Printful,,,,,,11025 Wetlake Dr.,,Charlotte,NC,28273,,,2023-10-16,30.47,,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4656,,,ORG,Printful,,,,,,11025 Wetlake Dr.,,Charlotte,NC,28273,,,2023-10-23,23.89,,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4732,,,ORG,Printful,,,,,,11025 Wetlake Dr.,,Charlotte,NC,28273,,,2023-12-11,23.43,,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4736,,,ORG,Printful,,,,,,11025 Wetlake Dr.,,Charlotte,NC,28273,,,2023-12-12,23.38,,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4737,,,ORG,Printful,,,,,,11025 Wetlake Dr.,,Charlotte,NC,28273,,,2023-12-12,22.66,,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4738,,,ORG,Printful,,,,,,11025 Wetlake Dr.,,Charlotte,NC,28273,,,2023-12-12,28.14,,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4739,,,ORG,Printful,,,,,,11025 Wetlake Dr.,,Charlotte,NC,28273,,,2023-12-12,23.43,,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4751,,,ORG,Printful,,,,,,11025 Wetlake Dr.,,Charlotte,NC,28273,,,2023-12-26,68.41,,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4674,,,ORG,Q Street Compliance,,,,,,PO Box 40293,,Washington,DC,20016,,,2023-11-07,2015.00,,Financial Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4657,,,ORG,SendinBlue,,,,,,47 Rue de la Chaussee d'Antin,,"Paris, France",,75009,,,2023-10-18,193.00,,Internet Utility,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4693,,,ORG,SendinBlue,,,,,,47 Rue de la Chaussee d'Antin,,"Paris, France",,75009,,,2023-11-20,193.00,,Internet Utility,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4700,,,ORG,SendinBlue,,,,,,47 Rue de la Chaussee d'Antin,,"Paris, France",,75009,,,2023-11-30,130.80,,Internet Utlity,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4701,,,ORG,SendinBlue,,,,,,47 Rue de la Chaussee d'Antin,,"Paris, France",,75009,,,2023-11-30,130.80,,Intenet Utility,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4746,,,ORG,SendinBlue,,,,,,47 Rue de la Chaussee d'Antin,,"Paris, France",,75009,,,2023-12-18,193.00,,Internet Utility,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4726,,,ORG,Sequoia,,,,,,3000 K St NW,,Washington,DC,20007,,,2023-12-11,525.00,,Food & Beverage,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4663,,,ORG,Shopify,,,,,,151 O'Connor Street,,"Ottawa, Canada K2P 2L8",,,,,2023-10-31,348.00,,Internet Utility,,,,,,,,,,,,,,,,,,,,
