form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00562983,VN7FFAJBP19,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-01,466.77,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00562983,VN7FFAJBP27,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-08,3125.13,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00562983,VN7FFAJBP34,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-15,3077.77,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00562983,VN7FFAJBP92,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-22,3057.05,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00562983,VN7FFAJBPA0,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-29,3099.28,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00562983,VN7FFAJBPB8,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-31,982.86,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00562983,VN7FFAJ9XJ1,,,ORG,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,,,2023-01-18,2637.85,0.00,"Credit Card Payment, See Below",,,,,,,,,,,,,,,,,,,,
SB21B,C00562983,VN7FFAJBSC2,VN7FFAJ9XJ1,SB21B,ORG,Facebook Advertising USA,,,,,,1601 Willow Rd,Bldg 10,Menlo Park,CA,940251453,,,2023-01-18,2637.85,0.00,List Acquisition,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00562983,VN7FFAJ9BP6,,,ORG,Anne Lewis Strategies LLC,,,,,,650 Massachusetts Ave NW,Ste 505,Washington,DC,200013796,,,2023-01-13,763.52,0.00,Digital Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00562983,VN7FFAJBCF8,,,ORG,Premier Political Compliance Inc.,,,,,,700 13th St NW,Ste 800,Washington,DC,200055938,,,2023-01-31,1000.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
