form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21b,C00254938,BAD6C5DEFE2714F8E9B4,,,ORG,"Aristotle International, Inc.",,,,,,PO Box 716045,,Philadelphia,PA,191716045,,,2023-07-01,1800.00,,Compliance/ Reporting/ Filing Services,001,,,,,,,,,,,,,,,,,,,,
SB21b,C00254938,BDDD2F6F8DFD0435CAED,,,ORG,"Aristotle International, Inc.",,,,,,PO Box 716045,,Philadelphia,PA,191716045,,,2023-10-05,1800.00,,Compliance/ Reporting/ Filing Services,001,,,,,,,,,,,,,,,,,,,,
SB21b,C00254938,BE0B114A77B8C4DD997A,,,ORG,Elan,,,,,,PO BOX 790408,,Saint Louis,MO,631790408,,,2023-08-25,119.88,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,,
SB21b,C00254938,B0A3439DC6DA144AE9BE,,,ORG,Elan,,,,,,PO BOX 790408,,Saint Louis,MO,631790408,,,2023-09-22,273.36,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,,
SB21b,C00254938,B840F69850D544903972,B0A3439DC6DA144AE9BE,SB21B,ORG,Adobe Systems Incorporated,,,,,,345 Park Ave,,San Jose,CA,951102704,,,2023-09-07,239.88,,Software/Software Licensing,001,,,,,,,,,,,,,,,,,,X,,
SB21b,C00254938,B38056E29B11B408680C,,,ORG,Verizon Wireless,,,,,,PO Box 25505,,Lehigh Valley,PA,180025505,,,2023-07-24,85.06,,Mobile Phone Service,001,,,,,,,,,,,,,,,,,,,,
SB21b,C00254938,B0F6412E578FA46C38E6,,,ORG,Verizon Wireless,,,,,,PO Box 25505,,Lehigh Valley,PA,180025505,,,2023-08-22,85.06,,Mobile Phone Service,001,,,,,,,,,,,,,,,,,,,,
SB21b,C00254938,B1AAD5FF5A22B43C9B5E,,,ORG,Verizon Wireless,,,,,,PO Box 25505,,Lehigh Valley,PA,180025505,,,2023-09-22,85.06,,Mobile Phone Service,001,,,,,,,,,,,,,,,,,,,,
SB21b,C00254938,BBC9579175C6F44119CE,,,ORG,Verizon Wireless,,,,,,PO Box 25505,,Lehigh Valley,PA,180025505,,,2023-10-24,85.06,,Mobile Phone Service,001,,,,,,,,,,,,,,,,,,,,
SB21b,C00254938,B39E13EC95A504587A76,,,ORG,Verizon Wireless,,,,,,PO Box 25505,,Lehigh Valley,PA,180025505,,,2023-11-22,85.06,,Mobile Phone Service,001,,,,,,,,,,,,,,,,,,,,
