form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00875690,EB1,,,ORG,COUNTY OF SAN MATEO,,,,,,40 TOWER ROAD,,SAN MATEO,CA,94402,,,2024-04-12,5000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB2,,,ORG,COUNTY OF SAN MATEO,,,,,,40 TOWER ROAD,,SAN MATEO,CA,94402,,,2024-04-16,5000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB10,,,ORG,COUNTY OF SANTA CLARA,,,,,,"1555 BERGER DRIVE, BUILDING 2",,SAN JOSE,CA,95112,,,2024-04-16,12000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB3,,,ORG,COUNTY OF SAN MATEO,,,,,,40 TOWER ROAD,,SAN MATEO,CA,94402,,,2024-04-17,5000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB11,,,ORG,COUNTY OF SANTA CLARA,,,,,,"1555 BERGER DRIVE, BUILDING 2",,SAN JOSE,CA,95112,,,2024-04-17,12000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB18,,,ORG,COUNTY OF SAN MATEO,,,,,,40 TOWER ROAD,,SAN MATEO,CA,94402,,,2024-04-18,28000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB4,,,ORG,COUNTY OF SAN MATEO,,,,,,40 TOWER ROAD,,SAN MATEO,CA,94402,,,2024-04-18,5000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB12,,,ORG,COUNTY OF SANTA CLARA,,,,,,"1555 BERGER DRIVE, BUILDING 2",,SAN JOSE,CA,95112,,,2024-04-18,12000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB19,,,ORG,COUNTY OF SAN MATEO,,,,,,40 TOWER ROAD,,SAN MATEO,CA,94402,,,2024-04-19,7000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB5,,,ORG,COUNTY OF SAN MATEO,,,,,,40 TOWER ROAD,,SAN MATEO,CA,94402,,,2024-04-19,5000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB13,,,ORG,COUNTY OF SANTA CLARA,,,,,,"1555 BERGER DRIVE, BUILDING 2",,SAN JOSE,CA,95112,,,2024-04-19,12000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB20,,,ORG,COUNTY OF SAN MATEO,,,,,,40 TOWER ROAD,,SAN MATEO,CA,94402,,,2024-04-22,7000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB6,,,ORG,COUNTY OF SAN MATEO,,,,,,40 TOWER ROAD,,SAN MATEO,CA,94402,,,2024-04-22,5000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB14,,,ORG,COUNTY OF SANTA CLARA,,,,,,"1555 BERGER DRIVE, BUILDING 2",,SAN JOSE,CA,95112,,,2024-04-22,12000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB7,,,ORG,COUNTY OF SAN MATEO,,,,,,40 TOWER ROAD,,SAN MATEO,CA,94402,,,2024-04-23,5000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB24,,,ORG,COUNTY OF SAN MATEO,,,,,,40 TOWER ROAD,,SAN MATEO,CA,94402,,,2024-04-23,7000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB15,,,ORG,COUNTY OF SANTA CLARA,,,,,,"1555 BERGER DRIVE, BUILDING 2",,SAN JOSE,CA,95112,,,2024-04-23,12000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB25,,,ORG,COUNTY OF SAN MATEO,,,,,,40 TOWER ROAD,,SAN MATEO,CA,94402,,,2024-04-24,7000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB8,,,ORG,COUNTY OF SAN MATEO,,,,,,40 TOWER ROAD,,SAN MATEO,CA,94402,,,2024-04-24,5000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB16,,,ORG,COUNTY OF SANTA CLARA,,,,,,"1555 BERGER DRIVE, BUILDING 2",,SAN JOSE,CA,95112,,,2024-04-24,12000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB9,,,ORG,COUNTY OF SAN MATEO,,,,,,40 TOWER ROAD,,SAN MATEO,CA,94402,,,2024-04-25,5000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB17,,,ORG,COUNTY OF SANTA CLARA,,,,,,"1555 BERGER DRIVE, BUILDING 2",,SAN JOSE,CA,95112,,,2024-04-25,12000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB54,,,ORG,THE SUTTON LAW FIRM,,,,,,150 POST STREET,SUITE 405,San Francisco,CA,94108,,,2024-04-25,7000.00,,RECOUNT EXPENSE REIMBURSEMENT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,XB10EB54,EB54,SB29,ORG,COUNTY OF SAN MATEO,,,,,,40 TOWER ROAD,,SAN MATEO,CA,94402,,,2024-04-25,7000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,THE SUTTON LAW FIRM,150 POST STREET,SUITE 405,San Francisco,CA,94108,X,
SB29,C00875690,EB27,,,ORG,COUNTY OF SAN MATEO,,,,,,40 TOWER ROAD,,SAN MATEO,CA,94402,,,2024-04-26,2500.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB31,,,ORG,COUNTY OF SANTA CLARA,,,,,,"1555 BERGER DRIVE, BUILDING 2",,SAN JOSE,CA,95112,,,2024-04-26,12000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB28,,,ORG,COUNTY OF SAN MATEO,,,,,,40 TOWER ROAD,,SAN MATEO,CA,94402,,,2024-04-29,2500.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB29,,,ORG,COUNTY OF SAN MATEO,,,,,,40 TOWER ROAD,,SAN MATEO,CA,94402,,,2024-04-30,2500.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB30,,,ORG,COUNTY OF SAN MATEO,,,,,,40 TOWER ROAD,,SAN MATEO,CA,94402,,,2024-05-01,2500.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,EB39,,,ORG,THE SUTTON LAW FIRM,,,,,,150 POST STREET,SUITE 405,San Francisco,CA,94108,,,2024-05-02,12000.00,,ELECTION RECOUNT REIMBURSEMENT FOR PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE REC,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,XB11EB39,EB39,SB29,ORG,COUNTY OF SANTA CLARA,,,,,,"1555 BERGER DRIVE, BUILDING 2",,SAN JOSE,CA,95112,,,2024-05-02,12000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,THE SUTTON LAW FIRM,150 POST STREET,SUITE 405,San Francisco,CA,94108,X,
SB29,C00875690,EB35,,,IND,,ALVAREZ,MATTHEW,,,,150 POST STREET,,SAN FRANCISCO,CA,94108,,,2024-06-26,6000.00,,ELECTION RECOUNT REIMBURSEMENT FOR PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE REC,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,XB6EB35,EB35,SB29,ORG,COUNTY OF SANTA CLARA,,,,,,"1555 BERGER DRIVE, BUILDING 2",,SAN JOSE,CA,95112,,,2024-06-26,6000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,"ALVAREZ, MATTHEW",150 POST STREET,,SAN FRANCISCO,CA,94108,X,
SB29,C00875690,EB36,,,IND,,SUTTON,JAMES,,,,"150 POST STREET, SUITE 405",,SAN FRANCISCO,CA,94108,,,2024-06-26,9000.00,,ELECTION RECOUNT REIMBURSEMENT FOR PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE REC,24R,,,,,,,,,,,,,,,,,,,
SB29,C00875690,XB7EB36,EB36,SB29,ORG,COUNTY OF SANTA CLARA,,,,,,"1555 BERGER DRIVE, BUILDING 2",,SAN JOSE,CA,95112,,,2024-06-26,9000.00,,PAYMENT TO COUNTY FOR PARTIAL COST OF CONDUCTING FULL MACHINE RECOUNT OF PRIMARY VOTE COUNT,24R,,,,,,,,,,,,"SUTTON, JAMES","150 POST STREET, SUITE 405",,SAN FRANCISCO,CA,94108,X,
