form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00193433,SB21B-424002,,,IND,,Elizabeth,Adkins,,,,1027 Harper St,,Madison,GA,30650,,,2024-11-26,666.90,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-424003,,,IND,,English,Jileah,,,,130 Belgian Court,,Hampton,GA,30228,,,2024-11-26,633.24,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-424004,,,IND,,Farrar,Halle,,,,1658 South Cobblestone Court,,Springfield,MO,65809,,,2024-11-26,565.22,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-424008,,,IND,,Fox,Karina,,,,25 Wayaawi Avenue,,Bayville,NY,11709,,,2024-11-26,482.88,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-423997,,,IND,,Frid Lotenberg,Twyla,,,,204 W109th,LL1,New York,NY,10025,,,2024-11-26,535.79,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-424009,,,IND,,Gutierrez,Rechelle,,,,2721 S Bonita Avenue,,Silver City,NM,88061,,,2024-11-26,582.14,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-424014,,,IND,,Ikuku,Jitey,,,,211 Elm St NW,218,Washington,DC,20001,,,2024-11-26,533.32,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-424007,,,IND,,Jallow,Mariam,,,,3162 SE Blue Bird Dr,,Hillsboro,OR,97123,,,2024-11-26,700.10,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-424016,,,IND,,Jones,Amaree,,,,4395 Creekridge Lane,,Kernersville,NC,27284,,,2024-11-26,561.22,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-424006,,,IND,,Juarez,Nastassia,,,,3141 S 54th Ct,,Cicero,IL,60804,,,2024-11-26,226.83,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-424005,,,IND,,Lu,Amie,,,,281 Bogart Ave,,Bronx,NY,10462,,,2024-11-26,609.57,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-424015,,,IND,,Meadows,England,,,,3786 Glen Park Drive,,Lithonia,GA,30038,,,2024-11-26,868.92,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-424001,,,IND,,Ramamoorthi,Sulakshita,,,,424 Timberlea Drive,#67,Rochester Hills,MI,48309,,,2024-11-26,539.19,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-424013,,,IND,,Ramirez,Abigail,,,,501 Turner Avenue,#302,Columbia,MO,65201,,,2024-11-26,589.71,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-424012,,,IND,,Roberson,Elizabeth,,,,12 South Trail Ridge Road,,Edmond,OK,73012,,,2024-11-26,726.77,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-423998,,,IND,,Shea,Alvina,,,,27 Monterey Drive,,Daly City,CA,94015,,,2024-11-26,637.28,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-424011,,,IND,,Sondik,Samantha,,,,5 Barney Circle SE,,Washington,DC,20003,,,2024-11-26,1221.63,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-423999,,,IND,,Tennant,Emma,,,,2400 M St NW,631,Washington,DC,20037,,,2024-11-26,760.96,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-424010,,,IND,,Watters,Madison,,,,223 Perrine Ave,,Piscataway,NJ,08854,,,2024-11-26,1149.29,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-424000,,,IND,,Yun,Yunji,,,,3700 O Street NW,,Washington,DC,20057,,,2024-11-26,787.34,0.00,Salaries ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-423893,,,IND,,Arghal,Radha,,,,3573 Warder Street NW,Apt 8,Washington,DC,20010,,,2024-11-26,397.96,0.00,Travel/Accommodation /Meals,,,,,,,,,,,,,,,,,,,,See Attached Memo Entry
SB21B,C00193433,SB21B-423893-10000,SB21B-423893,SB21B,ORG,Southwest Airlines,,,,,,2702 Love Field Drive,,Dallas,TX,75235,,,2024-11-26,397.96,0.00,Travel/Accommodation /Meals,,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00193433,SB21B-423894,,,IND,,Arghal,Radha,,,,3573 Warder Street NW,Apt 8,Washington,DC,20010,,,2024-11-26,323.95,0.00,Travel/Accommodation /Meals,,,,,,,,,,,,,,,,,,,,See Attached Memo Entry
SB21B,C00193433,SB21B-423894-10000,SB21B-423894,SB21B,ORG,Delta Airlines,,,,,,PO Box 20706,,Atlanta,GA,30320,,,2024-11-26,323.95,0.00,Travel/Accommodation /Meals,,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00193433,SB21B-423896,,,IND,,Mata,James,,,,368 Stewart Ave,,Columbus,OH,43206,,,2024-11-26,170.85,0.00,Travel/Accommodation /Meals,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-423900,,,ORG,OPEIU Local 2 ,,,,,,8555 16th Street,#550,Silver Spring,MD,20910,,,2024-11-26,42145.88,0.00,Union Dues ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-424019,,,ORG,Paylocity ,,,,,,3850 N. Wilke Road,,Arlington Heights,IL,60004,,,2024-11-26,178.54,0.00,Payroll Service ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-424018,,,ORG,Paylocity ,,,,,,3850 N. Wilke Road,,Arlington Heights,IL,60004,,,2024-11-26,3442.91,0.00,Taxes - Payroll ,,,,,,,,,,,,,,,,,,,,
SB21B,C00193433,SB21B-423899,,,ORG,United Parcel Service ,,,,,,P. O. Box 7247-0244,,Philadelphia,PA,191700001,,,2024-11-27,83.37,0.00,Deliveries ,,,,,,,,,,,,,,,,,,,,
