form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00867937,SB21B.1002718,,,ORG,180 CHURCH,,,,,,13660 STANBURY AVE,,DETROIT,MI,48227,,,2024-06-11,5000.00,,FACILITY RENTAL
SB21B,C00867937,SB21B.118992851,,,IND,,A,M,,,,1224 CONCORD AVENUE,,BIRMINGHAM,AL,35213,,,2024-06-01,500.00,,"0.00745699 BITCOINS RECEIVED SIMULTANEOUSLY CONVERTED TO USDC, LIQUIDATED"
SB21B,C00867937,SB21B.995557,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-05-06,6184.04,,COLLATERAL: PENS
SB21B,C00867937,SB21B.996367,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-05-08,6175.71,,COLLATERAL: PENS
SB21B,C00867937,SB21B.999070,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-05-22,1932.50,,COLLATERAL: HATS
SB21B,C00867937,SB21B.1002080,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-06-18,2108.86,,COLLATERAL: RALLY SIGNS & FREIGHT
SB21B,C00867937,SB21B.1004013,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-06-20,2931.18,,COLLATERAL: RALLY SIGNS
SB21B,C00867937,SB21B.1004126,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-06-24,7368.10,,COLLATERAL: RALLY SIGNS
SB21B,C00867937,SB21B.991521,,,ORG,ACUMEN SOLUTIONS GROUP LLC,,,,,,"600 BROADHOLLOW ROAD, SUITE 200",,MELVILLE,NY,11747,,,2024-04-10,512.25,,INSURANCE
SB21B,C00867937,SB21B.993058,,,ORG,ACUMEN SOLUTIONS GROUP LLC,,,,,,"600 BROADHOLLOW ROAD, SUITE 200",,MELVILLE,NY,11747,,,2024-04-23,1591.24,,INSURANCE
SB21B,C00867937,SB21B.997857,,,ORG,ACUMEN SOLUTIONS GROUP LLC,,,,,,"600 BROADHOLLOW ROAD, SUITE 200",,MELVILLE,NY,11747,,,2024-05-20,2569.33,,INSURANCE
SB21B,C00867937,SB21B.998703,,,ORG,ACUMEN SOLUTIONS GROUP LLC,,,,,,"600 BROADHOLLOW ROAD, SUITE 200",,MELVILLE,NY,11747,,,2024-05-22,1125.40,,INSURANCE
SB21B,C00867937,SB21B.1003527,,,ORG,ACUMEN SOLUTIONS GROUP LLC,,,,,,"600 BROADHOLLOW ROAD, SUITE 200",,MELVILLE,NY,11747,,,2024-06-18,3997.44,,INSURANCE
SB21B,C00867937,SB21B.1002227,,,ORG,ACUMEN SOLUTIONS GROUP LLC,,,,,,"600 BROADHOLLOW ROAD, SUITE 200",,MELVILLE,NY,11747,,,2024-06-24,614.61,,INSURANCE
SB21B,C00867937,SB21B.1005463,,,ORG,ACUMEN SOLUTIONS GROUP LLC,,,,,,"600 BROADHOLLOW ROAD, SUITE 200",,MELVILLE,NY,11747,,,2024-06-27,3090.49,,INSURANCE
SB21B,C00867937,SB21B.1005906,,,ORG,ACUMEN SOLUTIONS GROUP LLC,,,,,,"600 BROADHOLLOW ROAD, SUITE 200",,MELVILLE,NY,11747,,,2024-06-28,787.07,,INSURANCE
SB21B,C00867937,SB21B.1001883,,,ORG,AHERN HOTEL & CONVENTION CENTER,,,,,,300 WEST SAHARA AVE,,LAS VEGAS,NV,89102,,,2024-06-06,86708.13,,"FACILITY RENTAL/CATERING SERVICES, EVENT STAGING EXPENSE, & AUDIO VISUAL SERVICES"
SB21B,C00867937,SB21B.1003328,,,ORG,AHERN HOTEL & CONVENTION CENTER,,,,,,300 WEST SAHARA AVE,,LAS VEGAS,NV,89102,,,2024-06-13,25419.99,,"FACILITY RENTAL/CATERING SERVICES, EVENT STAGING EXPENSE, & AUDIO VISUAL SERVICES"
SB21B,C00867937,SB21B.995878,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,,2024-05-17,1305.46,,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED
SB21B,C00867937,SB21B.995878.001,SB21B.995878,SB21B,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,,2024-04-11,55.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.995878.002,SB21B.995878,SB21B,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,,2024-04-23,15.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.995878.003,SB21B.995878,SB21B,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,,2024-04-23,55.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.995878.004,SB21B.995878,SB21B,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,,,2024-04-23,1111.00,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.995878.005,SB21B.995878,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-04-27,31.14,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.995878.006,SB21B.995878,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-04-27,38.32,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1002995,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,,2024-06-18,68225.50,,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED
SB21B,C00867937,SB21B.1002995.021,SB21B.1002995,SB21B,ORG,ALL OCCASIONS EVENT RENTAL,,,,,,10629 READING RD,,CINCINNATI,OH,45241,,,2024-05-13,611.88,,EVENT STAGING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1002995.022,SB21B.1002995,SB21B,ORG,ALL OCCASIONS EVENT RENTAL,,,,,,10629 READING RD,,CINCINNATI,OH,45241,,,2024-05-13,354.04,,EVENT STAGING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1002995.023,SB21B.1002995,SB21B,ORG,ALL OCCASIONS EVENT RENTAL,,,,,,10629 READING RD,,CINCINNATI,OH,45241,,,2024-05-13,1807.98,,EVENT STAGING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1002995.024,SB21B.1002995,SB21B,ORG,ALL OCCASIONS EVENT RENTAL,,,,,,10629 READING RD,,CINCINNATI,OH,45241,,,2024-05-13,3678.91,,EVENT STAGING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1002995.018,SB21B.1002995,SB21B,ORG,ALL OCCASIONS EVENT RENTAL,,,,,,10629 READING RD,,CINCINNATI,OH,45241,,,2024-05-14,462.90,,EVENT STAGING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1002995.001,SB21B.1002995,SB21B,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,,2024-05-24,55.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1002995.009,SB21B.1002995,SB21B,ORG,BIG D PARTY & EVENT RENT,,,,,,3237 COMMANDER DR,,CARROLLTON,TX,75006,,,2024-05-21,2581.29,,EVENT STAGING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1002995.017,SB21B.1002995,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-05-15,161.16,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1002995.013,SB21B.1002995,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-05-16,336.73,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1002995.014,SB21B.1002995,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-05-16,336.73,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1002995.015,SB21B.1002995,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-05-16,336.73,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1002995.016,SB21B.1002995,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-05-16,380.53,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
