form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00760488,SB29.15609,,,ORG,Batala Washington DC Inc,,,,,,PO Box 35588,,Washington,DC,20033,,,2024-11-26,2500.00,,Advertising and Music,,,,,,,,,,,,,,,,,,,,
SB29,C00760488,SB29.15596,,,ORG,Clarke and Sampson,,,,,,228 S Washington Street STE 200,,Alexandria,VA,22314,,,2024-12-24,4734.74,,Insurance,,,,,,,,,,,,,,,,,,,,
SB29,C00760488,SB29.15602,,,ORG,Intuit,,,,,,2700 Coast Avenue,,Mountain View,CA,94043,,,2024-12-02,70.00,,Intuit,,,,,,,,,,,,,,,,,,,,
SB29,C00760488,SB29.15595,,,ORG,Intuit,,,,,,2700 Coast Avenue,,Mountain View,CA,94043,,,2024-12-26,324.22,,,,,,,,,,,,,,,,,,,,,,
SB29,C00760488,SB29.15607,,,ORG,KT Black,,,,,,500 1st Aveue,,Pittsburgh,PA,15219,,,2024-11-27,1300.00,,Secuirity,,,,,,,,,,,,,,,,,,,,
SB29,C00760488,SB29.15603,,,ORG,Per Mar Security Services,,,,,,524 S Layton Blvs,,Milwaukee,WI,53215,,,2024-11-27,412.50,,Security from March,,,,,,,,,,,,,,,,,,,,
SB29,C00760488,SB29.15598,,,ORG,Production One Management,,,,,,8797 Snouffner School Road STE C,,Gaithersburg,MD,20879,,,2024-12-13,52488.06,,For March Payments,,,,,,,,,,,,,,,,,,,,
SB29,C00760488,SB29.15605,,,ORG,Shawn's professional Services LLC,,,,,,PO Box 150744,,Alexandria,VA,22315,,,2024-11-27,1040.00,,For Security Services for Staff,,,,,,,,,,,,,,,,,,,,
SB29,C00760488,SB29.15611,,,ORG,Shawn's professional Services LLC,,,,,,PO Box 150744,,Alexandria,VA,22315,,,2024-11-27,3640.00,,For Security Services for Staff,,,,,,,,,,,,,,,,,,,,
SB29,C00760488,SB29.15597,,,PAC,WOMEN'S MARCH WIN,,,,,,"400 JAY STREET, #231",,BROOKLYN,NY,11202,,,2024-12-13,5000.00,,Transfer to another WIN account,,C00760488,,,,,,,,,,,,,,,,,,
SB29,C00760488,SB29.15601,,,ORG,Womens March Inc,,,,,,1282 Smallwood Drive W,,Waldorf,MD,20603,,,2024-12-26,15000.00,,Transfer to INC to return unneeded funds,,,,,,,,,,,,,,,,,,,,
