form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00758433,SB21B.4985,,,ORG,Cardmember Service,,,,,,PO Box 1423,,Charlotte,NC,28201,O2023,Other,2023-10-12,2084.03,,Credit Card Payment,,,,,,,,,,,,,,,,,,,,
SB21B,C00758433,SB21B.4985.0,SB21B.4985,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,O2023,Other,2023-06-30,161.25,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.4985.1,SB21B.4985,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,O2023,Other,2023-06-30,293.00,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.4985.2,SB21B.4985,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,O2023,Other,2023-07-31,162.30,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.4985.3,SB21B.4985,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,O2023,Other,2023-07-31,77.00,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.4985.4,SB21B.4985,SB21B,ORG,New Congressional Liquor,,,,,,404 1st St SE,,Washington,DC,20003,O2023,Other,2023-08-29,70.52,,Event Beverages,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.4985.5,SB21B.4985,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,O2023,Other,2023-08-31,77.00,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.4985.6,SB21B.4985,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,O2023,Other,2023-09-30,324.50,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.4985.7,SB21B.4985,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,O2023,Other,2023-09-30,389.45,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.4985.8,SB21B.4985,SB21B,ORG,Temaat Liquor Store,,,,,,2901 N Lorraine St,#A,Hutchinson,KS,67502,O2023,Other,2023-09-05,529.01,,Event Beverages,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.4998,,,ORG,Cardmember Service,,,,,,PO Box 1423,,Charlotte,NC,28201,O2023,Other,2023-11-16,414.35,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00758433,SB21B.4998.0,SB21B.4998,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,O2023,Other,2023-10-31,277.35,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.4998.1,SB21B.4998,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,O2023,Other,2023-10-31,137.00,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.4978,,,ORG,Les Williamson LLC,,,,,,PO Box 60148,,Washington,DC,20039,O2023,Other,2023-07-03,609.21,,Compliance Consulting/Shipping,001,,,,,,,,,,,,,,,,,,,
SB21B,C00758433,SB21B.4997,,,ORG,Les Williamson LLC,,,,,,PO Box 60148,,Washington,DC,20039,O2023,Other,2023-11-01,300.00,,Compliance Consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00758433,SB21B.5001,,,ORG,Les Williamson LLC,,,,,,PO Box 60148,,Washington,DC,20039,O2023,Other,2023-12-05,600.00,,Compliance Consulting,001,,,,,,,,,,,,,,,,,,,
