form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00844530,500632747,,,ORG,Amtrak,,,,,,60 Massachusetts Ave NE,,Washington,DC,200024285,,,2024-01-25,144.00,0.00,travel,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500638358,,,ORG,Amtrak,,,,,,60 Massachusetts Ave NE,,Washington,DC,200024285,,,2024-02-23,375.50,0.00,travel,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,5403835I,5403835,SA17,PAC,"Democratic Victory PAC, Inc.",,,,,,611 Pennsylvania Ave SE,Num 143,Washington,DC,200034303,,,2024-01-23,67595.03,0.00,Fundraising event costs,,C00753558,,,,,,,,,,,,,,,,,,* Non-Contribution Account; In-Kind Received
SB29,C00844530,500611656,,,ORG,Google,,,,,,600 Amphitheatre Pkwy,,Mountain View,CA,940431368,,,2024-01-02,160.27,0.00,digital licensing services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500632752,,,ORG,Google,,,,,,600 Amphitheatre Pkwy,,Mountain View,CA,940431368,,,2024-02-02,172.81,0.00,digital licensing services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500641483,,,ORG,Google,,,,,,600 Amphitheatre Pkwy,,Mountain View,CA,940431368,,,2024-03-04,206.06,0.00,digital licensing services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500639577,,,ORG,Kalik & Associates,,,,,,80 M St SE,,Washington,DC,200033544,,,2024-02-27,1250.00,0.00,Political consulting and compliance services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500641488,,,ORG,Kalik & Associates,,,,,,80 M St SE,,Washington,DC,200033544,,,2024-03-08,1250.00,0.00,Political consulting and compliance services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500634204,,,ORG,NGP VAN,,,,,,55 15TH St NW,# 650,Washington,DC,20005,,,2024-02-05,318.00,0.00,software,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500611657,,,ORG,Tatango,,,,,,2211 Elliott Ave,Ste 200,Seattle,WA,981213622,,,2024-01-04,399.00,0.00,political outreach services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500634202,,,ORG,Tatango,,,,,,2211 Elliott Ave,Ste 200,Seattle,WA,981213622,,,2024-02-05,399.00,0.00,political outreach services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500641484,,,ORG,Tatango,,,,,,2211 Elliott Ave,Ste 200,Seattle,WA,981213622,,,2024-03-04,399.00,0.00,political outreach services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500626405,,,ORG,United Airlines,,,,,,233 S Wacker Dr,,Chicago,IL,606067147,,,2024-01-22,398.19,0.00,travel,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500634203,,,ORG,United Airlines,,,,,,233 S Wacker Dr,,Chicago,IL,606067147,,,2024-02-05,846.51,0.00,travel,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500642168,,,ORG,United Airlines,,,,,,233 S Wacker Dr,,Chicago,IL,606067147,,,2024-03-15,651.20,0.00,travel,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500645197,,,ORG,United Airlines,,,,,,233 S Wacker Dr,,Chicago,IL,606067147,,,2024-03-25,139.00,0.00,travel,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500614156,,,ORG,Zoom,,,,,,55 Almaden Blvd,Ste 6,San Jose,CA,951131608,,,2024-01-08,298.90,0.00,software,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500634205,,,ORG,Zoom,,,,,,55 Almaden Blvd,Ste 6,San Jose,CA,951131608,,,2024-02-08,298.90,0.00,software,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500641489,,,ORG,Zoom,,,,,,55 Almaden Blvd,Ste 6,San Jose,CA,951131608,,,2024-03-08,298.90,0.00,software,,,,,,,,,,,,,,,,,,,,Non-contribution account
