form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00802389,500453927,,,ORG,Abundance Strategies,,,,,,5009 Belt Rd NW,,Washington,DC,200164234,,,2024-08-08,17515.20,0.00,Consulting - Project Management,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500453928,,,ORG,Abundance Strategies,,,,,,5009 Belt Rd NW,,Washington,DC,200164234,,,2024-08-21,15075.00,0.00,Consulting - Project Management,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500453918,,,ORG,Bill.Com,,,,,,1810 Embarcadero Rd,,Palo Alto,CA,943033308,,,2024-08-05,190.39,0.00,Payment Processing Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500453930,,,ORG,Copperhead Creative,,,,,,19 E Centre St,Apt 7,Baltimore,MD,212022365,,,2024-08-08,1275.00,0.00,Design Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500453922,,,ORG,Happy Cog,,,,,,2363 James St,,Syracuse,NY,132062840,,,2024-08-08,56006.90,0.00,Website development,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500453923,,,ORG,Happy Cog,,,,,,2363 James St,,Syracuse,NY,132062840,,,2024-08-21,33129.80,0.00,Website development,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500453919,,,IND,,Jakab,Alexandra,,,,4 Warner Ave,,Proctor,VT,057651320,,,2024-08-14,595.00,0.00,Consulting - Website Construction,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500450177,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-08-06,-40.00,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500450178,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-08-08,-40.00,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500450179,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-08-12,-467.48,0.00,Staff Time for Fundraising Event (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500453892,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-08-27,-6.67,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
