form_type,filer_committee_id_number,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,expenditure_date,expenditure_purpose_descrip,beneficiary_committee_name,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,category_code,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,election_code,election_other_description,expenditure_amount,semi_annual_refunded_bundled_amt,memo_code,memo_text_description,image_number,beneficiary_committee_fec_id
SB21B,C00717553,ACT BLUE,,,,,,,,,,,2024-05-29,,,,,,,,,,,,,,1.64,,,,202406120300472874
SB21B,C00717553,ACT BLUE,,,,,,366 SUMMER ST,,SOMERVILLE,MA,02144,2024-04-02,FEES FOR INCOME COLLECTION,,,,,,,,,,,,,0.60,,,,202406120300472870
SB21B,C00717553,ACT BLUE,,,,,,,,,,,2024-04-29,,,,,,,,,,,,,,0.60,,,,202406120300472873
SB21B,C00717553,ACT BLUE,,,,,,,,,,,2024-05-17,,,,,,,,,,,,,,1.53,,,,202406120300472874
SB21B,C00717553,ACT BLUE,,,,,,,,,,,2024-04-11,,,,,,,,,,,,,,1.64,,,,202406120300472871
SB21B,C00717553,ACT BLUE,,,,,,,,,,,2024-04-12,,,,,,,,,,,,,,3.19,,,,202406120300472872
SB21B,C00717553,MERCH BLUE,,,,,,14833 NE 87TH ST,,REDMOND,WA,98052,2024-04-11,MERCHANDISE PURCHASE,,,,,,,,,,,,,24.68,,,,202406120300472868
SB21B,C00717553,MERCH BLUE,,,,,,14833 NE 87TH ST,,REDMOND,WA,98052,2024-04-11,MERCHANDISE PURCHASE,,,,,,,,,,,,,24.68,,,,202406120300472868
SB21B,C00717553,MERCH BLUE,,,,,,,,,,,2024-05-13,TECHNOLOGY,,,,,,,,,,,,,24.68,,,,202406120300472869
SB21B,C00717553,SQUARE SPACE,,,,,,,,,,,2024-05-13,,,,,,,,,,,,,,14.40,,,,202406120300472869
SB21B,C00717553,MERCH BLUE,,,,,,,,,,,2024-05-13,,,,,,,,,,,,,,74.04,,,,202406120300472869
SB21B,C00717553,SQUARE SPACE,,,,,,8 CLARKSON ST,,NY,NY,10014,2024-04-11,TECHNOLOGY,,,,,,,,,,,,,12.00,,,,202406120300472868
SB21B,C00717553,ACT BLUE,,,,,,,,,,,2024-04-25,,,,,,,,,,,,,,1.34,,,,202406120300472872
SB21B,C00717553,ACT BLUE,,,,,,,,,,,2024-04-03,,,,,,,,,,,,,,4.16,,,,202406120300472870
SB21B,C00717553,ACT BLUE,,,,,,,,,,,2024-04-08,,,,,,,,,,,,,,1.04,,,,202406120300472870
SB21B,C00717553,ACT BLUE,,,,,,,,,,,2024-04-09,,,,,,,,,,,,,,20.81,,,,202406120300472871
SB21B,C00717553,ACT BLUE,,,,,,,,,,,2024-04-10,,,,,,,,,,,,,,37.46,,,,202406120300472871
SB21B,C00717553,ACT BLUE,,,,,,,,,,,2024-04-13,,,,,,,,,,,,,,0.60,,,,202406120300472872
SB21B,C00717553,ACT BLUE,,,,,,,,,,,2024-05-01,,,,,,,,,,,,,,2.31,,,,202406120300472873
SB21B,C00717553,ACT BLUE,,,,,,,,,,,2024-05-08,,,,,,,,,,,,,,1.04,,,,202406120300472873
SB21B,C00717553,ACT BLUE,,,,,,,,,,,2024-05-09,,,,,,,,,,,,,,2.08,,,,202406120300472874
