form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00740555,EB17187,,,ORG,BANK OF AMERICA,,,,,,67 TECHNOLOGY DRIVE,,IRVINE,CA,92618,,,2024-01-02,29.95,,BANK FEE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17180,,,ORG,WINRED,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,,,2024-01-21,1.17,,CREDIT CARD PROCESSING FEES,003,C00694323,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17185,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-01-31,1.20,,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17186,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-01-31,8.80,,SHIPPING COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17184,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-01-31,15.00,,FUNDRAISING COMMISSION COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17199,,,ORG,BANK OF AMERICA,,,,,,67 TECHNOLOGY DRIVE,,IRVINE,CA,92618,,,2024-02-01,29.95,,BANK FEE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17190,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-02-23,191.20,,WEB COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17195,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-02-26,1.00,,FUNDRAISING COMMISSION COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17194,,,ORG,WINRED,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,,,2024-02-26,0.39,,CREDIT CARD PROCESSING FEES,003,C00694323,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17216,,,ORG,BANK OF AMERICA,,,,,,67 TECHNOLOGY DRIVE,,IRVINE,CA,92618,,,2024-03-01,29.95,,BANK FEE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17198,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-03-05,17.59,,DIGITAL FUNDRAISING COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17197,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-03-05,2.41,,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17196,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-03-05,30.00,,FUNDRAISING COMMISSION COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17203,,,ORG,WINRED,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,,,2024-03-25,1.39,,CREDIT CARD PROCESSING FEES,003,C00694323,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17208,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-03-31,15.00,,DIGITAL FUNDRAISING COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17209,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,,,2024-03-31,1.20,,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,,,
