form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00729574,B-2455,,,ORG,Anedot,,,,,,340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-07-03,83.63,,Credit Card Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00729574,B-2453,,,ORG,Anedot,,,,,,340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-07-06,16.20,,Credit Card Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00729574,B-2457,,,ORG,Anedot,,,,,,340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-07-07,5.80,,Credit Card Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00729574,B-2459,,,ORG,Anedot,,,,,,340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-07-17,202.60,,Credit Card Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00729574,B-2654,,,ORG,Anedot,,,,,,340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-07-25,4.30,,Credit Card Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00729574,B-2656,,,ORG,Anedot,,,,,,340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-07-26,10.64,,Credit Card Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00729574,B-2660,,,ORG,Anedot,,,,,,340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-07-31,1.30,,Credit Card Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00729574,B-2662,,,ORG,Anedot,,,,,,340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-08-02,0.70,,Credit Card Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00729574,B-2664,,,ORG,Anedot,,,,,,340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-08-02,163.93,,Credit Card Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00729574,B-2666,,,ORG,Anedot,,,,,,340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2023-08-04,13.50,,Credit Card Fees,001,,,,,,,,,,,,,,,,,,,
