form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00867010,SB21B.I4250,,,IND,,GAINES,RILEY,,,,469 CHIPMAN ROAD,,BETHPAGE,TN,37022,,,2024-10-17,317.28,,TRAVEL REIMBURSEMENT: SEE ITEMIZED IF REQUIRED,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I4366,SB21B.I4250,SB21B,ORG,HAMPTON INN,,,,,,7930 JONES BRANCH DRIVE,SUITE 1100,MCLEAN,VA,22102,,,2024-09-14,317.28,,TRAVEL: LODGING,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4253,,,IND,,PULTZ,JANE,M,,,1320 CASTLETON ROAD NORTH,,COLUMBUS,OH,43220,,,2024-10-28,360.55,,TRAVEL REIMBURSEMENT: SEE ITEMIZED IF REQUIRED,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I4368,SB21B.I4253,SB21B,IND,,PULTZ,JANE,M,,,1320 CASTLETON ROAD NORTH,,COLUMBUS,OH,43220,,,2024-09-06,85.50,,TRAVEL: MILEAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4367,SB21B.I4253,SB21B,ORG,FEDEX,,,,,,3610 HACKS CROSS RD,,MEMPHIS,TN,38125,,,2024-09-13,275.05,,DELIVERY SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4254,,,IND,,PULTZ,JANE,M,,,1320 CASTLETON ROAD NORTH,,COLUMBUS,OH,43220,,,2024-10-30,1966.56,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I4255,,,IND,,PULTZ,JANE,M,,,1320 CASTLETON ROAD NORTH,,COLUMBUS,OH,43220,,,2024-10-28,5000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I4256,,,IND,,PULTZ,JANE,M,,,1320 CASTLETON ROAD NORTH,,COLUMBUS,OH,43220,,,2024-11-14,1966.56,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I4257,,,IND,,SCHAUB,LAUREN,N,,,2888 YOAKAM ROAD,,LIMA,OH,45806,,,2024-10-30,2029.06,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I4258,,,IND,,SCHAUB,LAUREN,N,,,2888 YOAKAM ROAD,,LIMA,OH,45806,,,2024-11-14,2029.06,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I4259,,,IND,,WRIGHT,ABBY,L,,,P.O. BOX 340797,,COLUMBUS,OH,43234,,,2024-10-29,10000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I4260,,,IND,,WRIGHT,ABBY,L,,,P.O. BOX 340797,,COLUMBUS,OH,43234,,,2024-10-30,2622.45,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I4261,,,IND,,WRIGHT,ABBY,L,,,P.O. BOX 340797,,COLUMBUS,OH,43234,,,2024-10-29,4956.93,,TRAVEL REIMBURSEMENT: SEE ITEMIZED IF REQUIRED,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I4369,SB21B.I4261,SB21B,IND,,WRIGHT,ABBY,L,,,P.O. BOX 340797,,COLUMBUS,OH,43234,,,2024-10-20,1461.89,,TRAVEL: MILEAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4370,SB21B.I4261,SB21B,ORG,BOARDWALK GRILL,,,,,,725 W BANK RD,,CELINA,OH,45822,,,2024-05-22,2443.20,,CATERING SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4371,SB21B.I4261,SB21B,ORG,D&J CATERING,,,,,,10730 COUNTY RD 12,,WAUSEON,OH,43567,,,2024-06-04,190.00,,MEETING EXPENSE: MEALS,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4372,SB21B.I4261,SB21B,ORG,DOLLAR GENERAL,,,,,,100 MISSION RIDGE,,GOODLETTSVILLE,TN,37072,,,2024-06-17,20.43,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4373,SB21B.I4261,SB21B,ORG,FEDEX,,,,,,3610 HACKS CROSS RD,,MEMPHIS,TN,38125,,,2024-06-26,137.05,,DELIVERY SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4374,SB21B.I4261,SB21B,ORG,STAPLES,,,,,,2150 WEST 117TH STREET,,CLEVELAND,OH,44111,,,2024-05-24,42.95,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4375,SB21B.I4261,SB21B,ORG,STAPLES,,,,,,2150 WEST 117TH STREET,,CLEVELAND,OH,44111,,,2024-06-19,63.98,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4376,SB21B.I4261,SB21B,ORG,USPS,,,,,,2082 STRINGTOWN ROAD,,GROVE CITY,OH,43123,,,2024-06-21,340.00,,DELIVERY SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4377,SB21B.I4261,SB21B,ORG,WALMART,,,,,,702 SW 8TH ST,,BENTONVILLE,AR,72716,,,2024-08-27,257.43,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4262,,,IND,,WRIGHT,ABBY,L,,,P.O. BOX 340797,,COLUMBUS,OH,43234,,,2024-11-14,2622.45,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I4263,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY STREET,,NEW YORK,NY,102851270,,,2024-11-04,55599.20,,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00867010,SB21B.I4300,SB21B.I4263,SB21B,IND,,MARTINEZ,ANGELICA,,,,876 PARKER RD,,AURORA,OH,44202,,,2024-10-01,400.00,,PHOTOGRAPHY SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4301,SB21B.I4263,SB21B,IND,,MARTINEZ,ANGELICA,,,,876 PARKER RD,,AURORA,OH,44202,,,2024-10-04,400.00,,PHOTOGRAPHY SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4298,SB21B.I4263,SB21B,ORG,AMAZON,,,,,,410 TERRY AVE N,,SEATTLE,WA,981095210,,,2024-10-04,20.76,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4299,SB21B.I4263,SB21B,ORG,AMY BURKE PHOTOGRAPHY,,,,,,562 PALMERSTON DR.,,CINCINNATI,OH,45238,,,2024-10-23,150.00,,PHOTOGRAPHY SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4302,SB21B.I4263,SB21B,ORG,AT&T,,,,,,208 S AKARD ST,,DALLAS,TX,75202,,,2024-10-13,108.99,,MOBILE PHONE EXPENSE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4303,SB21B.I4263,SB21B,ORG,BERWICK MANOR RESTAURANT,,,,,,3250 REFUGEE RD,,COLUMBUS,OH,43232,,,2024-10-22,256.81,,CATERING SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4304,SB21B.I4263,SB21B,ORG,BONE BOYS BBQ CATERING,,,,,,109 W MAIN ST,,BELLEVUE,OH,44811,,,2024-10-07,2261.48,,CATERING SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4305,SB21B.I4263,SB21B,ORG,FEDEX,,,,,,3610 HACKS CROSS RD,,MEMPHIS,TN,38125,,,2024-09-30,140.74,,DELIVERY SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4306,SB21B.I4263,SB21B,ORG,FEDEX,,,,,,3610 HACKS CROSS RD,,MEMPHIS,TN,38125,,,2024-09-30,9.75,,DELIVERY SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4307,SB21B.I4263,SB21B,ORG,FEDEX,,,,,,3610 HACKS CROSS RD,,MEMPHIS,TN,38125,,,2024-10-01,83.20,,DELIVERY SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4308,SB21B.I4263,SB21B,ORG,FEDEX,,,,,,3610 HACKS CROSS RD,,MEMPHIS,TN,38125,,,2024-10-02,79.06,,DELIVERY SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4309,SB21B.I4263,SB21B,ORG,FEDEX,,,,,,3610 HACKS CROSS RD,,MEMPHIS,TN,38125,,,2024-10-08,19.50,,DELIVERY SERVICES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00867010,SB21B.I4310,SB21B.I4263,SB21B,ORG,FEDEX,,,,,,3610 HACKS CROSS RD,,MEMPHIS,TN,38125,,,2024-10-09,138.22,,DELIVERY SERVICES,,,,,,,,,,,,,  ,,,,,,X,
