form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00486845,VVAG5ARVZN3,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100018400,,,2023-05-26,74.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,VVAG5ARVZP1,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100018400,,,2023-05-26,39.33,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,VVAG5ARVZQ8,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100018400,,,2023-05-26,38.40,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,VVAG5ARVZR6,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100018400,,,2023-05-26,10.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,VVAG5ARVZS4,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100018400,,,2023-05-26,53.42,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,VVAG5ARVZM5,,,ORG,Bill.Com,,,,,,1810 Embarcadero Rd,,Palo Alto,CA,943033308,,,2023-05-11,136.74,0.00,Payment Processing Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,VVAG5ARVZX6,,,ORG,Internal Revenue Service,,,,,,PO Box 444,,Ogden,UT,844020444,,,2023-05-05,214.00,0.00,Taxes,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,VVAG5ARVZW8,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,,,2023-05-01,5050.26,0.00,Administrative & Compliance Support,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,VVAG5ARVZV0,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,,,2023-05-23,5050.26,0.00,Administrative & Compliance Support,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,VVAG5ARW0T5,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,P2024,,2023-05-24,-39.78,0.00,Staff Time for Press Release (via drawdown),004,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,VVAG5ARVZY4,,,ORG,Mosaic,,,,,,4801 Viewpoint Pl,,Hyattsville,MD,207811100,,,2023-05-26,1555.27,0.00,Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,VVAG5ARVZZ2,,,ORG,"One Minus Beta Analytics, LLC",,,,,,400 E 3Rd Ave,Apt 203,Denver,CO,802034193,,,2023-05-31,19250.00,0.00,Research Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,VVAG5ARVZG3,,,ORG,Ramp,,,,,,71 5Th Ave,Fl 6,New York,NY,100033004,,,2023-05-30,263.50,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
